1 1.47626 0
2 1.50418 0
3 1.47252 0.0355187
4 1.48413 0.0276676
5 1.48452 0.0214349
6 1.49783 0.0219842
7 1.50206 0.0190557
8 1.50522 0.0168034
9 1.49639 0.017253
10 1.4948 0.0155134
11 1.49095 0.0145504
12 1.49646 0.0143827
13 1.49923 0.0135163
14 1.48969 0.0157365
15 1.48505 0.0153665
16 1.48749 0.0145786
17 1.4845 0.0140159
18 1.4856 0.0132597
19 1.49291 0.0145191
20 1.49341 0.0137832
21 1.4946 0.0131639
22 1.49639 0.0126779
23 1.50081 0.0128973
24 1.49888 0.0124977
25 1.49723 0.0121014
26 1.49654 0.0116472
27 1.49569 0.0112391
28 1.49151 0.0116094
29 1.49166 0.0112029
30 1.49066 0.0108691
31 1.49063 0.0105127
32 1.49057 0.010179
33 1.4932 0.0102093
34 1.49212 0.00996272
35 1.49028 0.00984686
36 1.48891 0.00966667
37 1.48752 0.00950512
38 1.48572 0.0094252
39 1.48551 0.00918261
40 1.48677 0.00903814
41 1.4881 0.00891438
42 1.48951 0.00881267
43 1.49316 0.00934951
44 1.49301 0.00913581
45 1.49504 0.00915724
46 1.49471 0.00896176
47 1.49344 0.00886119
48 1.49343 0.00867462
49 1.49238 0.00856066
50 1.49232 0.00838794
51 1.4941 0.00841158
52 1.49548 0.00836306
53 1.49396 0.00834361
54 1.49402 0.0081879
55 1.49369 0.00804429
56 1.49284 0.00794567
57 1.49295 0.00780583
58 1.49266 0.00767541
59 1.49288 0.00754746
60 1.49245 0.00743354
61 1.49327 0.00735753
62 1.49283 0.00725144
63 1.49375 0.00719457
64 1.49494 0.00717944
65 1.49436 0.00709178
66 1.4948 0.00699748
67 1.49554 0.00693214
68 1.49624 0.00686458
69 1.49573 0.00678318
70 1.49494 0.00673229
71 1.49499 0.00663698
72 1.49425 0.00658532
73 1.49486 0.00652319
74 1.49356 0.00656641
75 1.4927 0.00653493
76 1.4937 0.00652559
77 1.49526 0.00662801
78 1.4953 0.00654261
79 1.49464 0.00649341
80 1.49536 0.00645187
81 1.49622 0.00643043
82 1.49698 0.00639663
83 1.49776 0.00636724
84 1.49768 0.00629161
85 1.49783 0.00621897
86 1.49721 0.00617735
87 1.49738 0.00610834
88 1.49728 0.00603939
89 1.4976 0.00598004
90 1.4977 0.00591409
91 1.49648 0.005976
92 1.49558 0.00597906
93 1.49589 0.00592255
94 1.49571 0.0058619
95 1.49582 0.00580103
96 1.49635 0.00576439
97 1.4966 0.00571003
98 1.49577 0.00571242
99 1.4962 0.00567113
100 1.49748 0.00575756
