#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        2653     2.69052     2.68972 0.000100844
        2654      2.6897     2.68972 0.000100806
        2655     2.68888     2.68972 0.000100768
        2656     2.68807     2.68972 0.000100732
        2657     2.68729     2.68972 0.000100698
        2658     2.68657     2.68972 0.000100668
        2659     2.68592     2.68972  0.00010064
        2660     2.68535     2.68972 0.000100615
        2661     2.68487     2.68972 0.000100594
        2662     2.68449     2.68971 0.000100575
        2663      2.6842     2.68971 0.000100559
        2664     2.68402     2.68971 0.000100544
        2665     2.68393     2.68971  0.00010053
        2666     2.68393     2.68971 0.000100515
        2667     2.68401      2.6897   0.0001005
        2668     2.68415      2.6897 0.000100484
        2669     2.68435      2.6897 0.000100466
        2670      2.6846      2.6897 0.000100447
        2671     2.68488      2.6897 0.000100426
        2672     2.68519     2.68969 0.000100402
        2673     2.68551     2.68969 0.000100377
        2674     2.68585     2.68969 0.000100349
        2675     2.68619     2.68969  0.00010032
        2676     2.68653     2.68969  0.00010029
        2677     2.68687     2.68969 0.000100258
        2678      2.6872     2.68969 0.000100225
        2679     2.68752     2.68969 0.000100191
        2680     2.68781     2.68968 0.000100156
        2681      2.6881     2.68968  0.00010012
        2682     2.68838     2.68968 0.000100084
        2683     2.68864     2.68968 0.000100047
        2684     2.68888     2.68968 0.000100011
        2685     2.68911     2.68968 9.99736e-05
        2686     2.68932     2.68968 9.99365e-05
        2687     2.68951     2.68968 9.98993e-05
        2688      2.6897     2.68968 9.98621e-05
        2689     2.68987     2.68968  9.9825e-05
        2690     2.69003     2.68968  9.9788e-05
        2691     2.69018     2.68968 9.97511e-05
        2692     2.69031     2.68968 9.97143e-05
        2693     2.69044     2.68968 9.96777e-05
        2694     2.69055     2.68968 9.96412e-05
        2695     2.69066     2.68968 9.96049e-05
        2696     2.69076     2.68968 9.95687e-05
        2697     2.69085     2.68968 9.95327e-05
        2698     2.69093     2.68969 9.94969e-05
        2699     2.69099     2.68969 9.94612e-05
        2700     2.69106     2.68969 9.94257e-05
        2701     2.69113     2.68969 9.93903e-05
        2702     2.69119     2.68969 9.93551e-05
        2703     2.69125     2.68969   9.932e-05
        2704      2.6913     2.68969 9.92851e-05
        2705     2.69134     2.68969 9.92503e-05
        2706     2.69139     2.68969 9.92156e-05
        2707     2.69143     2.68969  9.9181e-05
        2708     2.69147     2.68969 9.91465e-05
        2709     2.69151     2.68969 9.91122e-05
        2710     2.69154     2.68969  9.9078e-05
        2711     2.69158     2.68969 9.90439e-05
        2712     2.69161     2.68969 9.90099e-05
        2713     2.69164     2.68969  9.8976e-05
        2714     2.69167      2.6897 9.89422e-05
        2715      2.6917      2.6897 9.89085e-05
        2716     2.69173      2.6897 9.88749e-05
        2717     2.69176      2.6897 9.88414e-05
        2718     2.69179      2.6897 9.88081e-05
        2719     2.69181      2.6897 9.87748e-05
        2720     2.69184      2.6897 9.87416e-05
        2721     2.69186      2.6897 9.87085e-05
        2722     2.69188      2.6897 9.86755e-05
        2723     2.69191      2.6897 9.86426e-05
        2724     2.69193      2.6897 9.86098e-05
        2725     2.69195      2.6897 9.85771e-05
        2726     2.69198      2.6897 9.85444e-05
        2727       2.692     2.68971 9.85119e-05
        2728     2.69202     2.68971 9.84794e-05
        2729     2.69204     2.68971  9.8447e-05
        2730     2.69206     2.68971 9.84148e-05
        2731     2.69208     2.68971 9.83826e-05
        2732      2.6921     2.68971 9.83505e-05
        2733     2.69213     2.68971 9.83185e-05
        2734     2.69214     2.68971 9.82865e-05
        2735     2.69216     2.68971 9.82547e-05
        2736     2.69218     2.68971 9.82229e-05
        2737      2.6922     2.68971 9.81912e-05
        2738     2.69223     2.68972 9.81597e-05
        2739     2.69225     2.68972 9.81282e-05
        2740     2.69227     2.68972 9.80968e-05
        2741     2.69229     2.68972 9.80655e-05
        2742     2.69231     2.68972 9.80343e-05
        2743     2.69233     2.68972 9.80032e-05
        2744     2.69235     2.68972 9.79722e-05
        2745     2.69237     2.68972 9.79412e-05
        2746      2.6924     2.68972 9.79104e-05
        2747     2.69242     2.68972 9.78797e-05
        2748     2.69244     2.68972 9.78491e-05
        2749     2.69246     2.68973 9.78185e-05
        2750     2.69248     2.68973 9.77881e-05
        2751      2.6925     2.68973 9.77577e-05
        2752     2.69252     2.68973 9.77275e-05
        2753     2.69253     2.68973 9.76973e-05
        2754     2.69255     2.68973 9.76672e-05
        2755     2.69256     2.68973 9.76371e-05
        2756     2.69257     2.68973 9.76071e-05
        2757     2.69258     2.68973 9.75772e-05
        2758     2.69259     2.68973 9.75473e-05
        2759     2.69259     2.68974 9.75174e-05
        2760      2.6926     2.68974 9.74876e-05
        2761     2.69259     2.68974 9.74578e-05
        2762     2.69258     2.68974  9.7428e-05
        2763     2.69257     2.68974 9.73981e-05
        2764     2.69256     2.68974 9.73682e-05
        2765     2.69253     2.68974 9.73382e-05
        2766     2.69249     2.68974 9.73081e-05
        2767     2.69246     2.68974 9.72779e-05
        2768     2.69242     2.68975 9.72475e-05
        2769     2.69236     2.68975  9.7217e-05
        2770      2.6923     2.68975 9.71862e-05
        2771     2.69223     2.68975 9.71553e-05
        2772     2.69217     2.68975 9.71242e-05
        2773     2.69209     2.68975 9.70928e-05
        2774       2.692     2.68975 9.70612e-05
        2775     2.69192     2.68975 9.70294e-05
        2776     2.69182     2.68975 9.69973e-05
        2777     2.69171     2.68975 9.69649e-05
        2778     2.69159     2.68975 9.69323e-05
        2779     2.69148     2.68975 9.68994e-05
        2780     2.69136     2.68975 9.68663e-05
        2781     2.69124     2.68975 9.68329e-05
        2782     2.69111     2.68976 9.67993e-05
        2783     2.69099     2.68976 9.67656e-05
        2784     2.69086     2.68976 9.67316e-05
        2785     2.69074     2.68976 9.66975e-05
        2786     2.69061     2.68976 9.66633e-05
        2787     2.69049     2.68976  9.6629e-05
        2788     2.69037     2.68976 9.65946e-05
        2789     2.69025     2.68976 9.65601e-05
        2790     2.69014     2.68976 9.65256e-05
        2791     2.69003     2.68976 9.64911e-05
        2792     2.68993     2.68976 9.64565e-05
        2793     2.68984     2.68976  9.6422e-05
        2794     2.68976     2.68976 9.63875e-05
        2795     2.68969     2.68976  9.6353e-05
        2796     2.68963     2.68976 9.63185e-05
        2797     2.68958     2.68976 9.62841e-05
        2798     2.68954     2.68976 9.62498e-05
        2799     2.68951     2.68976 9.62154e-05
        2800     2.68949     2.68976 9.61811e-05
        2801     2.68948     2.68976 9.61468e-05
        2802     2.68948     2.68976 9.61125e-05
        2803     2.68949     2.68976 9.60783e-05
        2804     2.68951     2.68976 9.60441e-05
        2805     2.68953     2.68976 9.60099e-05
        2806     2.68957     2.68976 9.59757e-05
        2807     2.68962     2.68976 9.59415e-05
        2808     2.68967     2.68976 9.59073e-05
        2809     2.68973     2.68976 9.58732e-05
        2810      2.6898     2.68976 9.58391e-05
        2811     2.68986     2.68976  9.5805e-05
        2812     2.68994     2.68976 9.57709e-05
        2813     2.69002     2.68976 9.57369e-05
        2814      2.6901     2.68976  9.5703e-05
        2815     2.69019     2.68976 9.56691e-05
        2816     2.69027     2.68976 9.56353e-05
        2817     2.69036     2.68976 9.56016e-05
        2818     2.69045     2.68976  9.5568e-05
        2819     2.69055     2.68976 9.55345e-05
        2820     2.69064     2.68976 9.55012e-05
        2821     2.69073     2.68976 9.54679e-05
        2822     2.69083     2.68976 9.54348e-05
        2823     2.69092     2.68976 9.54019e-05
        2824     2.69101     2.68976 9.53692e-05
        2825     2.69111     2.68976 9.53366e-05
        2826      2.6912     2.68976 9.53042e-05
        2827     2.69129     2.68976 9.52721e-05
        2828     2.69138     2.68976 9.52401e-05
        2829     2.69146     2.68976 9.52083e-05
        2830     2.69155     2.68976 9.51768e-05
        2831     2.69163     2.68976 9.51454e-05
        2832     2.69171     2.68976 9.51143e-05
        2833     2.69178     2.68977 9.50834e-05
        2834     2.69185     2.68977 9.50527e-05
        2835     2.69191     2.68977 9.50222e-05
        2836     2.69197     2.68977 9.49918e-05
        2837     2.69203     2.68977 9.49617e-05
        2838     2.69209     2.68977 9.49318e-05
        2839     2.69214     2.68977  9.4902e-05
        2840     2.69218     2.68977 9.48724e-05
        2841     2.69222     2.68977 9.48429e-05
        2842     2.69226     2.68977 9.48135e-05
        2843     2.69229     2.68977 9.47843e-05
        2844     2.69232     2.68977 9.47552e-05
        2845     2.69234     2.68978 9.47262e-05
        2846     2.69236     2.68978 9.46973e-05
        2847     2.69237     2.68978 9.46684e-05
        2848     2.69238     2.68978 9.46396e-05
        2849     2.69239     2.68978 9.46108e-05
        2850      2.6924     2.68978 9.45821e-05
        2851      2.6924     2.68978 9.45533e-05
        2852     2.69239     2.68978 9.45246e-05
        2853     2.69239     2.68978 9.44959e-05
        2854     2.69238     2.68978 9.44672e-05
        2855     2.69236     2.68978 9.44384e-05
        2856     2.69235     2.68979 9.44096e-05
        2857     2.69234     2.68979 9.43808e-05
        2858     2.69232     2.68979 9.43519e-05
        2859     2.69231     2.68979  9.4323e-05
        2860     2.69229     2.68979 9.42941e-05
        2861     2.69227     2.68979 9.42651e-05
        2862     2.69224     2.68979 9.42361e-05
        2863     2.69222     2.68979  9.4207e-05
        2864      2.6922     2.68979 9.41779e-05
        2865     2.69218     2.68979 9.41487e-05
        2866     2.69217     2.68979 9.41195e-05
        2867     2.69215      2.6898 9.40902e-05
        2868     2.69213      2.6898 9.40609e-05
        2869      2.6921      2.6898 9.40316e-05
        2870     2.69208      2.6898 9.40022e-05
        2871     2.69206      2.6898 9.39728e-05
        2872     2.69205      2.6898 9.39433e-05
        2873     2.69203      2.6898 9.39138e-05
        2874     2.69202      2.6898 9.38843e-05
        2875       2.692      2.6898 9.38548e-05
        2876     2.69199      2.6898 9.38253e-05
        2877     2.69198      2.6898 9.37957e-05
        2878     2.69196      2.6898 9.37661e-05
        2879     2.69195      2.6898 9.37365e-05
        2880     2.69194     2.68981 9.37069e-05
        2881     2.69192     2.68981 9.36772e-05
        2882      2.6919     2.68981 9.36475e-05
        2883     2.69189     2.68981 9.36178e-05
        2884     2.69187     2.68981 9.35881e-05
        2885     2.69185     2.68981 9.35584e-05
        2886     2.69184     2.68981 9.35286e-05
        2887     2.69182     2.68981 9.34988e-05
        2888      2.6918     2.68981 9.34689e-05
        2889     2.69178     2.68981 9.34391e-05
        2890     2.69175     2.68981 9.34091e-05
        2891     2.69172     2.68981 9.33792e-05
        2892     2.69169     2.68981 9.33491e-05
        2893     2.69166     2.68981  9.3319e-05
        2894     2.69163     2.68981 9.32889e-05
        2895      2.6916     2.68982 9.32587e-05
        2896     2.69157     2.68982 9.32285e-05
        2897     2.69154     2.68982 9.31982e-05
        2898     2.69151     2.68982 9.31679e-05
        2899     2.69148     2.68982 9.31375e-05
        2900     2.69144     2.68982 9.31071e-05
        2901     2.69141     2.68982 9.30766e-05
        2902     2.69137     2.68982 9.30461e-05
        2903     2.69134     2.68982 9.30155e-05
        2904     2.69132     2.68982 9.29849e-05
        2905     2.69129     2.68982 9.29543e-05
        2906     2.69128     2.68982 9.29236e-05
        2907     2.69126     2.68982  9.2893e-05
        2908     2.69125     2.68982 9.28623e-05
        2909     2.69124     2.68982 9.28317e-05
        2910     2.69125     2.68982 9.28011e-05
        2911     2.69125     2.68982 9.27705e-05
        2912     2.69126     2.68982 9.27399e-05
        2913     2.69128     2.68982 9.27094e-05
        2914      2.6913     2.68983  9.2679e-05
        2915     2.69132     2.68983 9.26486e-05
        2916     2.69135     2.68983 9.26183e-05
        2917     2.69139     2.68983 9.25881e-05
        2918     2.69142     2.68983  9.2558e-05
        2919     2.69147     2.68983  9.2528e-05
        2920     2.69153     2.68983 9.24982e-05
        2921     2.69159     2.68983 9.24684e-05
        2922     2.69165     2.68983 9.24389e-05
        2923     2.69172     2.68983 9.24095e-05
        2924     2.69179     2.68983 9.23803e-05
        2925     2.69187     2.68983 9.23514e-05
        2926     2.69195     2.68983 9.23227e-05
        2927     2.69203     2.68983 9.22942e-05
        2928     2.69211     2.68983 9.22659e-05
        2929      2.6922     2.68983  9.2238e-05
        2930     2.69228     2.68984 9.22103e-05
        2931     2.69237     2.68984 9.21829e-05
        2932     2.69245     2.68984 9.21557e-05
        2933     2.69253     2.68984 9.21289e-05
        2934      2.6926     2.68984 9.21023e-05
        2935     2.69268     2.68984  9.2076e-05
        2936     2.69274     2.68984 9.20499e-05
        2937      2.6928     2.68984 9.20241e-05
        2938     2.69286     2.68984 9.19985e-05
        2939     2.69291     2.68984 9.19731e-05
        2940     2.69294     2.68985 9.19479e-05
        2941     2.69296     2.68985 9.19227e-05
        2942     2.69299     2.68985 9.18977e-05
        2943     2.69299     2.68985 9.18727e-05
        2944     2.69299     2.68985 9.18477e-05
        2945     2.69297     2.68985 9.18226e-05
        2946     2.69295     2.68985 9.17974e-05
        2947     2.69291     2.68985 9.17721e-05
        2948     2.69286     2.68985 9.17467e-05
        2949     2.69281     2.68985  9.1721e-05
        2950     2.69275     2.68986 9.16952e-05
        2951     2.69267     2.68986 9.16691e-05
        2952     2.69259     2.68986 9.16427e-05
        2953      2.6925     2.68986  9.1616e-05
        2954     2.69241     2.68986 9.15891e-05
        2955     2.69231     2.68986 9.15618e-05
        2956      2.6922     2.68986 9.15343e-05
        2957      2.6921     2.68986 9.15064e-05
        2958       2.692     2.68986 9.14784e-05
        2959     2.69191     2.68986 9.14501e-05
        2960     2.69182     2.68986 9.14216e-05
        2961     2.69173     2.68986 9.13929e-05
        2962     2.69166     2.68987  9.1364e-05
        2963     2.69159     2.68987  9.1335e-05
        2964     2.69152     2.68987 9.13059e-05
        2965     2.69147     2.68987 9.12767e-05
        2966     2.69143     2.68987 9.12475e-05
        2967     2.69139     2.68987 9.12182e-05
        2968     2.69137     2.68987 9.11888e-05
        2969     2.69135     2.68987 9.11595e-05
        2970     2.69134     2.68987 9.11301e-05
        2971     2.69132     2.68987 9.11008e-05
        2972     2.69131     2.68987 9.10714e-05
        2973     2.69128     2.68987  9.1042e-05
        2974     2.69125     2.68987 9.10126e-05
        2975     2.69122     2.68987 9.09831e-05
        2976     2.69117     2.68987 9.09536e-05
        2977      2.6911     2.68987  9.0924e-05
        2978     2.69103     2.68987 9.08943e-05
        2979     2.69094     2.68987 9.08645e-05
        2980     2.69084     2.68987 9.08346e-05
        2981     2.69072     2.68987 9.08045e-05
        2982     2.69058     2.68987 9.07744e-05
        2983     2.69043     2.68987 9.07442e-05
        2984     2.69028     2.68987 9.07138e-05
        2985     2.69012     2.68987 9.06835e-05
        2986     2.68996     2.68987 9.06531e-05
        2987     2.68979     2.68987 9.06228e-05
        2988     2.68963     2.68987 9.05925e-05
        2989     2.68947     2.68987 9.05623e-05
        2990     2.68933     2.68987 9.05322e-05
        2991     2.68921     2.68987 9.05022e-05
        2992      2.6891     2.68987 9.04723e-05
        2993     2.68901     2.68987 9.04425e-05
        2994     2.68894     2.68987 9.04129e-05
        2995      2.6889     2.68987 9.03833e-05
        2996     2.68888     2.68987 9.03537e-05
        2997     2.68889     2.68987 9.03241e-05
        2998     2.68893     2.68987 9.02946e-05
        2999     2.68898     2.68987 9.02649e-05
        3000     2.68906     2.68987 9.02353e-05
        3001     2.68915     2.68987 9.02055e-05
        3002     2.68927     2.68987 9.01757e-05
        3003     2.68939     2.68987 9.01458e-05
        3004     2.68953     2.68987 9.01159e-05
        3005     2.68969     2.68987 9.00859e-05
        3006     2.68984     2.68987 9.00559e-05
        3007     2.69001     2.68987  9.0026e-05
        3008     2.69019     2.68987 8.99961e-05
        3009     2.69037     2.68987 8.99664e-05
        3010     2.69054     2.68987 8.99368e-05
        3011     2.69072     2.68987 8.99073e-05
        3012     2.69089     2.68987 8.98781e-05
        3013     2.69107     2.68987 8.98492e-05
        3014     2.69125     2.68987 8.98205e-05
        3015     2.69142     2.68987 8.97922e-05
        3016     2.69159     2.68987 8.97642e-05
        3017     2.69175     2.68987 8.97366e-05
        3018     2.69191     2.68987 8.97094e-05
        3019     2.69207     2.68988 8.96827e-05
        3020     2.69222     2.68988 8.96563e-05
        3021     2.69237     2.68988 8.96304e-05
        3022     2.69251     2.68988  8.9605e-05
        3023     2.69264     2.68988 8.95801e-05
        3024     2.69278     2.68988 8.95555e-05
        3025      2.6929     2.68988 8.95315e-05
        3026     2.69302     2.68988 8.95079e-05
        3027     2.69313     2.68988 8.94848e-05
        3028     2.69324     2.68988 8.94621e-05
        3029     2.69334     2.68989 8.94398e-05
        3030     2.69344     2.68989  8.9418e-05
        3031     2.69353     2.68989 8.93966e-05
        3032     2.69363     2.68989 8.93757e-05
        3033     2.69372     2.68989 8.93551e-05
        3034     2.69381     2.68989  8.9335e-05
        3035      2.6939     2.68989 8.93153e-05
        3036     2.69398     2.68989  8.9296e-05
        3037     2.69405      2.6899 8.92771e-05
        3038     2.69411      2.6899 8.92585e-05
        3039     2.69417      2.6899 8.92402e-05
        3040     2.69423      2.6899 8.92222e-05
        3041     2.69428      2.6899 8.92045e-05
        3042     2.69432      2.6899  8.9187e-05
        3043     2.69435      2.6899 8.91697e-05
        3044     2.69437     2.68991 8.91524e-05
        3045     2.69438     2.68991 8.91353e-05
        3046     2.69439     2.68991 8.91182e-05
        3047     2.69439     2.68991  8.9101e-05
        3048     2.69437     2.68991 8.90838e-05
        3049     2.69435     2.68991 8.90665e-05
        3050     2.69431     2.68991 8.90489e-05
        3051     2.69425     2.68992  8.9031e-05
        3052     2.69418     2.68992 8.90128e-05
        3053      2.6941     2.68992 8.89942e-05
        3054     2.69399     2.68992  8.8975e-05
        3055     2.69388     2.68992 8.89553e-05
        3056     2.69374     2.68992  8.8935e-05
        3057      2.6936     2.68992 8.89141e-05
        3058     2.69343     2.68992 8.88924e-05
        3059     2.69325     2.68993   8.887e-05
        3060     2.69306     2.68993 8.88468e-05
        3061     2.69284     2.68993 8.88229e-05
        3062     2.69261     2.68993 8.87982e-05
        3063     2.69237     2.68993 8.87728e-05
        3064     2.69211     2.68993 8.87467e-05
        3065     2.69185     2.68993   8.872e-05
        3066     2.69158     2.68993 8.86927e-05
        3067     2.69131     2.68993 8.86649e-05
        3068     2.69103     2.68993 8.86367e-05
        3069     2.69075     2.68993 8.86082e-05
        3070     2.69048     2.68993 8.85796e-05
        3071     2.69021     2.68993 8.85508e-05
        3072     2.68996     2.68993 8.85219e-05
        3073     2.68971     2.68993 8.84932e-05
        3074     2.68949     2.68993 8.84645e-05
        3075     2.68928     2.68993  8.8436e-05
        3076     2.68909     2.68993 8.84076e-05
        3077     2.68892     2.68993 8.83795e-05
        3078     2.68877     2.68993 8.83516e-05
        3079     2.68865     2.68993 8.83239e-05
        3080     2.68855     2.68993 8.82964e-05
        3081     2.68847     2.68993  8.8269e-05
        3082     2.68841     2.68993 8.82417e-05
        3083     2.68837     2.68993 8.82146e-05
        3084     2.68836     2.68993 8.81874e-05
        3085     2.68836     2.68993 8.81603e-05
        3086     2.68837     2.68993 8.81332e-05
        3087     2.68841     2.68993  8.8106e-05
        3088     2.68845     2.68993 8.80788e-05
        3089     2.68851     2.68993 8.80515e-05
        3090     2.68858     2.68993  8.8024e-05
        3091     2.68865     2.68993 8.79965e-05
        3092     2.68873     2.68992 8.79689e-05
        3093     2.68882     2.68992 8.79412e-05
        3094     2.68891     2.68992 8.79134e-05
        3095     2.68901     2.68992 8.78855e-05
        3096      2.6891     2.68992 8.78575e-05
        3097     2.68919     2.68992 8.78294e-05
        3098     2.68929     2.68992 8.78013e-05
        3099     2.68938     2.68992 8.77732e-05
        3100     2.68946     2.68992  8.7745e-05
        3101     2.68955     2.68992 8.77168e-05
        3102     2.68964     2.68992 8.76886e-05
        3103     2.68971     2.68992 8.76603e-05
        3104     2.68979     2.68992 8.76321e-05
        3105     2.68987     2.68992 8.76039e-05
        3106     2.68994     2.68992 8.75757e-05
        3107        2.69     2.68992 8.75475e-05
        3108     2.69007     2.68992 8.75193e-05
        3109     2.69014     2.68992 8.74912e-05
        3110     2.69021     2.68992 8.74631e-05
        3111     2.69026     2.68992 8.74351e-05
        3112     2.69033     2.68992 8.74071e-05
        3113     2.69038     2.68992 8.73791e-05
        3114     2.69044     2.68992 8.73512e-05
        3115     2.69049     2.68992 8.73234e-05
        3116     2.69054     2.68992 8.72956e-05
        3117      2.6906     2.68992 8.72678e-05
        3118     2.69065     2.68992 8.72402e-05
        3119     2.69071     2.68992 8.72125e-05
        3120     2.69076     2.68992  8.7185e-05
        3121     2.69082     2.68992 8.71575e-05
        3122     2.69087     2.68993 8.71302e-05
        3123     2.69093     2.68993 8.71028e-05
        3124     2.69099     2.68993 8.70756e-05
        3125     2.69104     2.68993 8.70485e-05
        3126      2.6911     2.68993 8.70215e-05
        3127     2.69117     2.68993 8.69945e-05
        3128     2.69124     2.68993 8.69677e-05
        3129      2.6913     2.68993 8.69411e-05
        3130     2.69136     2.68993 8.69145e-05
        3131     2.69143     2.68993 8.68881e-05
        3132      2.6915     2.68993 8.68618e-05
        3133     2.69156     2.68993 8.68356e-05
        3134     2.69163     2.68993 8.68096e-05
        3135      2.6917     2.68993 8.67837e-05
        3136     2.69176     2.68993  8.6758e-05
        3137     2.69183     2.68993 8.67325e-05
        3138     2.69189     2.68993 8.67071e-05
        3139     2.69196     2.68993 8.66819e-05
        3140     2.69202     2.68993 8.66568e-05
        3141     2.69208     2.68993 8.66319e-05
        3142     2.69214     2.68994 8.66072e-05
        3143      2.6922     2.68994 8.65826e-05
        3144     2.69225     2.68994 8.65582e-05
        3145      2.6923     2.68994  8.6534e-05
        3146     2.69235     2.68994 8.65099e-05
        3147      2.6924     2.68994 8.64859e-05
        3148     2.69243     2.68994 8.64621e-05
        3149     2.69247     2.68994 8.64383e-05
        3150      2.6925     2.68994 8.64147e-05
        3151     2.69252     2.68994 8.63912e-05
        3152     2.69254     2.68994 8.63677e-05
        3153     2.69255     2.68994 8.63443e-05
        3154     2.69255     2.68994 8.63208e-05
        3155     2.69255     2.68995 8.62975e-05
        3156     2.69255     2.68995 8.62741e-05
        3157     2.69254     2.68995 8.62506e-05
        3158     2.69252     2.68995 8.62272e-05
        3159      2.6925     2.68995 8.62037e-05
        3160     2.69247     2.68995 8.61801e-05
        3161     2.69243     2.68995 8.61564e-05
        3162     2.69239     2.68995 8.61326e-05
        3163     2.69234     2.68995 8.61087e-05
        3164     2.69229     2.68995 8.60846e-05
        3165     2.69223     2.68995 8.60604e-05
        3166     2.69217     2.68995 8.60361e-05
        3167     2.69211     2.68995 8.60116e-05
        3168     2.69205     2.68996  8.5987e-05
        3169     2.69198     2.68996 8.59623e-05
        3170      2.6919     2.68996 8.59373e-05
        3171     2.69183     2.68996 8.59123e-05
        3172     2.69175     2.68996  8.5887e-05
        3173     2.69168     2.68996 8.58617e-05
        3174     2.69161     2.68996 8.58362e-05
        3175     2.69154     2.68996 8.58106e-05
        3176     2.69147     2.68996 8.57849e-05
        3177      2.6914     2.68996 8.57591e-05
        3178     2.69134     2.68996 8.57333e-05
        3179     2.69128     2.68996 8.57073e-05
        3180     2.69123     2.68996 8.56813e-05
        3181     2.69118     2.68996 8.56552e-05
        3182     2.69114     2.68996 8.56291e-05
        3183      2.6911     2.68996 8.56029e-05
        3184     2.69107     2.68996 8.55767e-05
        3185     2.69104     2.68996 8.55505e-05
        3186     2.69102     2.68996 8.55243e-05
        3187     2.69101     2.68996 8.54981e-05
        3188       2.691     2.68996 8.54719e-05
        3189       2.691     2.68996 8.54457e-05
        3190       2.691     2.68997 8.54195e-05
        3191       2.691     2.68997 8.53934e-05
        3192     2.69101     2.68997 8.53673e-05
        3193     2.69102     2.68997 8.53412e-05
        3194     2.69105     2.68997 8.53151e-05
        3195     2.69107     2.68997 8.52891e-05
        3196     2.69109     2.68997 8.52632e-05
        3197     2.69112     2.68997 8.52373e-05
        3198     2.69115     2.68997 8.52114e-05
        3199     2.69119     2.68997 8.51856e-05
        3200     2.69122     2.68997 8.51599e-05
        3201     2.69126     2.68997 8.51343e-05
        3202      2.6913     2.68997 8.51087e-05
        3203     2.69135     2.68997 8.50832e-05
        3204     2.69139     2.68997 8.50578e-05
        3205     2.69143     2.68997 8.50325e-05
        3206     2.69147     2.68997 8.50073e-05
        3207     2.69152     2.68997 8.49821e-05
        3208     2.69156     2.68997 8.49571e-05
        3209      2.6916     2.68997 8.49321e-05
        3210     2.69165     2.68997 8.49073e-05
        3211     2.69169     2.68997 8.48825e-05
        3212     2.69173     2.68997 8.48578e-05
        3213     2.69178     2.68997 8.48333e-05
        3214     2.69182     2.68998 8.48088e-05
        3215     2.69186     2.68998 8.47845e-05
        3216      2.6919     2.68998 8.47602e-05
        3217     2.69194     2.68998 8.47361e-05
        3218     2.69197     2.68998  8.4712e-05
        3219       2.692     2.68998  8.4688e-05
        3220     2.69204     2.68998 8.46641e-05
        3221     2.69207     2.68998 8.46403e-05
        3222     2.69209     2.68998 8.46166e-05
        3223     2.69211     2.68998 8.45929e-05
        3224     2.69214     2.68998 8.45693e-05
        3225     2.69215     2.68998 8.45458e-05
        3226     2.69217     2.68998 8.45223e-05
        3227     2.69219     2.68998 8.44989e-05
        3228      2.6922     2.68998 8.44755e-05
        3229      2.6922     2.68999 8.44521e-05
        3230      2.6922     2.68999 8.44287e-05
        3231      2.6922     2.68999 8.44054e-05
        3232      2.6922     2.68999  8.4382e-05
        3233     2.69219     2.68999 8.43587e-05
        3234     2.69218     2.68999 8.43353e-05
        3235     2.69216     2.68999 8.43119e-05
        3236     2.69215     2.68999 8.42885e-05
        3237     2.69213     2.68999 8.42651e-05
        3238     2.69211     2.68999 8.42416e-05
        3239     2.69209     2.68999 8.42181e-05
        3240     2.69206     2.68999 8.41945e-05
        3241     2.69203     2.68999 8.41708e-05
        3242     2.69199     2.68999 8.41471e-05
        3243     2.69196     2.68999 8.41234e-05
        3244     2.69193        2.69 8.40996e-05
        3245      2.6919        2.69 8.40757e-05
        3246     2.69186        2.69 8.40518e-05
        3247     2.69182        2.69 8.40278e-05
        3248     2.69179        2.69 8.40037e-05
        3249     2.69176        2.69 8.39796e-05
        3250     2.69174        2.69 8.39555e-05
        3251     2.69171        2.69 8.39313e-05
        3252     2.69168        2.69 8.39071e-05
        3253     2.69165        2.69 8.38828e-05
        3254     2.69163        2.69 8.38586e-05
        3255     2.69162        2.69 8.38343e-05
        3256     2.69161        2.69   8.381e-05
        3257     2.69161        2.69 8.37857e-05
        3258      2.6916        2.69 8.37614e-05
        3259     2.69161        2.69 8.37372e-05
        3260     2.69161        2.69 8.37129e-05
        3261     2.69162        2.69 8.36887e-05
        3262     2.69163        2.69 8.36645e-05
        3263     2.69164        2.69 8.36404e-05
        3264     2.69166     2.69001 8.36163e-05
        3265     2.69169     2.69001 8.35923e-05
        3266     2.69173     2.69001 8.35684e-05
        3267     2.69177     2.69001 8.35445e-05
        3268     2.69181     2.69001 8.35208e-05
        3269     2.69185     2.69001 8.34971e-05
        3270      2.6919     2.69001 8.34736e-05
        3271     2.69195     2.69001 8.34502e-05
        3272       2.692     2.69001 8.34269e-05
        3273     2.69206     2.69001 8.34038e-05
        3274     2.69211     2.69001 8.33808e-05
        3275     2.69217     2.69001 8.33579e-05
        3276     2.69224     2.69001 8.33352e-05
        3277     2.69231     2.69001 8.33128e-05
        3278     2.69238     2.69001 8.32905e-05
        3279     2.69245     2.69001 8.32684e-05
        3280     2.69251     2.69002 8.32465e-05
        3281     2.69257     2.69002 8.32247e-05
        3282     2.69264     2.69002 8.32032e-05
        3283      2.6927     2.69002 8.31819e-05
        3284     2.69276     2.69002 8.31608e-05
        3285     2.69283     2.69002 8.31399e-05
        3286     2.69289     2.69002 8.31192e-05
        3287     2.69295     2.69002 8.30986e-05
        3288     2.69301     2.69002 8.30783e-05
        3289     2.69305     2.69002 8.30582e-05
        3290      2.6931     2.69002 8.30382e-05
        3291     2.69314     2.69002 8.30183e-05
