#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         994       3.733     4.09628  0.00720252
         995     3.73143     4.09591  0.00720461
         996     3.72982     4.09555  0.00720674
         997     3.72818     4.09518  0.00720893
         998     3.72651     4.09481  0.00721116
         999     3.72481     4.09444  0.00721345
        1000     3.72307     4.09407  0.00721579
        1001     3.72131     4.09369  0.00721818
        1002     3.71952     4.09332  0.00722063
        1003     3.71771     4.09295  0.00722314
        1004     3.71588     4.09257   0.0072257
        1005     3.71403     4.09219  0.00722832
        1006     3.71215     4.09182    0.007231
        1007     3.71026     4.09144  0.00723374
        1008     3.70836     4.09106  0.00723654
        1009     3.70644     4.09068   0.0072394
        1010     3.70452     4.09029  0.00724232
        1011     3.70259     4.08991   0.0072453
        1012     3.70065     4.08953  0.00724835
        1013     3.69872     4.08914  0.00725145
        1014     3.69678     4.08875  0.00725462
        1015     3.69485     4.08836  0.00725784
        1016     3.69293     4.08798  0.00726113
        1017     3.69102     4.08758  0.00726447
        1018     3.68913     4.08719  0.00726787
        1019     3.68725      4.0868  0.00727133
        1020      3.6854     4.08641  0.00727484
        1021     3.68357     4.08601  0.00727841
        1022     3.68177     4.08562  0.00728202
        1023        3.68     4.08522  0.00728569
        1024     3.67827     4.08482  0.00728941
        1025     3.67658     4.08443  0.00729317
        1026     3.67493     4.08403  0.00729697
        1027     3.67332     4.08363  0.00730082
        1028     3.67177     4.08323   0.0073047
        1029     3.67026     4.08282  0.00730862
        1030     3.66882     4.08242  0.00731257
        1031     3.66742     4.08202  0.00731654
        1032     3.66609     4.08162  0.00732055
        1033     3.66481     4.08121  0.00732457
        1034      3.6636     4.08081  0.00732861
        1035     3.66245     4.08041  0.00733267
        1036     3.66137        4.08  0.00733674
        1037     3.66034      4.0796  0.00734082
        1038     3.65938     4.07919   0.0073449
        1039     3.65849     4.07879  0.00734898
        1040     3.65766     4.07838  0.00735307
        1041     3.65688     4.07798  0.00735714
        1042     3.65617     4.07757  0.00736121
        1043     3.65552     4.07717  0.00736527
        1044     3.65492     4.07676  0.00736931
        1045     3.65438     4.07636  0.00737333
        1046     3.65389     4.07595  0.00737734
        1047     3.65345     4.07555  0.00738132
        1048     3.65305     4.07515  0.00738528
        1049     3.65269     4.07474  0.00738921
        1050     3.65238     4.07434  0.00739311
        1051      3.6521     4.07394  0.00739699
        1052     3.65185     4.07354  0.00740083
        1053     3.65163     4.07314  0.00740464
        1054     3.65144     4.07274  0.00740841
        1055     3.65127     4.07234  0.00741215
        1056     3.65112     4.07194  0.00741586
        1057     3.65098     4.07154  0.00741953
        1058     3.65086     4.07114  0.00742317
        1059     3.65075     4.07075  0.00742676
        1060     3.65064     4.07035  0.00743032
        1061     3.65054     4.06996  0.00743385
        1062     3.65045     4.06956  0.00743734
        1063     3.65035     4.06917  0.00744079
        1064     3.65025     4.06877   0.0074442
        1065     3.65015     4.06838  0.00744758
        1066     3.65004     4.06799  0.00745093
        1067     3.64992      4.0676  0.00745424
        1068     3.64979      4.0672  0.00745752
        1069     3.64965     4.06681  0.00746077
        1070      3.6495     4.06642  0.00746398
        1071     3.64933     4.06603  0.00746717
        1072     3.64916     4.06565  0.00747032
        1073     3.64896     4.06526  0.00747344
        1074     3.64875     4.06487  0.00747654
        1075     3.64852     4.06448  0.00747961
        1076     3.64827     4.06409  0.00748265
        1077       3.648     4.06371  0.00748567
        1078     3.64772     4.06332  0.00748867
        1079     3.64741     4.06294  0.00749164
        1080     3.64708     4.06255   0.0074946
        1081     3.64673     4.06217  0.00749753
        1082     3.64636     4.06178  0.00750044
        1083     3.64597      4.0614  0.00750334
        1084     3.64555     4.06102  0.00750621
        1085     3.64512     4.06063  0.00750908
        1086     3.64466     4.06025  0.00751192
        1087     3.64418     4.05987  0.00751476
        1088     3.64368     4.05948  0.00751758
        1089     3.64316      4.0591  0.00752039
        1090     3.64262     4.05872  0.00752319
        1091     3.64206     4.05834  0.00752599
        1092     3.64148     4.05796  0.00752877
        1093     3.64089     4.05757  0.00753154
        1094     3.64028     4.05719  0.00753431
        1095     3.63966     4.05681  0.00753707
        1096     3.63904     4.05643  0.00753983
        1097      3.6384     4.05605  0.00754258
        1098     3.63776     4.05567  0.00754533
        1099     3.63711     4.05529  0.00754807
        1100     3.63647     4.05491   0.0075508
        1101     3.63584     4.05453  0.00755353
        1102     3.63521     4.05415  0.00755625
        1103      3.6346     4.05377  0.00755897
        1104       3.634     4.05339  0.00756168
        1105     3.63342       4.053  0.00756438
        1106     3.63287     4.05263  0.00756707
        1107     3.63235     4.05225  0.00756976
        1108     3.63187     4.05187  0.00757243
        1109     3.63141     4.05149  0.00757508
        1110       3.631     4.05111  0.00757773
        1111     3.63064     4.05073  0.00758035
        1112     3.63032     4.05035  0.00758295
        1113     3.63005     4.04997  0.00758554
        1114     3.62983      4.0496   0.0075881
        1115     3.62966     4.04922  0.00759064
        1116     3.62954     4.04884  0.00759314
        1117     3.62947     4.04847  0.00759562
        1118     3.62945     4.04809  0.00759807
        1119     3.62949     4.04772  0.00760048
        1120     3.62957     4.04735  0.00760286
        1121     3.62969     4.04697   0.0076052
        1122     3.62985      4.0466   0.0076075
        1123     3.63005     4.04623  0.00760977
        1124     3.63028     4.04586  0.00761199
        1125     3.63054     4.04549  0.00761417
        1126     3.63082     4.04512  0.00761631
        1127     3.63111     4.04476  0.00761841
        1128     3.63141     4.04439  0.00762046
        1129     3.63171     4.04402  0.00762247
        1130     3.63201     4.04366  0.00762444
        1131     3.63229      4.0433  0.00762637
        1132     3.63256     4.04293  0.00762826
        1133     3.63281     4.04257  0.00763011
        1134     3.63302     4.04221  0.00763193
        1135      3.6332     4.04185   0.0076337
        1136     3.63334     4.04149  0.00763545
        1137     3.63344     4.04113  0.00763716
        1138     3.63349     4.04077  0.00763885
        1139     3.63349     4.04042  0.00764051
        1140     3.63343     4.04006  0.00764214
        1141     3.63331      4.0397  0.00764375
        1142     3.63313     4.03935  0.00764535
        1143     3.63289     4.03899  0.00764692
        1144     3.63258     4.03863  0.00764849
        1145     3.63221     4.03828  0.00765004
        1146     3.63178     4.03793  0.00765158
        1147     3.63129     4.03757  0.00765312
        1148     3.63074     4.03722  0.00765465
        1149     3.63012     4.03686  0.00765619
        1150     3.62945     4.03651  0.00765772
        1151     3.62873     4.03615  0.00765926
        1152     3.62796      4.0358   0.0076608
        1153     3.62713     4.03544  0.00766235
        1154     3.62627     4.03509  0.00766391
        1155     3.62537     4.03474  0.00766548
        1156     3.62443     4.03438  0.00766706
        1157     3.62346     4.03403  0.00766866
        1158     3.62247     4.03367  0.00767027
        1159     3.62147     4.03331  0.00767189
        1160     3.62045     4.03296  0.00767353
        1161     3.61942      4.0326  0.00767518
        1162     3.61839     4.03225  0.00767685
        1163     3.61736     4.03189  0.00767853
        1164     3.61634     4.03153  0.00768023
        1165     3.61533     4.03117  0.00768194
        1166     3.61434     4.03082  0.00768367
        1167     3.61337     4.03046  0.00768541
        1168     3.61243      4.0301  0.00768716
        1169     3.61151     4.02974  0.00768892
        1170     3.61063     4.02939  0.00769068
        1171     3.60979     4.02903  0.00769246
        1172     3.60898     4.02867  0.00769424
        1173     3.60821     4.02831  0.00769603
        1174     3.60748     4.02795  0.00769781
        1175     3.60679     4.02759   0.0076996
        1176     3.60615     4.02723  0.00770139
        1177     3.60554     4.02688  0.00770318
        1178     3.60498     4.02652  0.00770496
        1179     3.60445     4.02616  0.00770674
        1180     3.60397      4.0258  0.00770851
        1181     3.60352     4.02545  0.00771027
        1182      3.6031     4.02509  0.00771202
        1183     3.60272     4.02473  0.00771376
        1184     3.60237     4.02437  0.00771549
        1185     3.60204     4.02402   0.0077172
        1186     3.60174     4.02366  0.00771891
        1187     3.60146     4.02331   0.0077206
        1188      3.6012     4.02295  0.00772227
        1189     3.60095      4.0226  0.00772393
        1190     3.60072     4.02224  0.00772557
        1191     3.60049     4.02189  0.00772719
        1192     3.60027     4.02153   0.0077288
        1193     3.60006     4.02118  0.00773039
        1194     3.59985     4.02083  0.00773197
        1195     3.59963     4.02047  0.00773353
        1196     3.59941     4.02012  0.00773507
        1197     3.59919     4.01977   0.0077366
        1198     3.59895     4.01942  0.00773811
        1199     3.59871     4.01907  0.00773961
        1200     3.59845     4.01872  0.00774109
        1201     3.59818     4.01837  0.00774256
        1202     3.59789     4.01802  0.00774402
        1203     3.59758     4.01767  0.00774546
        1204     3.59726     4.01732   0.0077469
        1205     3.59691     4.01697  0.00774832
        1206     3.59654     4.01662  0.00774973
        1207     3.59614     4.01627  0.00775114
        1208     3.59572     4.01593  0.00775254
        1209     3.59528     4.01558  0.00775393
        1210     3.59481     4.01523  0.00775531
        1211      3.5943     4.01488  0.00775669
        1212     3.59377     4.01454  0.00775807
        1213     3.59321     4.01419  0.00775945
        1214     3.59262     4.01384  0.00776082
        1215       3.592     4.01349   0.0077622
        1216     3.59134     4.01315  0.00776357
        1217     3.59065      4.0128  0.00776495
        1218     3.58993     4.01245  0.00776633
        1219     3.58917      4.0121  0.00776772
        1220     3.58838     4.01176  0.00776912
        1221     3.58756     4.01141  0.00777052
        1222      3.5867     4.01106  0.00777193
        1223     3.58581     4.01071  0.00777335
        1224     3.58488     4.01037  0.00777478
        1225     3.58391     4.01002  0.00777622
        1226     3.58292     4.00967  0.00777768
        1227     3.58188     4.00932  0.00777915
        1228     3.58082     4.00897  0.00778064
        1229     3.57972     4.00862  0.00778214
        1230     3.57859     4.00827  0.00778366
        1231     3.57743     4.00792   0.0077852
        1232     3.57623     4.00757  0.00778677
        1233     3.57501     4.00722  0.00778835
        1234     3.57376     4.00687  0.00778996
        1235     3.57248     4.00652  0.00779159
        1236     3.57118     4.00617  0.00779324
        1237     3.56986     4.00581  0.00779492
        1238     3.56852     4.00546  0.00779662
        1239     3.56716     4.00511  0.00779835
        1240     3.56578     4.00475   0.0078001
        1241      3.5644      4.0044  0.00780188
        1242     3.56301     4.00404  0.00780369
        1243     3.56161     4.00369  0.00780553
        1244     3.56021     4.00333  0.00780739
        1245     3.55881     4.00297  0.00780928
        1246     3.55742     4.00262  0.00781119
        1247     3.55605     4.00226  0.00781313
        1248     3.55469      4.0019   0.0078151
        1249     3.55335     4.00154  0.00781709
        1250     3.55203     4.00118   0.0078191
        1251     3.55075     4.00082  0.00782114
        1252      3.5495     4.00046   0.0078232
        1253     3.54829      4.0001  0.00782527
        1254     3.54713     3.99974  0.00782736
        1255     3.54601     3.99938  0.00782947
        1256     3.54495     3.99901  0.00783159
        1257     3.54395     3.99865  0.00783372
        1258     3.54302     3.99829  0.00783587
        1259     3.54215     3.99793  0.00783801
        1260     3.54135     3.99757  0.00784016
        1261     3.54063      3.9972  0.00784232
        1262     3.53998     3.99684  0.00784447
        1263     3.53941     3.99648  0.00784661
        1264     3.53893     3.99612  0.00784875
        1265     3.53853     3.99576  0.00785088
        1266     3.53821     3.99539  0.00785299
        1267     3.53797     3.99503  0.00785509
        1268     3.53782     3.99467  0.00785716
        1269     3.53775     3.99431  0.00785922
        1270     3.53777     3.99395  0.00786125
        1271     3.53786     3.99359  0.00786325
        1272     3.53803     3.99324  0.00786522
        1273     3.53827     3.99288  0.00786715
        1274     3.53859     3.99252  0.00786906
        1275     3.53897     3.99217  0.00787092
        1276     3.53941     3.99181  0.00787275
        1277     3.53991     3.99146  0.00787453
        1278     3.54046      3.9911  0.00787627
        1279     3.54105     3.99075  0.00787797
        1280     3.54169      3.9904  0.00787962
        1281     3.54236     3.99005  0.00788123
        1282     3.54306      3.9897  0.00788279
        1283     3.54378     3.98936  0.00788431
        1284     3.54452     3.98901  0.00788577
        1285     3.54527     3.98866  0.00788719
        1286     3.54602     3.98832  0.00788857
        1287     3.54677     3.98798   0.0078899
        1288     3.54752     3.98763  0.00789118
        1289     3.54825     3.98729  0.00789241
        1290     3.54896     3.98695  0.00789361
        1291     3.54964     3.98662  0.00789476
        1292      3.5503     3.98628  0.00789587
        1293     3.55092     3.98594  0.00789694
        1294      3.5515      3.9856  0.00789797
        1295     3.55203     3.98527  0.00789896
        1296     3.55252     3.98494  0.00789992
        1297     3.55295      3.9846  0.00790085
        1298     3.55332     3.98427  0.00790175
        1299     3.55364     3.98394  0.00790261
        1300     3.55388     3.98361  0.00790346
        1301     3.55406     3.98328  0.00790427
        1302     3.55417     3.98295  0.00790507
        1303     3.55421     3.98262  0.00790585
        1304     3.55417     3.98229  0.00790661
        1305     3.55405     3.98196  0.00790736
        1306     3.55385     3.98164   0.0079081
        1307     3.55356     3.98131  0.00790883
        1308      3.5532     3.98098  0.00790955
        1309     3.55275     3.98065  0.00791027
        1310     3.55222     3.98033  0.00791099
        1311      3.5516        3.98  0.00791171
        1312      3.5509     3.97967  0.00791244
        1313     3.55012     3.97934  0.00791317
        1314     3.54926     3.97902  0.00791392
        1315     3.54832     3.97869  0.00791467
        1316     3.54732     3.97836  0.00791544
        1317     3.54624     3.97803  0.00791623
        1318      3.5451     3.97771  0.00791704
        1319      3.5439     3.97738  0.00791786
        1320     3.54265     3.97705  0.00791871
        1321     3.54136     3.97672  0.00791958
        1322     3.54004     3.97639  0.00792048
        1323     3.53869     3.97606   0.0079214
        1324     3.53733     3.97573  0.00792234
        1325     3.53597     3.97539  0.00792331
        1326     3.53461     3.97506  0.00792431
        1327     3.53328     3.97473  0.00792532
        1328     3.53198     3.97439  0.00792637
        1329     3.53074     3.97406  0.00792743
        1330     3.52955     3.97373  0.00792851
        1331     3.52843     3.97339  0.00792961
        1332      3.5274     3.97306  0.00793072
        1333     3.52646     3.97272  0.00793184
        1334     3.52564     3.97239  0.00793298
        1335     3.52492     3.97205  0.00793411
        1336     3.52433     3.97172  0.00793525
        1337     3.52388     3.97138  0.00793638
        1338     3.52355     3.97105   0.0079375
        1339     3.52336     3.97071  0.00793861
        1340     3.52331     3.97038  0.00793971
        1341      3.5234     3.97005  0.00794078
        1342     3.52362     3.96971  0.00794183
        1343     3.52397     3.96938  0.00794285
        1344     3.52443     3.96905  0.00794383
        1345     3.52502     3.96872  0.00794478
        1346     3.52571     3.96839  0.00794569
        1347     3.52649     3.96806  0.00794657
        1348     3.52735     3.96774  0.00794739
        1349     3.52829     3.96741  0.00794818
        1350     3.52928     3.96709  0.00794891
        1351     3.53032     3.96676   0.0079496
        1352      3.5314     3.96644  0.00795024
        1353      3.5325     3.96612  0.00795083
        1354     3.53361      3.9658  0.00795137
        1355     3.53472     3.96548  0.00795186
        1356     3.53582     3.96516  0.00795231
        1357      3.5369     3.96485  0.00795271
        1358     3.53795     3.96453  0.00795306
        1359     3.53897     3.96422  0.00795338
        1360     3.53996     3.96391  0.00795364
        1361     3.54089      3.9636  0.00795387
        1362     3.54178     3.96329  0.00795406
        1363     3.54261     3.96298  0.00795421
        1364     3.54339     3.96267  0.00795432
        1365     3.54411     3.96237   0.0079544
        1366     3.54478     3.96206  0.00795445
        1367     3.54539     3.96176  0.00795447
        1368     3.54594     3.96145  0.00795446
        1369     3.54643     3.96115  0.00795443
        1370     3.54688     3.96085  0.00795436
        1371     3.54727     3.96054  0.00795428
        1372     3.54761     3.96024  0.00795418
        1373      3.5479     3.95994  0.00795405
        1374     3.54816     3.95964  0.00795391
        1375     3.54837     3.95934  0.00795374
        1376     3.54854     3.95905  0.00795356
        1377     3.54869     3.95875  0.00795337
        1378      3.5488     3.95845  0.00795316
        1379     3.54889     3.95815  0.00795293
        1380     3.54895     3.95786   0.0079527
        1381       3.549     3.95756  0.00795245
        1382     3.54903     3.95727  0.00795219
        1383     3.54904     3.95697  0.00795191
        1384     3.54905     3.95668  0.00795163
        1385     3.54905     3.95638  0.00795133
        1386     3.54904     3.95609  0.00795102
        1387     3.54903     3.95579  0.00795071
        1388     3.54903      3.9555  0.00795038
        1389     3.54902     3.95521  0.00795004
        1390     3.54901     3.95492  0.00794969
        1391     3.54901     3.95462  0.00794933
        1392     3.54901     3.95433  0.00794895
        1393     3.54901     3.95404  0.00794857
        1394     3.54902     3.95375  0.00794818
        1395     3.54904     3.95346  0.00794777
        1396     3.54906     3.95317  0.00794736
        1397     3.54908     3.95288  0.00794693
        1398      3.5491     3.95259  0.00794649
        1399     3.54912      3.9523  0.00794604
        1400     3.54915     3.95202  0.00794559
        1401     3.54917     3.95173  0.00794511
        1402     3.54919     3.95144  0.00794463
        1403      3.5492     3.95116  0.00794414
        1404     3.54921     3.95087  0.00794364
        1405     3.54921     3.95058  0.00794313
        1406      3.5492      3.9503  0.00794261
        1407     3.54917     3.95001  0.00794208
        1408     3.54913     3.94973  0.00794154
        1409     3.54908     3.94944  0.00794099
        1410       3.549     3.94916  0.00794044
        1411      3.5489     3.94888  0.00793988
        1412     3.54878     3.94859  0.00793931
        1413     3.54864     3.94831  0.00793873
        1414     3.54847     3.94803  0.00793815
        1415     3.54827     3.94774  0.00793757
        1416     3.54805     3.94746  0.00793698
        1417     3.54779     3.94718  0.00793639
        1418      3.5475      3.9469   0.0079358
        1419     3.54718     3.94662   0.0079352
        1420     3.54682     3.94633  0.00793461
        1421     3.54643     3.94605  0.00793401
        1422     3.54601     3.94577  0.00793342
        1423     3.54554     3.94549  0.00793283
        1424     3.54505     3.94521  0.00793224
        1425     3.54451     3.94493  0.00793165
        1426     3.54394     3.94465  0.00793108
        1427     3.54333     3.94437   0.0079305
        1428     3.54269     3.94408  0.00792994
        1429     3.54201      3.9438  0.00792938
        1430     3.54129     3.94352  0.00792883
        1431     3.54054     3.94324  0.00792828
        1432     3.53976     3.94296  0.00792775
        1433     3.53895     3.94268  0.00792723
        1434      3.5381     3.94239  0.00792672
        1435     3.53723     3.94211  0.00792623
        1436     3.53632     3.94183  0.00792574
        1437     3.53539     3.94155  0.00792527
        1438     3.53444     3.94126  0.00792482
        1439     3.53346     3.94098  0.00792437
        1440     3.53246      3.9407  0.00792395
        1441     3.53143     3.94041  0.00792354
        1442      3.5304     3.94013  0.00792314
        1443     3.52934     3.93984  0.00792276
        1444     3.52827     3.93956   0.0079224
        1445     3.52719     3.93927  0.00792206
        1446      3.5261     3.93899  0.00792173
        1447       3.525      3.9387  0.00792142
        1448     3.52389     3.93841  0.00792113
        1449     3.52278     3.93813  0.00792085
        1450     3.52167     3.93784   0.0079206
        1451     3.52056     3.93755  0.00792036
        1452     3.51945     3.93727  0.00792013
        1453     3.51834     3.93698  0.00791993
        1454     3.51723     3.93669  0.00791974
        1455     3.51613      3.9364  0.00791957
        1456     3.51503     3.93611  0.00791942
        1457     3.51395     3.93582  0.00791928
        1458     3.51287     3.93553  0.00791916
        1459     3.51179     3.93524  0.00791906
        1460     3.51073     3.93495  0.00791897
        1461     3.50968     3.93466   0.0079189
        1462     3.50864     3.93437  0.00791884
        1463     3.50761     3.93407   0.0079188
        1464     3.50659     3.93378  0.00791877
        1465     3.50558     3.93349  0.00791876
        1466     3.50458      3.9332  0.00791876
        1467      3.5036      3.9329  0.00791877
        1468     3.50262     3.93261   0.0079188
        1469     3.50166     3.93232  0.00791884
        1470      3.5007     3.93202   0.0079189
        1471     3.49976     3.93173  0.00791897
        1472     3.49883     3.93144  0.00791905
        1473     3.49791     3.93114  0.00791914
        1474     3.49699     3.93085  0.00791924
        1475     3.49609     3.93055  0.00791935
        1476      3.4952     3.93026  0.00791948
        1477     3.49432     3.92996  0.00791962
        1478     3.49346     3.92967  0.00791976
        1479      3.4926     3.92937  0.00791992
        1480     3.49175     3.92908  0.00792008
        1481     3.49092     3.92878  0.00792026
        1482      3.4901     3.92848  0.00792045
        1483     3.48929     3.92819  0.00792064
        1484      3.4885     3.92789  0.00792084
        1485     3.48772      3.9276  0.00792105
        1486     3.48695      3.9273  0.00792127
        1487     3.48621       3.927   0.0079215
        1488     3.48548     3.92671  0.00792173
        1489     3.48476     3.92641  0.00792197
        1490     3.48407     3.92611  0.00792221
        1491      3.4834     3.92582  0.00792246
        1492     3.48274     3.92552  0.00792271
        1493     3.48211     3.92522  0.00792297
        1494      3.4815     3.92492  0.00792323
        1495     3.48092     3.92463   0.0079235
        1496     3.48036     3.92433  0.00792376
        1497     3.47983     3.92403  0.00792403
        1498     3.47932     3.92374   0.0079243
        1499     3.47884     3.92344  0.00792457
        1500     3.47839     3.92314  0.00792484
        1501     3.47796     3.92285  0.00792511
        1502     3.47757     3.92255  0.00792538
        1503      3.4772     3.92225  0.00792564
        1504     3.47687     3.92196   0.0079259
        1505     3.47656     3.92166  0.00792616
        1506     3.47629     3.92137  0.00792641
        1507     3.47604     3.92107  0.00792666
        1508     3.47583     3.92078   0.0079269
        1509     3.47564     3.92048  0.00792713
        1510     3.47548     3.92019  0.00792736
        1511     3.47535     3.91989  0.00792757
        1512     3.47525      3.9196  0.00792778
        1513     3.47518      3.9193  0.00792798
        1514     3.47513     3.91901  0.00792817
        1515     3.47511     3.91872  0.00792835
        1516     3.47511     3.91842  0.00792852
        1517     3.47513     3.91813  0.00792868
        1518     3.47517     3.91784  0.00792882
        1519     3.47524     3.91755  0.00792896
        1520     3.47532     3.91726  0.00792907
        1521     3.47541     3.91697  0.00792918
        1522     3.47552     3.91668  0.00792927
        1523     3.47565     3.91639  0.00792935
        1524     3.47578      3.9161  0.00792942
        1525     3.47592     3.91581  0.00792947
        1526     3.47607     3.91552  0.00792951
        1527     3.47623     3.91523  0.00792953
        1528     3.47638     3.91495  0.00792954
        1529     3.47654     3.91466  0.00792954
        1530     3.47671     3.91437  0.00792952
        1531     3.47687     3.91409  0.00792949
        1532     3.47702      3.9138  0.00792945
        1533     3.47718     3.91352  0.00792939
        1534     3.47733     3.91323  0.00792931
        1535     3.47747     3.91295  0.00792923
        1536     3.47761     3.91267  0.00792913
        1537     3.47774     3.91238  0.00792902
        1538     3.47787      3.9121   0.0079289
        1539     3.47798     3.91182  0.00792876
        1540     3.47809     3.91154  0.00792861
        1541     3.47819     3.91126  0.00792845
        1542     3.47828     3.91098  0.00792828
        1543     3.47836     3.91069   0.0079281
        1544     3.47844     3.91041   0.0079279
        1545     3.47851     3.91014   0.0079277
        1546     3.47857     3.90986  0.00792749
        1547     3.47863     3.90958  0.00792726
        1548     3.47868      3.9093  0.00792703
        1549     3.47872     3.90902  0.00792678
        1550     3.47876     3.90874  0.00792653
        1551      3.4788     3.90847  0.00792626
        1552     3.47883     3.90819  0.00792599
        1553     3.47886     3.90791   0.0079257
        1554     3.47888     3.90764  0.00792541
        1555      3.4789     3.90736  0.00792511
        1556     3.47891     3.90709   0.0079248
        1557     3.47892     3.90681  0.00792447
        1558     3.47893     3.90654  0.00792415
        1559     3.47893     3.90626  0.00792381
        1560     3.47892     3.90599  0.00792346
        1561      3.4789     3.90571  0.00792311
        1562     3.47887     3.90544  0.00792275
        1563     3.47883     3.90517  0.00792238
        1564     3.47878      3.9049    0.007922
        1565     3.47871     3.90462  0.00792162
        1566     3.47862     3.90435  0.00792123
        1567     3.47852     3.90408  0.00792084
        1568     3.47839     3.90381  0.00792044
        1569     3.47824     3.90354  0.00792003
        1570     3.47806     3.90327  0.00791962
        1571     3.47786       3.903  0.00791921
        1572     3.47762     3.90272  0.00791879
        1573     3.47735     3.90245  0.00791837
        1574     3.47705     3.90218  0.00791796
        1575     3.47671     3.90191  0.00791753
        1576     3.47634     3.90164  0.00791711
        1577     3.47592     3.90137   0.0079167
        1578     3.47546      3.9011  0.00791628
        1579     3.47496     3.90083  0.00791586
        1580     3.47442     3.90056  0.00791545
        1581     3.47384     3.90029  0.00791505
        1582     3.47322     3.90002  0.00791465
        1583     3.47255     3.89975  0.00791425
        1584     3.47184     3.89948  0.00791386
        1585     3.47108     3.89921  0.00791349
        1586     3.47029     3.89894  0.00791312
        1587     3.46946     3.89867  0.00791276
        1588     3.46858      3.8984  0.00791241
        1589     3.46768     3.89813  0.00791207
        1590     3.46674     3.89786  0.00791174
        1591     3.46577     3.89759  0.00791143
        1592     3.46476     3.89732  0.00791113
        1593     3.46374     3.89704  0.00791085
        1594     3.46269     3.89677  0.00791058
        1595     3.46162      3.8965  0.00791032
        1596     3.46054     3.89623  0.00791008
        1597     3.45944     3.89595  0.00790985
        1598     3.45834     3.89568  0.00790964
        1599     3.45723      3.8954  0.00790945
        1600     3.45612     3.89513  0.00790927
        1601     3.45501     3.89485   0.0079091
        1602     3.45391     3.89458  0.00790895
        1603     3.45283      3.8943  0.00790882
        1604     3.45176     3.89403   0.0079087
        1605      3.4507     3.89375  0.00790859
        1606     3.44968     3.89347   0.0079085
        1607     3.44868      3.8932  0.00790842
        1608     3.44771     3.89292  0.00790835
        1609     3.44677     3.89264   0.0079083
        1610     3.44588     3.89237  0.00790825
        1611     3.44502     3.89209  0.00790822
        1612      3.4442     3.89181  0.00790819
        1613     3.44343     3.89153  0.00790817
        1614     3.44271     3.89125  0.00790816
        1615     3.44204     3.89098  0.00790815
        1616     3.44142      3.8907  0.00790815
        1617     3.44084     3.89042  0.00790815
        1618     3.44032     3.89014  0.00790816
        1619     3.43985     3.88986  0.00790816
        1620     3.43943     3.88959  0.00790817
        1621     3.43906     3.88931  0.00790817
        1622     3.43873     3.88903  0.00790817
        1623     3.43845     3.88875  0.00790817
        1624     3.43821     3.88847  0.00790817
        1625     3.43802      3.8882  0.00790816
        1626     3.43786     3.88792  0.00790814
        1627     3.43773     3.88764  0.00790812
        1628     3.43763     3.88737  0.00790809
        1629     3.43756     3.88709  0.00790806
        1630      3.4375     3.88682  0.00790802
        1631     3.43747     3.88654  0.00790796
        1632     3.43744     3.88626  0.00790791
        1633     3.43742     3.88599  0.00790784
        1634     3.43741     3.88572  0.00790776
        1635     3.43739     3.88544  0.00790768
        1636     3.43736     3.88517  0.00790759
        1637     3.43732     3.88489  0.00790749
        1638     3.43727     3.88462  0.00790738
        1639      3.4372     3.88435  0.00790727
        1640     3.43711     3.88407  0.00790715
        1641     3.43699      3.8838  0.00790702
        1642     3.43685     3.88353  0.00790689
        1643     3.43667     3.88326  0.00790675
        1644     3.43647     3.88299  0.00790661
        1645     3.43624     3.88271  0.00790647
        1646     3.43597     3.88244  0.00790632
        1647     3.43568     3.88217  0.00790617
        1648     3.43536      3.8819  0.00790602
        1649     3.43501     3.88163  0.00790587
        1650     3.43464     3.88136  0.00790572
        1651     3.43425     3.88109  0.00790557
        1652     3.43384     3.88082  0.00790542
        1653     3.43342     3.88055  0.00790527
        1654     3.43299     3.88028  0.00790512
        1655     3.43255     3.88001  0.00790497
        1656     3.43212     3.87974  0.00790482
        1657      3.4317     3.87947  0.00790467
        1658     3.43129     3.87919  0.00790453
        1659      3.4309     3.87892  0.00790438
        1660     3.43053     3.87865  0.00790423
        1661     3.43019     3.87838  0.00790408
        1662      3.4299     3.87811  0.00790393
        1663     3.42964     3.87784  0.00790378
        1664     3.42943     3.87758  0.00790362
        1665     3.42927     3.87731  0.00790346
        1666     3.42917     3.87704  0.00790329
        1667     3.42913     3.87677  0.00790312
        1668     3.42915      3.8765  0.00790293
        1669     3.42923     3.87623  0.00790274
        1670     3.42939     3.87596  0.00790254
        1671     3.42962      3.8757  0.00790232
        1672     3.42992     3.87543  0.00790209
        1673     3.43029     3.87516  0.00790185
        1674     3.43074      3.8749  0.00790158
        1675     3.43125     3.87463   0.0079013
        1676     3.43184     3.87437  0.00790101
        1677      3.4325     3.87411  0.00790069
        1678     3.43322     3.87384  0.00790035
        1679     3.43402     3.87358  0.00789998
        1680     3.43487     3.87332  0.00789959
        1681     3.43578     3.87306  0.00789918
        1682     3.43675      3.8728  0.00789874
        1683     3.43777     3.87254  0.00789828
        1684     3.43884     3.87229  0.00789779
        1685     3.43995     3.87203  0.00789727
        1686      3.4411     3.87177  0.00789672
        1687     3.44229     3.87152  0.00789614
        1688      3.4435     3.87126  0.00789553
        1689     3.44474     3.87101  0.00789489
        1690       3.446     3.87076  0.00789423
        1691     3.44728     3.87051  0.00789353
        1692     3.44856     3.87026   0.0078928
