#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        5448     3.02959     3.44174  0.00476561
        5449     3.02956     3.44167  0.00476534
        5450     3.02952     3.44159  0.00476506
        5451     3.02949     3.44152  0.00476479
        5452     3.02946     3.44144  0.00476451
        5453     3.02943     3.44137  0.00476424
        5454      3.0294     3.44129  0.00476397
        5455     3.02937     3.44122  0.00476369
        5456     3.02934     3.44114  0.00476342
        5457      3.0293     3.44106  0.00476314
        5458     3.02927     3.44099  0.00476286
        5459     3.02922     3.44091  0.00476259
        5460     3.02918     3.44084  0.00476231
        5461     3.02913     3.44076  0.00476204
        5462     3.02907     3.44069  0.00476176
        5463     3.02901     3.44061  0.00476149
        5464     3.02894     3.44054  0.00476121
        5465     3.02886     3.44046  0.00476094
        5466     3.02878     3.44039  0.00476066
        5467     3.02869     3.44031  0.00476039
        5468     3.02859     3.44024  0.00476011
        5469     3.02848     3.44016  0.00475984
        5470     3.02837     3.44009  0.00475956
        5471     3.02824     3.44001  0.00475929
        5472     3.02811     3.43993  0.00475901
        5473     3.02797     3.43986  0.00475874
        5474     3.02781     3.43978  0.00475846
        5475     3.02765     3.43971  0.00475819
        5476     3.02748     3.43963  0.00475792
        5477      3.0273     3.43956  0.00475764
        5478     3.02711     3.43948  0.00475737
        5479     3.02691     3.43941   0.0047571
        5480      3.0267     3.43933  0.00475683
        5481     3.02648     3.43926  0.00475656
        5482     3.02625     3.43918  0.00475628
        5483     3.02601     3.43911  0.00475601
        5484     3.02576     3.43903  0.00475574
        5485     3.02551     3.43896  0.00475547
        5486     3.02524     3.43888  0.00475521
        5487     3.02497      3.4388  0.00475494
        5488     3.02469     3.43873  0.00475467
        5489      3.0244     3.43865   0.0047544
        5490     3.02411     3.43858  0.00475414
        5491      3.0238      3.4385  0.00475387
        5492      3.0235     3.43843  0.00475361
        5493     3.02318     3.43835  0.00475334
        5494     3.02286     3.43828  0.00475308
        5495     3.02254      3.4382  0.00475281
        5496     3.02221     3.43812  0.00475255
        5497     3.02188     3.43805  0.00475229
        5498     3.02155     3.43797  0.00475203
        5499     3.02121      3.4379  0.00475177
        5500     3.02087     3.43782  0.00475151
        5501     3.02053     3.43775  0.00475125
        5502     3.02019     3.43767    0.004751
        5503     3.01985     3.43759  0.00475074
        5504     3.01952     3.43752  0.00475048
        5505     3.01918     3.43744  0.00475023
        5506     3.01885     3.43737  0.00474997
        5507     3.01852     3.43729  0.00474972
        5508      3.0182     3.43721  0.00474947
        5509     3.01788     3.43714  0.00474921
        5510     3.01757     3.43706  0.00474896
        5511     3.01727     3.43699  0.00474871
        5512     3.01697     3.43691  0.00474846
        5513     3.01669     3.43683  0.00474821
        5514     3.01641     3.43676  0.00474796
        5515     3.01615     3.43668  0.00474771
        5516      3.0159      3.4366  0.00474747
        5517     3.01565     3.43653  0.00474722
        5518     3.01543     3.43645  0.00474697
        5519     3.01521     3.43638  0.00474673
        5520     3.01502      3.4363  0.00474648
        5521     3.01483     3.43622  0.00474623
        5522     3.01466     3.43615  0.00474599
        5523     3.01451     3.43607  0.00474574
        5524     3.01437     3.43599   0.0047455
        5525     3.01425     3.43592  0.00474525
        5526     3.01414     3.43584  0.00474501
        5527     3.01405     3.43576  0.00474476
        5528     3.01397     3.43569  0.00474452
        5529      3.0139     3.43561  0.00474427
        5530     3.01385     3.43554  0.00474403
        5531     3.01382     3.43546  0.00474378
        5532     3.01379     3.43538  0.00474354
        5533     3.01378     3.43531  0.00474329
        5534     3.01377     3.43523  0.00474305
        5535     3.01377     3.43515   0.0047428
        5536     3.01378     3.43508  0.00474256
        5537     3.01379       3.435  0.00474231
        5538      3.0138     3.43493  0.00474206
        5539     3.01381     3.43485  0.00474182
        5540     3.01381     3.43477  0.00474157
        5541     3.01381      3.4347  0.00474132
        5542      3.0138     3.43462  0.00474107
        5543     3.01378     3.43455  0.00474083
        5544     3.01375     3.43447  0.00474058
        5545      3.0137     3.43439  0.00474033
        5546     3.01362     3.43432  0.00474008
        5547     3.01352     3.43424  0.00473984
        5548     3.01339     3.43417  0.00473959
        5549     3.01323     3.43409  0.00473934
        5550     3.01304     3.43402   0.0047391
        5551     3.01281     3.43394  0.00473885
        5552     3.01253     3.43386   0.0047386
        5553     3.01221     3.43379  0.00473836
        5554     3.01184     3.43371  0.00473811
        5555     3.01141     3.43364  0.00473787
        5556     3.01094     3.43356  0.00473763
        5557      3.0104     3.43348  0.00473739
        5558      3.0098     3.43341  0.00473715
        5559     3.00913     3.43333  0.00473691
        5560      3.0084     3.43325  0.00473668
        5561      3.0076     3.43318  0.00473644
        5562     3.00673      3.4331  0.00473621
        5563     3.00579     3.43302  0.00473598
        5564     3.00477     3.43295  0.00473576
        5565     3.00367     3.43287  0.00473554
        5566      3.0025     3.43279  0.00473532
        5567     3.00126     3.43272   0.0047351
        5568     2.99994     3.43264  0.00473489
        5569     2.99855     3.43256  0.00473468
        5570     2.99708     3.43248  0.00473447
        5571     2.99554      3.4324  0.00473427
        5572     2.99394     3.43232  0.00473408
        5573     2.99227     3.43225  0.00473389
        5574     2.99054     3.43217   0.0047337
        5575     2.98875     3.43209  0.00473352
        5576     2.98691     3.43201  0.00473334
        5577     2.98501     3.43193  0.00473317
        5578     2.98308     3.43185  0.00473301
        5579     2.98111     3.43177  0.00473285
        5580      2.9791     3.43168   0.0047327
        5581     2.97707      3.4316  0.00473255
        5582     2.97501     3.43152  0.00473241
        5583     2.97295     3.43144  0.00473227
        5584     2.97087     3.43136  0.00473215
        5585     2.96879     3.43127  0.00473202
        5586     2.96672     3.43119  0.00473191
        5587     2.96465     3.43111   0.0047318
        5588      2.9626     3.43102  0.00473169
        5589     2.96058     3.43094   0.0047316
        5590     2.95858     3.43085   0.0047315
        5591     2.95661     3.43077  0.00473142
        5592     2.95468     3.43068  0.00473134
        5593     2.95279      3.4306  0.00473126
        5594     2.95096     3.43051  0.00473119
        5595     2.94918     3.43043  0.00473113
        5596     2.94747     3.43034  0.00473107
        5597     2.94584     3.43025  0.00473102
        5598     2.94429     3.43017  0.00473097
        5599     2.94283     3.43008  0.00473093
        5600     2.94147     3.42999  0.00473088
        5601     2.94024     3.42991  0.00473085
        5602     2.93914     3.42982  0.00473081
        5603     2.93818     3.42973  0.00473078
        5604     2.93739     3.42964  0.00473076
        5605     2.93677     3.42955  0.00473073
        5606     2.93634     3.42947   0.0047307
        5607     2.93612     3.42938  0.00473068
        5608     2.93612     3.42929  0.00473065
        5609     2.93636      3.4292  0.00473062
        5610     2.93684     3.42912   0.0047306
        5611     2.93757     3.42903  0.00473056
        5612     2.93855     3.42894  0.00473053
        5613      2.9398     3.42885  0.00473049
        5614      2.9413     3.42877  0.00473044
        5615     2.94305     3.42868  0.00473039
        5616     2.94504     3.42859  0.00473033
        5617     2.94726     3.42851  0.00473027
        5618     2.94969     3.42842  0.00473019
        5619     2.95231     3.42834  0.00473011
        5620      2.9551     3.42825  0.00473002
        5621     2.95803     3.42817  0.00472991
        5622     2.96108     3.42809   0.0047298
        5623     2.96422       3.428  0.00472968
        5624     2.96743     3.42792  0.00472955
        5625     2.97067     3.42784  0.00472941
        5626     2.97393     3.42776  0.00472925
        5627     2.97717     3.42768  0.00472909
        5628     2.98038      3.4276  0.00472892
        5629     2.98354     3.42752  0.00472874
        5630     2.98662     3.42744  0.00472855
        5631     2.98961     3.42737  0.00472835
        5632      2.9925     3.42729  0.00472814
        5633     2.99528     3.42721  0.00472792
        5634     2.99793     3.42714  0.00472769
        5635     3.00045     3.42706  0.00472746
        5636     3.00283     3.42699  0.00472722
        5637     3.00507     3.42691  0.00472697
        5638     3.00717     3.42684  0.00472672
        5639     3.00912     3.42676  0.00472646
        5640     3.01094     3.42669   0.0047262
        5641      3.0126     3.42661  0.00472593
        5642     3.01413     3.42654  0.00472566
        5643     3.01553     3.42647  0.00472539
        5644     3.01679      3.4264  0.00472511
        5645     3.01792     3.42632  0.00472482
        5646     3.01893     3.42625  0.00472454
        5647     3.01982     3.42618  0.00472425
        5648     3.02059     3.42611  0.00472396
        5649     3.02125     3.42604  0.00472367
        5650     3.02181     3.42596  0.00472337
        5651     3.02227     3.42589  0.00472308
        5652     3.02264     3.42582  0.00472278
        5653     3.02291     3.42575  0.00472248
        5654      3.0231     3.42568  0.00472218
        5655     3.02321     3.42561  0.00472188
        5656     3.02324     3.42554  0.00472158
        5657      3.0232     3.42547  0.00472129
        5658     3.02309     3.42539  0.00472099
        5659     3.02292     3.42532  0.00472069
        5660     3.02269     3.42525  0.00472039
        5661      3.0224     3.42518  0.00472009
        5662     3.02206     3.42511   0.0047198
        5663     3.02168     3.42504   0.0047195
        5664     3.02124     3.42497  0.00471921
        5665     3.02077      3.4249  0.00471891
        5666     3.02026     3.42482  0.00471862
        5667     3.01971     3.42475  0.00471833
        5668     3.01914     3.42468  0.00471804
        5669     3.01853     3.42461  0.00471775
        5670     3.01791     3.42454  0.00471746
        5671     3.01726     3.42447  0.00471718
        5672      3.0166     3.42439  0.00471689
        5673     3.01592     3.42432  0.00471661
        5674     3.01523     3.42425  0.00471633
        5675     3.01454     3.42418  0.00471605
        5676     3.01385     3.42411  0.00471578
        5677     3.01315     3.42403   0.0047155
        5678     3.01247     3.42396  0.00471523
        5679     3.01179     3.42389  0.00471496
        5680     3.01112     3.42382  0.00471469
        5681     3.01047     3.42374  0.00471442
        5682     3.00985     3.42367  0.00471415
        5683     3.00924      3.4236  0.00471389
        5684     3.00866     3.42352  0.00471362
        5685     3.00811     3.42345  0.00471336
        5686      3.0076     3.42338   0.0047131
        5687     3.00712     3.42331  0.00471284
        5688     3.00668     3.42323  0.00471258
        5689     3.00628     3.42316  0.00471232
        5690     3.00592     3.42309  0.00471206
        5691     3.00561     3.42301   0.0047118
        5692     3.00535     3.42294  0.00471155
        5693     3.00514     3.42287  0.00471129
        5694     3.00497     3.42279  0.00471104
        5695     3.00486     3.42272  0.00471078
        5696     3.00479     3.42264  0.00471052
        5697     3.00477     3.42257  0.00471027
        5698     3.00481      3.4225  0.00471001
        5699     3.00489     3.42243  0.00470976
        5700     3.00502     3.42235   0.0047095
        5701      3.0052     3.42228  0.00470924
        5702     3.00542     3.42221  0.00470898
        5703     3.00568     3.42213  0.00470872
        5704     3.00599     3.42206  0.00470846
        5705     3.00633     3.42199   0.0047082
        5706     3.00671     3.42191  0.00470794
        5707     3.00712     3.42184  0.00470768
        5708     3.00756     3.42177  0.00470741
        5709     3.00802      3.4217  0.00470714
        5710     3.00852     3.42162  0.00470687
        5711     3.00903     3.42155  0.00470661
        5712     3.00956     3.42148  0.00470633
        5713     3.01011     3.42141  0.00470606
        5714     3.01067     3.42134  0.00470579
        5715     3.01125     3.42126  0.00470551
        5716     3.01183     3.42119  0.00470523
        5717     3.01241     3.42112  0.00470495
        5718       3.013     3.42105  0.00470467
        5719     3.01359     3.42098  0.00470439
        5720     3.01419     3.42091   0.0047041
        5721     3.01477     3.42084  0.00470382
        5722     3.01536     3.42077  0.00470353
        5723     3.01593     3.42069  0.00470324
        5724      3.0165     3.42062  0.00470295
        5725     3.01707     3.42055  0.00470265
        5726     3.01762     3.42048  0.00470236
        5727     3.01816     3.42041  0.00470206
        5728     3.01869     3.42034  0.00470176
        5729     3.01921     3.42027  0.00470146
        5730     3.01972      3.4202  0.00470116
        5731     3.02022     3.42013  0.00470086
        5732      3.0207     3.42006  0.00470056
        5733     3.02117     3.41999  0.00470025
        5734     3.02162     3.41992  0.00469995
        5735     3.02207     3.41985  0.00469964
        5736     3.02249     3.41979  0.00469933
        5737     3.02291     3.41972  0.00469902
        5738     3.02331     3.41965  0.00469871
        5739      3.0237     3.41958   0.0046984
        5740     3.02408     3.41951  0.00469808
        5741     3.02444     3.41944  0.00469777
        5742      3.0248     3.41937  0.00469745
        5743     3.02514      3.4193  0.00469714
        5744     3.02547     3.41923  0.00469682
        5745     3.02578     3.41917   0.0046965
        5746     3.02609      3.4191  0.00469618
        5747     3.02638     3.41903  0.00469586
        5748     3.02667     3.41896  0.00469554
        5749     3.02695     3.41889  0.00469522
        5750     3.02721     3.41882   0.0046949
        5751     3.02747     3.41876  0.00469457
        5752     3.02771     3.41869  0.00469425
        5753     3.02795     3.41862  0.00469393
        5754     3.02818     3.41855   0.0046936
        5755      3.0284     3.41849  0.00469327
        5756     3.02861     3.41842  0.00469295
        5757     3.02882     3.41835  0.00469262
        5758     3.02902     3.41828  0.00469229
        5759      3.0292     3.41821  0.00469196
        5760     3.02938     3.41815  0.00469163
        5761     3.02956     3.41808  0.00469131
        5762     3.02972     3.41801  0.00469098
        5763     3.02988     3.41794  0.00469064
        5764     3.03003     3.41788  0.00469031
        5765     3.03017     3.41781  0.00468998
        5766     3.03031     3.41774  0.00468965
        5767     3.03043     3.41768  0.00468932
        5768     3.03055     3.41761  0.00468899
        5769     3.03066     3.41754  0.00468865
        5770     3.03076     3.41747  0.00468832
        5771     3.03086     3.41741  0.00468798
        5772     3.03094     3.41734  0.00468765
        5773     3.03102     3.41727  0.00468732
        5774     3.03108     3.41721  0.00468698
        5775     3.03114     3.41714  0.00468665
        5776     3.03118     3.41707  0.00468631
        5777     3.03122     3.41701  0.00468598
        5778     3.03125     3.41694  0.00468564
        5779     3.03126     3.41687  0.00468531
        5780     3.03127     3.41681  0.00468497
        5781     3.03126     3.41674  0.00468463
        5782     3.03125     3.41667   0.0046843
        5783     3.03122     3.41661  0.00468396
        5784     3.03118     3.41654  0.00468363
        5785     3.03113     3.41647  0.00468329
        5786     3.03107     3.41641  0.00468296
        5787     3.03099     3.41634  0.00468262
        5788     3.03091     3.41627  0.00468228
        5789     3.03081     3.41621  0.00468195
        5790      3.0307     3.41614  0.00468161
        5791     3.03058     3.41607  0.00468128
        5792     3.03044     3.41601  0.00468094
        5793      3.0303     3.41594  0.00468061
        5794     3.03015     3.41587  0.00468027
        5795     3.02998     3.41581  0.00467994
        5796     3.02981     3.41574  0.00467961
        5797     3.02962     3.41567  0.00467927
        5798     3.02943     3.41561  0.00467894
        5799     3.02923     3.41554  0.00467861
        5800     3.02903     3.41547  0.00467828
        5801     3.02881     3.41541  0.00467794
        5802     3.02859     3.41534  0.00467761
        5803     3.02837     3.41527  0.00467728
        5804     3.02815     3.41521  0.00467695
        5805     3.02792     3.41514  0.00467662
        5806     3.02769     3.41507  0.00467629
        5807     3.02746     3.41501  0.00467596
        5808     3.02724     3.41494  0.00467564
        5809     3.02701     3.41487  0.00467531
        5810      3.0268     3.41481  0.00467498
        5811     3.02658     3.41474  0.00467465
        5812     3.02638     3.41467  0.00467433
        5813     3.02618     3.41461    0.004674
        5814       3.026     3.41454  0.00467367
        5815     3.02582     3.41447  0.00467335
        5816     3.02566     3.41441  0.00467302
        5817     3.02551     3.41434   0.0046727
        5818     3.02537     3.41427  0.00467237
        5819     3.02525     3.41421  0.00467205
        5820     3.02515     3.41414  0.00467172
        5821     3.02506     3.41407   0.0046714
        5822     3.02499       3.414  0.00467107
        5823     3.02494     3.41394  0.00467075
        5824      3.0249     3.41387  0.00467043
        5825     3.02489      3.4138   0.0046701
        5826     3.02489     3.41374  0.00466978
        5827     3.02492     3.41367  0.00466945
        5828     3.02496      3.4136  0.00466913
        5829     3.02502     3.41354   0.0046688
        5830      3.0251     3.41347  0.00466848
        5831      3.0252      3.4134  0.00466815
        5832     3.02532     3.41334  0.00466783
        5833     3.02545     3.41327   0.0046675
        5834      3.0256      3.4132  0.00466717
        5835     3.02576     3.41314  0.00466684
        5836     3.02594     3.41307  0.00466652
        5837     3.02614     3.41301  0.00466619
        5838     3.02635     3.41294  0.00466586
        5839     3.02656     3.41287  0.00466553
        5840      3.0268     3.41281   0.0046652
        5841     3.02704     3.41274  0.00466487
        5842     3.02729     3.41268  0.00466453
        5843     3.02755     3.41261   0.0046642
        5844     3.02781     3.41254  0.00466387
        5845     3.02809     3.41248  0.00466353
        5846     3.02837     3.41241   0.0046632
        5847     3.02865     3.41235  0.00466286
        5848     3.02894     3.41228  0.00466253
        5849     3.02924     3.41222  0.00466219
        5850     3.02953     3.41215  0.00466185
        5851     3.02983     3.41208  0.00466151
        5852     3.03013     3.41202  0.00466117
        5853     3.03043     3.41195  0.00466083
        5854     3.03073     3.41189  0.00466049
        5855     3.03103     3.41182  0.00466015
        5856     3.03133     3.41176  0.00465981
        5857     3.03163     3.41169  0.00465946
        5858     3.03193     3.41163  0.00465912
        5859     3.03222     3.41156  0.00465877
        5860     3.03251      3.4115  0.00465843
        5861      3.0328     3.41144  0.00465808
        5862     3.03308     3.41137  0.00465773
        5863     3.03336     3.41131  0.00465739
        5864     3.03363     3.41124  0.00465704
        5865      3.0339     3.41118  0.00465669
        5866     3.03416     3.41111  0.00465634
        5867     3.03441     3.41105  0.00465599
        5868     3.03465     3.41098  0.00465563
        5869     3.03489     3.41092  0.00465528
        5870     3.03511     3.41086  0.00465493
        5871     3.03533     3.41079  0.00465458
        5872     3.03553     3.41073  0.00465422
        5873     3.03572     3.41066  0.00465387
        5874      3.0359      3.4106  0.00465351
        5875     3.03606     3.41054  0.00465316
        5876     3.03621     3.41047   0.0046528
        5877     3.03634     3.41041  0.00465244
        5878     3.03646     3.41035  0.00465209
        5879     3.03656     3.41028  0.00465173
        5880     3.03664     3.41022  0.00465137
        5881      3.0367     3.41016  0.00465102
        5882     3.03675     3.41009  0.00465066
        5883     3.03677     3.41003   0.0046503
        5884     3.03678     3.40997  0.00464994
        5885     3.03676      3.4099  0.00464959
        5886     3.03672     3.40984  0.00464923
        5887     3.03666     3.40978  0.00464887
        5888     3.03659     3.40971  0.00464851
        5889     3.03648     3.40965  0.00464816
        5890     3.03636     3.40958   0.0046478
        5891     3.03622     3.40952  0.00464744
        5892     3.03606     3.40946  0.00464709
        5893     3.03587     3.40939  0.00464673
        5894     3.03567     3.40933  0.00464637
        5895     3.03545     3.40927  0.00464602
        5896      3.0352      3.4092  0.00464566
        5897     3.03495     3.40914  0.00464531
        5898     3.03467     3.40908  0.00464495
        5899     3.03439     3.40901   0.0046446
        5900     3.03409     3.40895  0.00464425
        5901     3.03378     3.40889   0.0046439
        5902     3.03345     3.40882  0.00464355
        5903     3.03313     3.40876   0.0046432
        5904     3.03279      3.4087  0.00464285
        5905     3.03245     3.40863   0.0046425
        5906     3.03211     3.40857  0.00464215
        5907     3.03178      3.4085   0.0046418
        5908     3.03144     3.40844  0.00464145
        5909     3.03111     3.40838  0.00464111
        5910     3.03079     3.40831  0.00464076
        5911     3.03047     3.40825  0.00464042
        5912     3.03017     3.40819  0.00464007
        5913     3.02988     3.40812  0.00463973
        5914     3.02961     3.40806  0.00463939
        5915     3.02936     3.40799  0.00463904
        5916     3.02912     3.40793   0.0046387
        5917     3.02891     3.40787  0.00463836
        5918     3.02872      3.4078  0.00463802
        5919     3.02856     3.40774  0.00463768
        5920     3.02842     3.40767  0.00463734
        5921     3.02832     3.40761    0.004637
        5922     3.02824     3.40754  0.00463666
        5923     3.02818     3.40748  0.00463631
        5924     3.02816     3.40742  0.00463597
        5925     3.02817     3.40735  0.00463563
        5926     3.02821     3.40729  0.00463529
        5927     3.02829     3.40722  0.00463495
        5928     3.02839     3.40716  0.00463461
        5929     3.02852      3.4071  0.00463427
        5930     3.02868     3.40703  0.00463393
        5931     3.02887     3.40697  0.00463358
        5932     3.02909     3.40691  0.00463324
        5933     3.02934     3.40684   0.0046329
        5934     3.02962     3.40678  0.00463255
        5935     3.02992     3.40672  0.00463221
        5936     3.03024     3.40665  0.00463186
        5937     3.03059     3.40659  0.00463151
        5938     3.03097     3.40653  0.00463117
        5939     3.03136     3.40646  0.00463082
        5940     3.03177      3.4064  0.00463047
        5941     3.03221     3.40634  0.00463012
        5942     3.03266     3.40627  0.00462976
        5943     3.03313     3.40621  0.00462941
        5944     3.03361     3.40615  0.00462906
        5945     3.03412     3.40608   0.0046287
        5946     3.03463     3.40602  0.00462834
        5947     3.03516     3.40596  0.00462798
        5948     3.03571      3.4059  0.00462763
        5949     3.03627     3.40584  0.00462726
        5950     3.03684     3.40577   0.0046269
        5951     3.03742     3.40571  0.00462654
        5952     3.03802     3.40565  0.00462617
        5953     3.03862     3.40559  0.00462581
        5954     3.03924     3.40553  0.00462544
        5955     3.03987     3.40547  0.00462507
        5956     3.04051      3.4054   0.0046247
        5957     3.04116     3.40534  0.00462433
        5958     3.04183     3.40528  0.00462395
        5959      3.0425     3.40522  0.00462358
        5960     3.04318     3.40516   0.0046232
        5961     3.04387      3.4051  0.00462282
        5962     3.04457     3.40504  0.00462244
        5963     3.04528     3.40498  0.00462206
        5964       3.046     3.40492  0.00462168
        5965     3.04673     3.40486   0.0046213
        5966     3.04746      3.4048  0.00462091
        5967     3.04821     3.40474  0.00462052
        5968     3.04895     3.40468  0.00462013
        5969     3.04971     3.40462  0.00461974
        5970     3.05046     3.40456  0.00461935
        5971     3.05123      3.4045  0.00461895
        5972     3.05199     3.40444  0.00461856
        5973     3.05276     3.40438  0.00461816
        5974     3.05353     3.40432  0.00461776
        5975      3.0543     3.40427  0.00461736
        5976     3.05507     3.40421  0.00461695
        5977     3.05584     3.40415  0.00461655
        5978     3.05661     3.40409  0.00461614
        5979     3.05737     3.40403  0.00461574
        5980     3.05813     3.40398  0.00461533
        5981     3.05888     3.40392  0.00461492
        5982     3.05963     3.40386   0.0046145
        5983     3.06037      3.4038  0.00461409
        5984     3.06111     3.40375  0.00461367
        5985     3.06183     3.40369  0.00461326
        5986     3.06255     3.40363  0.00461284
        5987     3.06325     3.40357  0.00461242
        5988     3.06395     3.40352    0.004612
        5989     3.06463     3.40346  0.00461157
        5990      3.0653      3.4034  0.00461115
        5991     3.06596     3.40335  0.00461072
        5992      3.0666     3.40329   0.0046103
        5993     3.06723     3.40324  0.00460987
        5994     3.06785     3.40318  0.00460944
        5995     3.06845     3.40312  0.00460901
        5996     3.06904     3.40307  0.00460857
        5997     3.06962     3.40301  0.00460814
        5998     3.07017     3.40296  0.00460771
        5999     3.07072      3.4029  0.00460727
        6000     3.07125     3.40285  0.00460684
        6001     3.07176     3.40279   0.0046064
        6002     3.07226     3.40274  0.00460596
        6003     3.07274     3.40268  0.00460552
        6004      3.0732     3.40263  0.00460508
        6005     3.07366     3.40257  0.00460464
        6006     3.07409     3.40252   0.0046042
        6007     3.07451     3.40246  0.00460376
        6008     3.07492     3.40241  0.00460331
        6009     3.07531     3.40235  0.00460287
        6010     3.07568      3.4023  0.00460242
        6011     3.07604     3.40225  0.00460198
        6012     3.07639     3.40219  0.00460153
        6013     3.07672     3.40214  0.00460108
        6014     3.07703     3.40208  0.00460064
        6015     3.07733     3.40203  0.00460019
        6016     3.07762     3.40197  0.00459974
        6017     3.07789     3.40192  0.00459929
        6018     3.07815     3.40187  0.00459884
        6019      3.0784     3.40181  0.00459839
        6020     3.07863     3.40176  0.00459794
        6021     3.07884     3.40171  0.00459749
        6022     3.07905     3.40165  0.00459704
        6023     3.07923      3.4016  0.00459659
        6024     3.07941     3.40155  0.00459613
        6025     3.07957     3.40149  0.00459568
        6026     3.07972     3.40144  0.00459523
        6027     3.07985     3.40139  0.00459478
        6028     3.07997     3.40133  0.00459432
        6029     3.08008     3.40128  0.00459387
        6030     3.08017     3.40123  0.00459342
        6031     3.08025     3.40117  0.00459296
        6032     3.08032     3.40112  0.00459251
        6033     3.08037     3.40107  0.00459206
        6034     3.08041     3.40101   0.0045916
        6035     3.08044     3.40096  0.00459115
        6036     3.08045     3.40091   0.0045907
        6037     3.08045     3.40085  0.00459024
        6038     3.08043      3.4008  0.00458979
        6039      3.0804     3.40075  0.00458934
        6040     3.08036     3.40069  0.00458888
        6041     3.08031     3.40064  0.00458843
        6042     3.08024     3.40059  0.00458798
        6043     3.08016     3.40054  0.00458752
        6044     3.08007     3.40048  0.00458707
        6045     3.07997     3.40043  0.00458662
        6046     3.07985     3.40038  0.00458617
        6047     3.07972     3.40032  0.00458572
        6048     3.07959     3.40027  0.00458526
        6049     3.07944     3.40022  0.00458481
        6050     3.07928     3.40016  0.00458436
        6051     3.07911     3.40011  0.00458391
        6052     3.07893     3.40006  0.00458346
        6053     3.07874         3.4  0.00458301
        6054     3.07854     3.39995  0.00458256
        6055     3.07834      3.3999  0.00458211
        6056     3.07813     3.39985  0.00458166
        6057     3.07791     3.39979  0.00458122
        6058     3.07769     3.39974  0.00458077
        6059     3.07746     3.39969  0.00458032
        6060     3.07723     3.39963  0.00457987
        6061       3.077     3.39958  0.00457943
        6062     3.07676     3.39953  0.00457898
        6063     3.07653     3.39947  0.00457854
        6064     3.07629     3.39942  0.00457809
        6065     3.07605     3.39937  0.00457765
        6066     3.07582     3.39931   0.0045772
        6067     3.07559     3.39926  0.00457676
        6068     3.07536     3.39921  0.00457632
        6069     3.07514     3.39915  0.00457587
        6070     3.07492      3.3991  0.00457543
        6071     3.07471     3.39905  0.00457499
        6072     3.07451     3.39899  0.00457455
        6073     3.07431     3.39894  0.00457411
        6074     3.07413     3.39889  0.00457367
        6075     3.07395     3.39883  0.00457323
        6076     3.07379     3.39878  0.00457279
        6077     3.07363     3.39873  0.00457235
        6078     3.07349     3.39867  0.00457191
        6079     3.07335     3.39862  0.00457147
        6080     3.07323     3.39856  0.00457103
        6081     3.07312     3.39851  0.00457059
        6082     3.07303     3.39846  0.00457016
        6083     3.07294      3.3984  0.00456972
        6084     3.07287     3.39835  0.00456928
        6085     3.07281      3.3983  0.00456884
        6086     3.07276     3.39824   0.0045684
        6087     3.07272     3.39819  0.00456797
        6088     3.07269     3.39814  0.00456753
        6089     3.07267     3.39808  0.00456709
        6090     3.07266     3.39803  0.00456665
        6091     3.07266     3.39798  0.00456622
        6092     3.07266     3.39792  0.00456578
        6093     3.07267     3.39787  0.00456534
        6094     3.07268     3.39782  0.00456491
        6095      3.0727     3.39776  0.00456447
        6096     3.07272     3.39771  0.00456403
        6097     3.07274     3.39766  0.00456359
        6098     3.07275      3.3976  0.00456316
        6099     3.07277     3.39755  0.00456272
        6100     3.07278      3.3975  0.00456228
        6101     3.07279     3.39744  0.00456184
        6102     3.07279     3.39739  0.00456141
        6103     3.07278     3.39734  0.00456097
        6104     3.07277     3.39728  0.00456053
        6105     3.07274     3.39723  0.00456009
        6106      3.0727     3.39718  0.00455966
        6107     3.07265     3.39712  0.00455922
        6108     3.07258     3.39707  0.00455878
        6109      3.0725     3.39702  0.00455835
        6110      3.0724     3.39696  0.00455791
        6111     3.07228     3.39691  0.00455747
        6112     3.07215     3.39686  0.00455704
        6113     3.07199     3.39681   0.0045566
        6114     3.07182     3.39675  0.00455617
        6115     3.07162      3.3967  0.00455573
        6116      3.0714     3.39665   0.0045553
        6117     3.07116     3.39659  0.00455486
        6118      3.0709     3.39654  0.00455443
        6119     3.07061     3.39649    0.004554
        6120      3.0703     3.39643  0.00455357
        6121     3.06997     3.39638  0.00455313
        6122     3.06962     3.39633   0.0045527
        6123     3.06924     3.39627  0.00455227
        6124     3.06884     3.39622  0.00455184
        6125     3.06842     3.39617  0.00455142
        6126     3.06797     3.39611  0.00455099
        6127     3.06751     3.39606  0.00455056
        6128     3.06703       3.396  0.00455014
        6129     3.06652     3.39595  0.00454971
        6130       3.066      3.3959  0.00454929
        6131     3.06546     3.39584  0.00454886
        6132     3.06491     3.39579  0.00454844
        6133     3.06434     3.39574  0.00454802
        6134     3.06376     3.39568   0.0045476
        6135     3.06316     3.39563  0.00454718
        6136     3.06256     3.39557  0.00454677
        6137     3.06194     3.39552  0.00454635
        6138     3.06132     3.39546  0.00454594
        6139     3.06069     3.39541  0.00454552
        6140     3.06005     3.39535  0.00454511
        6141      3.0594      3.3953   0.0045447
        6142     3.05875     3.39525  0.00454429
        6143      3.0581     3.39519  0.00454388
        6144     3.05744     3.39514  0.00454347
        6145     3.05678     3.39508  0.00454307
        6146     3.05612     3.39503  0.00454266
