0.99 -0.0687931 0.0251137
0.9801 -0.155846 0.01943
0.970299 0.53525 0.039327
0.960596 -0.312826 0.0191236
0.95099 1.08726 0.112175
0.94148 0.813053 0.0448598
0.932065 -0.180516 0.0635555
0.922745 -0.226668 0.0533251
0.913517 0.372156 0.0752927
0.904382 0.0569658 0.121973
0.895338 0.453412 0.168548
0.886385 -0.22585 0.0381652
0.877521 -0.130407 0.0219587
0.868746 1.08149 0.243188
0.860058 -0.227548 0.0418587
0.851458 -0.0520285 0.0593519
0.842943 -0.443646 0.00634319
0.834514 -0.114492 0.112354
0.826169 0.0679212 0.0297225
0.817907 1.30196 0.0373753
0.809728 -0.301478 0.0394055
0.801631 -0.304376 0.018425
0.793614 -0.208297 0.0438268
0.785678 -0.398258 0.0213915
0.777821 -0.260914 0.0309504
0.770043 0.138836 0.120424
0.762343 -0.16356 0.0936967
0.754719 -0.152301 0.0208039
0.747172 -0.380884 0.0131325
0.7397 0.240226 0.155671
0.732303 0.0450032 0.0738883
0.72498 -0.323157 0.0230976
0.717731 1.32919 0.0516048
0.710553 -0.293527 0.027083
0.703448 -0.097667 0.0981837
0.696413 0.164153 0.145699
0.689449 1.8661 0.213836
0.682555 -0.264268 0.0227188
0.675729 -0.212561 0.0290385
0.668972 0.654564 0.0430018
0.662282 0.88217 0.0405032
0.655659 0.51556 0.264857
0.649103 -0.0201528 0.0246407
0.642612 0.320004 0.0281767
0.636185 -0.133905 0.0207851
0.629824 -0.239458 0.0330274
0.623525 -0.18393 0.0574702
0.61729 0.669167 0.0753983
0.611117 -0.349907 0.0166587
0.605006 -0.261784 0.0203258
0.598956 -0.322235 0.015722
0.592966 -0.335756 0.0156087
0.587037 -0.194447 0.0462703
0.581166 -0.270621 0.0459192
0.575355 -0.121068 0.0220989
0.569601 -0.204022 0.0172092
0.563905 -0.285137 0.0408182
0.558266 -0.303543 0.0255856
0.552683 -0.267497 0.0183794
0.547157 -0.273742 0.0213601
0.541685 0.53111 0.120748
0.536268 -0.187946 0.0516101
0.530906 -0.224574 0.0525487
0.525596 0.114545 0.0268052
0.520341 0.54144 0.323613
0.515137 0.515568 0.0309633
0.509986 0.652835 0.0349504
0.504886 -0.0813359 0.0740295
0.499837 -0.214886 0.0713122
0.494839 -0.0704663 0.0239044
0.48989 -0.243592 0.0249376
0.484991 0.0699545 0.0269763
0.480141 -0.289725 0.0299901
0.47534 -0.27442 0.0490162
0.470587 -0.086932 0.0244569
0.465881 1.76762 0.47245
0.461222 -0.277781 0.0464538
0.45661 0.429102 0.0355368
0.452044 -0.133282 0.0205201
0.447523 -0.255016 0.0408191
0.443048 -0.313969 0.0210959
0.438618 0.403568 0.0339567
0.434231 -0.155463 0.0471688
0.429889 -0.341588 0.0254679
0.42559 0.15698 0.160408
0.421334 -0.312459 0.0432571
0.417121 -0.295272 0.0258394
0.41295 0.126708 0.0319292
0.40882 -0.245641 0.0417698
0.404732 -0.0385299 0.0303037
0.400685 -0.26545 0.0251931
0.396678 -0.249024 0.0213673
0.392711 -0.268934 0.030759
0.388784 -0.249455 0.0257359
0.384896 0.214921 0.158475
0.381047 -0.174133 0.0255323
0.377237 -0.236306 0.0172622
0.373464 -0.346577 0.014023
0.36973 -0.206135 0.052022
0.366032 0.827888 0.217995
0.362372 0.458365 0.177767
0.358748 0.0432486 0.0170399
0.355161 -0.394053 0.0230939
0.351609 -0.105045 0.0230728
0.348093 -0.15692 0.0720721
0.344612 -0.422353 0.0129512
0.341166 -0.182405 0.0196042
0.337754 0.114571 0.027281
0.334377 0.158524 0.0451926
0.331033 -0.224063 0.0186429
0.327723 -0.20126 0.0479995
0.324446 -0.0888739 0.0255172
0.321201 -0.393196 0.011334
0.317989 -0.298537 0.0270627
0.314809 0.803495 0.289084
0.311661 -0.341927 0.0483648
0.308544 0.0663643 0.0822342
0.305459 -0.348765 0.0227018
0.302404 -0.0126678 0.0696477
0.29938 0.270688 0.0298764
0.296387 0.326329 0.22307
0.293423 -0.015541 0.023565
0.290488 0.1146 0.0269681
0.287584 -0.245506 0.0493888
0.284708 -0.173521 0.0161504
0.281861 -0.266802 0.0401651
0.279042 -0.240043 0.0326157
0.276252 -0.393576 0.0194978
0.273489 -0.364353 0.0176693
0.270754 -0.379021 0.0166222
0.268047 -0.406327 0.0111309
0.265366 -0.427515 0.0134659
0.262713 -0.116297 0.0248076
0.260085 0.0591624 0.0254599
0.257485 -0.187636 0.0202371
0.25491 0.130932 0.178673
0.252361 -0.167788 0.0605842
0.249837 -0.407066 0.00987676
0.247339 -0.364746 0.0298158
0.244865 -0.288612 0.0435681
0.242417 0.116194 0.03644
0.239992 0.367981 0.0322768
0.237593 -0.255604 0.0181445
0.235217 -0.393463 0.0105059
0.232864 -0.447387 0.00530383
0.230536 -0.23002 0.0237489
0.22823 0.0678495 0.128825
0.225948 -0.268506 0.0159922
0.223689 -0.248824 0.041677
0.221452 -0.187719 0.0552971
0.219237 -0.345296 0.0276257
0.217045 -0.309745 0.0180702
0.214874 0.267362 0.0296118
0.212726 -0.254921 0.029809
0.210598 0.0164222 0.0945208
0.208492 -0.352447 0.0155789
0.206408 -0.27432 0.0274141
0.204343 -0.246016 0.0296419
0.2023 -0.359466 0.0265046
0.200277 -0.384707 0.0119166
0.198274 -0.369511 0.0123271
0.196292 0.124609 0.129806
0.194329 -0.105482 0.0265168
0.192385 -0.404351 0.0122006
0.190461 -0.399057 0.0211833
0.188557 -0.241821 0.0478874
0.186671 -0.24357 0.0394627
0.184805 -0.302928 0.0230028
0.182957 -0.41191 0.0135667
0.181127 -0.406505 0.0168252
0.179316 -0.274039 0.0526492
0.177523 -0.419088 0.0149503
0.175747 -0.33491 0.0173875
0.17399 -0.0989264 0.0885796
0.17225 -0.286594 0.0339108
0.170527 -0.394731 0.0123162
0.168822 -0.411143 0.00813952
0.167134 -0.439649 0.0102354
0.165463 -0.206381 0.0341751
0.163808 -0.239502 0.0211281
0.16217 -0.422078 0.0119159
0.160548 -0.442704 0.0069467
0.158943 -0.376198 0.0276619
0.157353 -0.334305 0.0203383
0.15578 -0.315427 0.0163771
0.154222 -0.420542 0.00819594
0.15268 -0.385329 0.0225324
0.151153 -0.34812 0.0128276
0.149641 -0.423285 0.0198465
0.148145 -0.433894 0.00714274
0.146664 -0.193324 0.0568671
0.145197 -0.383418 0.0199356
0.143745 -0.0259666 0.085962
0.142307 -0.367469 0.0139993
0.140884 -0.363831 0.0130832
0.139476 -0.3378 0.0147051
0.138081 -0.286238 0.0256263
0.1367 0.00661324 0.0208684
0.135333 -0.172945 0.0564484
0.13398 -0.384752 0.0114176
0.13264 -0.312734 0.0162367
0.131313 -0.3906 0.0213518
0.13 -0.39521 0.0133579
0.1287 -0.3339 0.0164901
0.127413 -0.421067 0.010395
0.126139 -0.18726 0.0280205
0.124878 -0.244195 0.0385366
0.123629 -0.137005 0.024137
0.122393 -0.391199 0.0205582
0.121169 -0.454078 0.00642093
0.119957 -0.382647 0.0183388
0.118758 -0.365451 0.0117487
0.11757 -0.168817 0.100912
0.116394 -0.228767 0.0257801
0.11523 -0.303864 0.0253625
0.114078 -0.240649 0.020393
0.112937 -0.308991 0.0143588
0.111808 -0.379833 0.0197583
0.11069 -0.405546 0.0166396
0.109583 -0.177419 0.0215823
0.108487 -0.150232 0.0609585
0.107402 -0.435543 0.00972449
0.106328 -0.338574 0.0210832
0.105265 -0.304739 0.0300469
0.104212 -0.440878 0.00815265
0.10317 -0.180402 0.0668964
0.102138 -0.387602 0.0142306
0.101117 -0.425142 0.0117598
0.100106 -0.262756 0.0288112
0.0991048 -0.414551 0.0101912
0.0981138 -0.316467 0.0159214
0.0971326 -0.374314 0.0163072
0.0961613 -0.449308 0.00576452
