1 1.00094  0
2 1.00083  7.28923e-05
3 1.00162  0.000647716
4 1.00121  0.000604532
5 1.00077  0.00062115
6 1.00042  0.000611364
7 1.00046  0.000525844
8 1.00024  0.00050552
9 1.00024  0.000449365
10 1.00016  0.000411598
11 1.00019  0.000375214
12 1.00005  0.000371392
13 1.00006  0.000343244
14 1.00016  0.000331613
15 1.00025  0.00032302
16 1.00018  0.00031071
17 1.0001  0.000303741
18 1.00015  0.000292091
19 1.00014  0.000277133
20 1.00012  0.000264196
21 1.0001  0.000252151
22 0.999984  0.000265664
23 0.999996  0.000254385
24 0.999894  0.000263461
25 0.999906  0.00025319
26 0.999914  0.00024357
27 0.999889  0.000235745
28 0.99992  0.000229259
29 0.999936  0.000221966
30 0.999999  0.000223091
31 1.00003  0.000217517
32 1.00002  0.000210768
33 1.00001  0.000204777
34 0.999997  0.000199072
35 1.00005  0.000200056
36 1.00001  0.000198382
37 1.00001  0.000193097
38 0.999995  0.000189038
39 0.999996  0.000184198
40 0.999974  0.00018094
41 0.999969  0.00017659
42 0.999956  0.000172896
43 0.999954  0.000168888
44 0.99996  0.000165156
45 0.999948  0.00016187
46 1  0.000167675
47 1.00001  0.000164144
48 1.00003  0.000162925
49 1.00001  0.000160799
50 1  0.00015806
51 0.999956  0.000161616
52 0.999983  0.000160748
53 0.999926  0.000167466
54 0.999963  0.000168372
55 0.999942  0.000166584
56 0.999946  0.000163645
57 0.999965  0.000161923
58 0.999932  0.000162488
59 0.999959  0.000161983
60 0.999972  0.000159762
61 1.00001  0.000161271
62 1.00002  0.000159003
63 1.00002  0.00015659
64 0.999986  0.000158897
65 1.00001  0.000157752
66 1.00001  0.00015537
67 1  0.000153223
68 1.00001  0.000151153
69 1.00002  0.000149265
70 1.00002  0.000147133
71 1.00001  0.000145288
72 1  0.000143451
73 1.00001  0.000141649
74 1.00002  0.000140144
75 1.00002  0.000138316
76 1.00002  0.000136497
77 1.00002  0.000134735
78 1  0.000133616
79 0.99999  0.000132682
80 0.999993  0.000131053
81 1.00001  0.000131049
82 0.999981  0.000133355
83 0.999947  0.000135975
84 0.999936  0.000134876
85 0.999916  0.000134634
86 0.99992  0.000133105
87 0.999901  0.000132806
88 0.999929  0.000134053
89 0.999966  0.000137762
90 0.999978  0.000136696
91 0.999988  0.000135571
92 0.999966  0.000135777
93 0.999955  0.000134789
94 0.999976  0.000134978
95 1  0.000135597
96 1.00001  0.000134462
97 0.999983  0.000135472
98 0.999969  0.000134832
99 0.999988  0.000134811
100 0.999987  0.000133464
