#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        2398     1.00973     1.11443  0.00266572
        2399     1.01038     1.11439  0.00266496
        2400     1.01101     1.11435   0.0026642
        2401     1.01162      1.1143  0.00266343
        2402     1.01221     1.11426  0.00266266
        2403     1.01279     1.11422  0.00266189
        2404     1.01336     1.11418  0.00266111
        2405     1.01391     1.11414  0.00266033
        2406     1.01446     1.11409  0.00265955
        2407       1.015     1.11405  0.00265876
        2408     1.01553     1.11401  0.00265797
        2409     1.01606     1.11397  0.00265718
        2410      1.0166     1.11393  0.00265638
        2411     1.01713     1.11389  0.00265559
        2412     1.01767     1.11385  0.00265478
        2413     1.01822     1.11381  0.00265398
        2414     1.01877     1.11377  0.00265317
        2415     1.01933     1.11373  0.00265236
        2416      1.0199     1.11369  0.00265155
        2417     1.02047     1.11366  0.00265073
        2418     1.02106     1.11362  0.00264991
        2419     1.02165     1.11358  0.00264909
        2420     1.02224     1.11354  0.00264826
        2421     1.02283      1.1135  0.00264744
        2422     1.02341     1.11347   0.0026466
        2423     1.02399     1.11343  0.00264577
        2424     1.02456     1.11339  0.00264493
        2425     1.02511     1.11336  0.00264409
        2426     1.02565     1.11332  0.00264325
        2427     1.02615     1.11328   0.0026424
        2428     1.02663     1.11325  0.00264156
        2429     1.02708     1.11321  0.00264071
        2430     1.02749     1.11318  0.00263986
        2431     1.02786     1.11314    0.002639
        2432     1.02819     1.11311  0.00263815
        2433     1.02847     1.11307  0.00263729
        2434     1.02869     1.11304  0.00263644
        2435     1.02887       1.113  0.00263558
        2436       1.029     1.11297  0.00263473
        2437     1.02908     1.11294  0.00263387
        2438      1.0291      1.1129  0.00263301
        2439     1.02907     1.11287  0.00263216
        2440     1.02899     1.11283   0.0026313
        2441     1.02887      1.1128  0.00263045
        2442      1.0287     1.11276   0.0026296
        2443      1.0285     1.11273  0.00262875
        2444     1.02827     1.11269   0.0026279
        2445     1.02801     1.11266  0.00262705
        2446     1.02773     1.11262  0.00262621
        2447     1.02745     1.11259  0.00262537
        2448     1.02717     1.11255  0.00262453
        2449     1.02691     1.11252  0.00262369
        2450     1.02669     1.11248  0.00262285
        2451     1.02652     1.11245  0.00262202
        2452     1.02641     1.11241  0.00262118
        2453     1.02638     1.11238  0.00262035
        2454     1.02645     1.11234  0.00261951
        2455     1.02663     1.11231  0.00261868
        2456     1.02693     1.11227  0.00261784
        2457     1.02736     1.11224  0.00261701
        2458     1.02794     1.11221  0.00261617
        2459     1.02867     1.11217  0.00261532
        2460     1.02955     1.11214  0.00261448
        2461     1.03058     1.11211  0.00261362
        2462     1.03176     1.11207  0.00261277
        2463     1.03308     1.11204   0.0026119
        2464     1.03451     1.11201  0.00261103
        2465     1.03606     1.11198  0.00261015
        2466      1.0377     1.11195  0.00260927
        2467     1.03941     1.11192  0.00260838
        2468     1.04117     1.11189  0.00260748
        2469     1.04295     1.11186  0.00260657
        2470     1.04473     1.11184  0.00260566
        2471     1.04648     1.11181  0.00260474
        2472     1.04819     1.11178  0.00260381
        2473     1.04983     1.11176  0.00260288
        2474     1.05139     1.11173  0.00260194
        2475     1.05283     1.11171    0.002601
        2476     1.05415     1.11169  0.00260005
        2477     1.05533     1.11166   0.0025991
        2478     1.05636     1.11164  0.00259815
        2479     1.05723     1.11162  0.00259719
        2480     1.05794      1.1116  0.00259624
        2481     1.05848     1.11158  0.00259528
        2482     1.05886     1.11156  0.00259432
        2483     1.05907     1.11153  0.00259336
        2484     1.05913     1.11151   0.0025924
        2485     1.05905     1.11149  0.00259144
        2486     1.05885     1.11147  0.00259049
        2487     1.05854     1.11145  0.00258953
        2488     1.05814     1.11143  0.00258858
        2489      1.0577     1.11141  0.00258763
        2490     1.05722     1.11138  0.00258668
        2491     1.05674     1.11136  0.00258574
        2492      1.0563     1.11134   0.0025848
        2493     1.05593     1.11132  0.00258385
        2494     1.05565      1.1113  0.00258291
        2495      1.0555     1.11127  0.00258198
        2496     1.05552     1.11125  0.00258104
        2497     1.05572     1.11123   0.0025801
        2498     1.05613     1.11121  0.00257916
        2499     1.05676     1.11119  0.00257822
        2500     1.05764     1.11116  0.00257728
        2501     1.05877     1.11114  0.00257633
        2502     1.06014     1.11112  0.00257539
        2503     1.06177      1.1111  0.00257443
        2504     1.06363     1.11108  0.00257347
        2505     1.06571     1.11107  0.00257251
        2506       1.068     1.11105  0.00257154
        2507     1.07047     1.11103  0.00257057
        2508      1.0731     1.11102  0.00256959
        2509     1.07586       1.111   0.0025686
        2510      1.0787     1.11099  0.00256761
        2511     1.08162     1.11098  0.00256661
        2512     1.08456     1.11097  0.00256561
        2513     1.08751     1.11096  0.00256461
        2514     1.09042     1.11095   0.0025636
        2515     1.09328     1.11094  0.00256259
        2516     1.09605     1.11094  0.00256158
        2517     1.09871     1.11093  0.00256057
        2518     1.10123     1.11093  0.00255955
        2519     1.10361     1.11093  0.00255854
        2520     1.10581     1.11092  0.00255752
        2521     1.10784     1.11092  0.00255651
        2522     1.10967     1.11092   0.0025555
        2523      1.1113     1.11092  0.00255448
        2524     1.11273     1.11092  0.00255347
        2525     1.11396     1.11092  0.00255246
        2526     1.11498     1.11093  0.00255145
        2527     1.11581     1.11093  0.00255044
        2528     1.11646     1.11093  0.00254943
        2529     1.11693     1.11093  0.00254843
        2530     1.11724     1.11093  0.00254742
        2531     1.11741     1.11094  0.00254642
        2532     1.11747     1.11094  0.00254541
        2533     1.11741     1.11094  0.00254441
        2534     1.11728     1.11095   0.0025434
        2535     1.11709     1.11095   0.0025424
        2536     1.11686     1.11095   0.0025414
        2537      1.1166     1.11095   0.0025404
        2538     1.11635     1.11095   0.0025394
        2539      1.1161     1.11096   0.0025384
        2540     1.11589     1.11096   0.0025374
        2541     1.11571     1.11096   0.0025364
        2542     1.11558     1.11096  0.00253541
        2543      1.1155     1.11096  0.00253441
        2544     1.11548     1.11097  0.00253341
        2545     1.11551     1.11097  0.00253242
        2546     1.11559     1.11097  0.00253143
        2547     1.11571     1.11097  0.00253043
        2548     1.11587     1.11097  0.00252944
        2549     1.11606     1.11097  0.00252845
        2550     1.11627     1.11098  0.00252746
        2551     1.11648     1.11098  0.00252647
        2552     1.11669     1.11098  0.00252548
        2553     1.11688     1.11098  0.00252449
        2554     1.11705     1.11099   0.0025235
        2555     1.11718     1.11099  0.00252252
        2556     1.11727     1.11099  0.00252153
        2557      1.1173     1.11099  0.00252055
        2558     1.11728       1.111  0.00251956
        2559     1.11719       1.111  0.00251858
        2560     1.11705       1.111   0.0025176
        2561     1.11683       1.111  0.00251661
        2562     1.11656     1.11101  0.00251563
        2563     1.11623     1.11101  0.00251465
        2564     1.11584     1.11101  0.00251367
        2565     1.11541     1.11101  0.00251269
        2566     1.11495     1.11101  0.00251171
        2567     1.11446     1.11101  0.00251074
        2568     1.11396     1.11101  0.00250976
        2569     1.11346     1.11102  0.00250878
        2570     1.11297     1.11102  0.00250781
        2571     1.11252     1.11102  0.00250683
        2572     1.11211     1.11102  0.00250586
        2573     1.11175     1.11102  0.00250488
        2574     1.11145     1.11102  0.00250391
        2575     1.11123     1.11102  0.00250294
        2576     1.11109     1.11102  0.00250196
        2577     1.11104     1.11102  0.00250099
        2578     1.11109     1.11102  0.00250002
        2579     1.11122     1.11102  0.00249905
        2580     1.11144     1.11102  0.00249809
        2581     1.11175     1.11102  0.00249712
        2582     1.11213     1.11102  0.00249615
        2583     1.11257     1.11102  0.00249518
        2584     1.11307     1.11102  0.00249422
        2585     1.11361     1.11102  0.00249325
        2586     1.11416     1.11102  0.00249229
        2587     1.11472     1.11102  0.00249133
        2588     1.11525     1.11103  0.00249037
        2589     1.11576     1.11103   0.0024894
        2590      1.1162     1.11103  0.00248844
        2591     1.11656     1.11103  0.00248748
        2592     1.11683     1.11103  0.00248653
        2593     1.11698     1.11104  0.00248557
        2594     1.11699     1.11104  0.00248461
        2595     1.11684     1.11104  0.00248365
        2596     1.11653     1.11104   0.0024827
        2597     1.11602     1.11104  0.00248174
        2598     1.11531     1.11105  0.00248079
        2599     1.11439     1.11105  0.00247983
        2600     1.11324     1.11105  0.00247888
        2601     1.11186     1.11105  0.00247793
        2602     1.11025     1.11105  0.00247698
        2603     1.10839     1.11105  0.00247602
        2604     1.10629     1.11105  0.00247507
        2605     1.10396     1.11104  0.00247412
        2606      1.1014     1.11104  0.00247318
        2607     1.09863     1.11103  0.00247223
        2608     1.09566     1.11103  0.00247129
        2609     1.09251     1.11102  0.00247036
        2610      1.0892     1.11101  0.00246942
        2611     1.08577       1.111   0.0024685
        2612     1.08223     1.11099  0.00246758
        2613     1.07862     1.11098  0.00246666
        2614     1.07497     1.11097  0.00246576
        2615     1.07131     1.11095  0.00246486
        2616     1.06768     1.11093  0.00246398
        2617      1.0641     1.11092   0.0024631
        2618     1.06059      1.1109  0.00246223
        2619     1.05719     1.11088  0.00246138
        2620      1.0539     1.11086  0.00246053
        2621     1.05075     1.11083   0.0024597
        2622     1.04775     1.11081  0.00245888
        2623     1.04488     1.11078  0.00245807
        2624     1.04217     1.11076  0.00245728
        2625     1.03959     1.11073  0.00245649
        2626     1.03713      1.1107  0.00245571
        2627     1.03479     1.11067  0.00245495
        2628     1.03255     1.11064  0.00245419
        2629      1.0304     1.11061  0.00245345
        2630     1.02831     1.11058  0.00245272
        2631     1.02628     1.11055  0.00245199
        2632      1.0243     1.11052  0.00245128
        2633     1.02235     1.11048  0.00245058
        2634     1.02044     1.11045  0.00244989
        2635     1.01856     1.11041  0.00244921
        2636     1.01672     1.11038  0.00244853
        2637     1.01491     1.11034  0.00244787
        2638     1.01316     1.11031  0.00244722
        2639     1.01146     1.11027  0.00244658
        2640     1.00985     1.11023  0.00244595
        2641     1.00834     1.11019  0.00244533
        2642     1.00694     1.11015  0.00244472
        2643     1.00568     1.11011  0.00244411
        2644     1.00458     1.11007  0.00244351
        2645     1.00366     1.11003  0.00244292
        2646     1.00294     1.10999  0.00244233
        2647     1.00244     1.10995  0.00244175
        2648     1.00217     1.10991  0.00244116
        2649     1.00216     1.10987  0.00244058
        2650      1.0024     1.10983     0.00244
        2651     1.00292     1.10979  0.00243941
        2652     1.00371     1.10975  0.00243882
        2653     1.00477     1.10971  0.00243822
        2654     1.00611     1.10967  0.00243761
        2655     1.00771     1.10963    0.002437
        2656     1.00956     1.10959  0.00243637
        2657     1.01166     1.10956  0.00243573
        2658     1.01399     1.10952  0.00243508
        2659     1.01652     1.10949  0.00243442
        2660     1.01925     1.10945  0.00243374
        2661     1.02215     1.10942  0.00243305
        2662     1.02519     1.10939  0.00243234
        2663     1.02836     1.10936  0.00243161
        2664     1.03163     1.10933  0.00243088
        2665     1.03499      1.1093  0.00243012
        2666      1.0384     1.10927  0.00242936
        2667     1.04184     1.10925  0.00242858
        2668     1.04531     1.10922  0.00242779
        2669     1.04878      1.1092  0.00242698
        2670     1.05224     1.10918  0.00242617
        2671     1.05568     1.10916  0.00242534
        2672     1.05908     1.10914  0.00242451
        2673     1.06243     1.10912  0.00242366
        2674     1.06573     1.10911  0.00242281
        2675     1.06898     1.10909  0.00242195
        2676     1.07216     1.10908  0.00242109
        2677     1.07528     1.10907  0.00242021
        2678     1.07832     1.10906  0.00241934
        2679      1.0813     1.10905  0.00241846
        2680     1.08421     1.10904  0.00241757
        2681     1.08704     1.10903  0.00241668
        2682     1.08979     1.10902  0.00241579
        2683     1.09246     1.10901   0.0024149
        2684     1.09505     1.10901  0.00241401
        2685     1.09756       1.109  0.00241311
        2686     1.09998       1.109  0.00241222
        2687      1.1023       1.109  0.00241132
        2688     1.10451       1.109  0.00241042
        2689     1.10663       1.109  0.00240953
        2690     1.10862       1.109  0.00240863
        2691      1.1105       1.109  0.00240774
        2692     1.11225       1.109  0.00240684
        2693     1.11386       1.109  0.00240595
        2694     1.11533       1.109  0.00240506
        2695     1.11664     1.10901  0.00240417
        2696      1.1178     1.10901  0.00240328
        2697      1.1188     1.10901  0.00240239
        2698     1.11963     1.10902   0.0024015
        2699      1.1203     1.10902  0.00240062
        2700     1.12079     1.10902  0.00239973
        2701     1.12111     1.10903  0.00239885
        2702     1.12126     1.10903  0.00239796
        2703     1.12123     1.10904  0.00239708
        2704     1.12103     1.10904   0.0023962
        2705     1.12065     1.10905  0.00239531
        2706      1.1201     1.10905  0.00239443
        2707     1.11938     1.10905  0.00239355
        2708     1.11849     1.10906  0.00239267
        2709     1.11743     1.10906  0.00239179
        2710     1.11621     1.10906  0.00239091
        2711     1.11482     1.10907  0.00239003
        2712     1.11327     1.10907  0.00238915
        2713     1.11156     1.10907  0.00238827
        2714      1.1097     1.10907  0.00238739
        2715     1.10768     1.10907  0.00238651
        2716     1.10551     1.10907  0.00238563
        2717     1.10318     1.10906  0.00238475
        2718     1.10071     1.10906  0.00238388
        2719      1.0981     1.10906    0.002383
        2720     1.09534     1.10905  0.00238213
        2721     1.09245     1.10905  0.00238126
        2722     1.08943     1.10904   0.0023804
        2723     1.08629     1.10903  0.00237954
        2724     1.08302     1.10902  0.00237869
        2725     1.07965     1.10901  0.00237784
        2726     1.07618       1.109    0.002377
        2727     1.07262     1.10899  0.00237616
        2728     1.06898     1.10897  0.00237534
        2729     1.06528     1.10895  0.00237452
        2730     1.06153     1.10894  0.00237371
        2731     1.05775     1.10892  0.00237292
        2732     1.05395      1.1089  0.00237213
        2733     1.05017     1.10888  0.00237136
        2734      1.0464     1.10885  0.00237061
        2735     1.04269     1.10883  0.00236986
        2736     1.03904      1.1088  0.00236913
        2737     1.03548     1.10878  0.00236842
        2738     1.03203     1.10875  0.00236772
        2739     1.02871     1.10872  0.00236704
        2740     1.02554     1.10869  0.00236637
        2741     1.02254     1.10866  0.00236571
        2742     1.01972     1.10863  0.00236507
        2743      1.0171     1.10859  0.00236445
        2744     1.01468     1.10856  0.00236383
        2745     1.01249     1.10852  0.00236323
        2746     1.01051     1.10849  0.00236264
        2747     1.00876     1.10845  0.00236206
        2748     1.00724     1.10841  0.00236149
        2749     1.00594     1.10838  0.00236092
        2750     1.00486     1.10834  0.00236036
        2751     1.00399      1.1083  0.00235981
        2752     1.00333     1.10826  0.00235926
        2753     1.00286     1.10823  0.00235871
        2754     1.00257     1.10819  0.00235817
        2755     1.00245     1.10815  0.00235763
        2756     1.00248     1.10811  0.00235708
        2757     1.00265     1.10807  0.00235654
        2758     1.00296     1.10803  0.00235599
        2759     1.00338       1.108  0.00235544
        2760     1.00392     1.10796  0.00235489
        2761     1.00454     1.10792  0.00235434
        2762     1.00526     1.10788  0.00235378
        2763     1.00605     1.10785  0.00235321
        2764     1.00691     1.10781  0.00235265
        2765     1.00784     1.10777  0.00235207
        2766     1.00884     1.10774  0.00235149
        2767     1.00988      1.1077  0.00235091
        2768     1.01098     1.10767  0.00235032
        2769     1.01214     1.10763  0.00234972
        2770     1.01335      1.1076  0.00234912
        2771     1.01461     1.10757  0.00234851
        2772     1.01592     1.10753   0.0023479
        2773     1.01728      1.1075  0.00234728
        2774     1.01869     1.10747  0.00234665
        2775     1.02016     1.10744  0.00234602
        2776     1.02169     1.10741  0.00234537
        2777     1.02327     1.10738  0.00234473
        2778      1.0249     1.10735  0.00234407
        2779     1.02659     1.10732  0.00234341
        2780     1.02834     1.10729  0.00234274
        2781     1.03013     1.10726  0.00234206
        2782     1.03198     1.10723  0.00234137
        2783     1.03388     1.10721  0.00234068
        2784     1.03582     1.10718  0.00233998
        2785      1.0378     1.10716  0.00233927
        2786     1.03982     1.10713  0.00233856
        2787     1.04186     1.10711  0.00233783
        2788     1.04392     1.10709  0.00233711
        2789     1.04599     1.10706  0.00233637
        2790     1.04807     1.10704  0.00233563
        2791     1.05014     1.10702  0.00233488
        2792      1.0522       1.107  0.00233413
        2793     1.05423     1.10698  0.00233337
        2794     1.05623     1.10697   0.0023326
        2795     1.05819     1.10695  0.00233183
        2796      1.0601     1.10693  0.00233106
        2797     1.06195     1.10692  0.00233028
        2798     1.06373      1.1069   0.0023295
        2799     1.06543     1.10689  0.00232872
        2800     1.06705     1.10687  0.00232793
        2801     1.06856     1.10686  0.00232714
        2802     1.06997     1.10684  0.00232634
        2803     1.07127     1.10683  0.00232555
        2804     1.07244     1.10682  0.00232475
        2805     1.07348     1.10681  0.00232395
        2806     1.07438      1.1068  0.00232315
        2807     1.07513     1.10679  0.00232235
        2808     1.07573     1.10677  0.00232155
        2809     1.07615     1.10676  0.00232075
        2810     1.07641     1.10675  0.00231995
        2811     1.07647     1.10674  0.00231915
        2812     1.07635     1.10673  0.00231835
        2813     1.07603     1.10672  0.00231755
        2814      1.0755     1.10671  0.00231675
        2815     1.07476      1.1067  0.00231596
        2816     1.07381     1.10669  0.00231517
        2817     1.07264     1.10667  0.00231438
        2818     1.07125     1.10666  0.00231359
        2819     1.06963     1.10665  0.00231281
        2820     1.06779     1.10663  0.00231203
        2821     1.06573     1.10662  0.00231125
        2822     1.06345      1.1066  0.00231048
        2823     1.06096     1.10659  0.00230972
        2824     1.05827     1.10657  0.00230897
        2825     1.05538     1.10655  0.00230822
        2826     1.05232     1.10653  0.00230748
        2827     1.04909     1.10651  0.00230676
        2828      1.0457     1.10649  0.00230604
        2829     1.04219     1.10647  0.00230534
        2830     1.03857     1.10645  0.00230465
        2831     1.03486     1.10642  0.00230397
        2832     1.03108     1.10639  0.00230331
        2833     1.02727     1.10637  0.00230267
        2834     1.02345     1.10634  0.00230204
        2835     1.01964     1.10631  0.00230143
        2836     1.01587     1.10627  0.00230084
        2837     1.01217     1.10624  0.00230027
        2838     1.00858     1.10621  0.00229972
        2839      1.0051     1.10617  0.00229918
        2840     1.00177     1.10613  0.00229867
        2841    0.998618      1.1061  0.00229817
        2842    0.995658     1.10606  0.00229769
        2843     0.99291     1.10602  0.00229723
        2844    0.990391     1.10598  0.00229678
        2845    0.988119     1.10594  0.00229635
        2846    0.986102     1.10589  0.00229593
        2847     0.98435     1.10585  0.00229552
        2848    0.982866     1.10581  0.00229512
        2849    0.981652     1.10576  0.00229472
        2850    0.980706     1.10572  0.00229434
        2851    0.980024     1.10568  0.00229396
        2852    0.979601     1.10563  0.00229358
        2853    0.979428     1.10559   0.0022932
        2854    0.979495     1.10554  0.00229282
        2855    0.979789      1.1055  0.00229244
        2856    0.980296     1.10546  0.00229206
        2857       0.981     1.10541  0.00229167
        2858    0.981888     1.10537  0.00229128
        2859    0.982943     1.10533  0.00229088
        2860    0.984152     1.10528  0.00229047
        2861    0.985502     1.10524  0.00229005
        2862    0.986982      1.1052  0.00228962
        2863    0.988583     1.10516  0.00228918
        2864    0.990297     1.10512  0.00228874
        2865    0.992119     1.10508  0.00228828
        2866     0.99405     1.10504  0.00228781
        2867    0.996089       1.105  0.00228732
        2868    0.998241     1.10497  0.00228683
        2869     1.00051     1.10493  0.00228632
        2870      1.0029     1.10489   0.0022858
        2871     1.00541     1.10486  0.00228527
        2872     1.00807     1.10483  0.00228472
        2873     1.01086     1.10479  0.00228416
        2874      1.0138     1.10476  0.00228358
        2875     1.01688     1.10473  0.00228299
        2876     1.02009      1.1047  0.00228239
        2877     1.02344     1.10467  0.00228177
        2878     1.02689     1.10465  0.00228114
        2879     1.03043     1.10462  0.00228049
        2880     1.03404      1.1046  0.00227983
        2881     1.03767     1.10457  0.00227916
        2882     1.04129     1.10455  0.00227847
        2883     1.04485     1.10453  0.00227778
        2884     1.04832     1.10451  0.00227707
        2885     1.05164     1.10449  0.00227636
        2886     1.05476     1.10447  0.00227563
        2887     1.05764     1.10446   0.0022749
        2888     1.06022     1.10444  0.00227417
        2889     1.06248     1.10443  0.00227343
        2890     1.06435     1.10441  0.00227268
        2891     1.06583      1.1044  0.00227193
        2892     1.06686     1.10439  0.00227119
        2893     1.06745     1.10438  0.00227044
        2894     1.06756     1.10436  0.00226969
        2895     1.06719     1.10435  0.00226894
        2896     1.06636     1.10434  0.00226819
        2897     1.06505     1.10432  0.00226745
        2898      1.0633     1.10431  0.00226671
        2899     1.06112     1.10429  0.00226598
        2900     1.05856     1.10428  0.00226525
        2901     1.05566     1.10426  0.00226454
        2902     1.05247     1.10424  0.00226383
        2903     1.04904     1.10422  0.00226313
        2904     1.04545      1.1042  0.00226244
        2905     1.04177     1.10418  0.00226176
        2906     1.03808     1.10416   0.0022611
        2907     1.03446     1.10414  0.00226045
        2908     1.03099     1.10411  0.00225981
        2909     1.02776     1.10408  0.00225918
        2910     1.02485     1.10406  0.00225857
        2911     1.02234     1.10403  0.00225797
        2912     1.02029       1.104  0.00225738
        2913     1.01877     1.10397  0.00225679
        2914     1.01781     1.10394  0.00225621
        2915     1.01744     1.10391  0.00225563
        2916      1.0177     1.10388  0.00225505
        2917     1.01857     1.10385  0.00225447
        2918     1.02004     1.10382  0.00225388
        2919     1.02209      1.1038  0.00225328
        2920     1.02466     1.10377  0.00225267
        2921     1.02771     1.10374  0.00225205
        2922     1.03117     1.10372  0.00225142
        2923     1.03498      1.1037  0.00225077
        2924     1.03906     1.10367  0.00225011
        2925     1.04334     1.10365  0.00224943
        2926     1.04776     1.10363  0.00224875
        2927     1.05225     1.10362  0.00224805
        2928     1.05675      1.1036  0.00224734
        2929      1.0612     1.10359  0.00224662
        2930     1.06556     1.10357  0.00224589
        2931     1.06979     1.10356  0.00224515
        2932     1.07386     1.10355  0.00224441
        2933     1.07773     1.10354  0.00224366
        2934      1.0814     1.10353  0.00224291
        2935     1.08484     1.10353  0.00224215
        2936     1.08804     1.10352  0.00224139
        2937     1.09101     1.10352  0.00224064
        2938     1.09375     1.10352  0.00223988
        2939     1.09625     1.10351  0.00223911
        2940     1.09852     1.10351  0.00223835
        2941     1.10058     1.10351  0.00223759
        2942     1.10243     1.10351  0.00223683
        2943     1.10408     1.10351  0.00223607
        2944     1.10555     1.10351  0.00223531
        2945     1.10685     1.10351  0.00223455
        2946     1.10799     1.10351   0.0022338
        2947     1.10898     1.10352  0.00223304
        2948     1.10985     1.10352  0.00223228
        2949      1.1106     1.10352  0.00223153
        2950     1.11125     1.10352  0.00223077
        2951     1.11181     1.10353  0.00223002
        2952      1.1123     1.10353  0.00222926
        2953     1.11273     1.10353  0.00222851
        2954     1.11311     1.10353  0.00222776
        2955     1.11345     1.10354  0.00222701
        2956     1.11377     1.10354  0.00222626
        2957     1.11408     1.10354  0.00222551
        2958     1.11439     1.10355  0.00222476
        2959      1.1147     1.10355  0.00222401
        2960     1.11502     1.10356  0.00222326
        2961     1.11535     1.10356  0.00222251
        2962     1.11571     1.10356  0.00222177
        2963     1.11609     1.10357  0.00222102
        2964     1.11649     1.10357  0.00222028
        2965     1.11692     1.10358  0.00221953
        2966     1.11736     1.10358  0.00221879
        2967     1.11782     1.10359  0.00221805
        2968      1.1183     1.10359   0.0022173
        2969     1.11878      1.1036  0.00221656
        2970     1.11926      1.1036  0.00221582
        2971     1.11973     1.10361  0.00221508
        2972     1.12019     1.10361  0.00221435
        2973     1.12061     1.10362  0.00221361
        2974       1.121     1.10362  0.00221287
        2975     1.12134     1.10363  0.00221214
        2976     1.12163     1.10364   0.0022114
        2977     1.12185     1.10364  0.00221067
        2978       1.122     1.10365  0.00220993
        2979     1.12206     1.10366   0.0022092
        2980     1.12204     1.10366  0.00220847
        2981     1.12192     1.10367  0.00220773
        2982      1.1217     1.10367    0.002207
        2983     1.12137     1.10368  0.00220627
        2984     1.12094     1.10369  0.00220554
        2985     1.12039     1.10369  0.00220481
        2986     1.11973      1.1037  0.00220408
        2987     1.11896      1.1037  0.00220334
        2988     1.11808     1.10371  0.00220261
        2989      1.1171     1.10371  0.00220188
        2990     1.11601     1.10371  0.00220115
        2991     1.11482     1.10372  0.00220041
        2992     1.11355     1.10372  0.00219968
        2993     1.11219     1.10372  0.00219895
        2994     1.11075     1.10373  0.00219821
        2995     1.10925     1.10373  0.00219748
        2996     1.10769     1.10373  0.00219675
        2997     1.10608     1.10373  0.00219601
        2998     1.10443     1.10373  0.00219528
        2999     1.10275     1.10373  0.00219455
        3000     1.10105     1.10373  0.00219382
        3001     1.09935     1.10373  0.00219309
        3002     1.09764     1.10373  0.00219236
        3003     1.09594     1.10372  0.00219163
        3004     1.09425     1.10372   0.0021909
        3005     1.09259     1.10372  0.00219018
        3006     1.09095     1.10371  0.00218945
        3007     1.08934     1.10371  0.00218873
        3008     1.08776      1.1037  0.00218801
        3009     1.08621      1.1037  0.00218729
        3010     1.08469     1.10369  0.00218657
        3011      1.0832     1.10368  0.00218586
        3012     1.08174     1.10368  0.00218514
        3013     1.08029     1.10367  0.00218443
        3014     1.07885     1.10366  0.00218372
        3015     1.07742     1.10365  0.00218301
        3016     1.07598     1.10364  0.00218231
        3017     1.07452     1.10363  0.00218161
        3018     1.07303     1.10362  0.00218091
        3019     1.07149     1.10361  0.00218021
        3020     1.06991      1.1036  0.00217952
        3021     1.06827     1.10359  0.00217883
        3022     1.06655     1.10358  0.00217814
        3023     1.06475     1.10356  0.00217746
        3024     1.06287     1.10355  0.00217678
        3025      1.0609     1.10354  0.00217611
        3026     1.05883     1.10352  0.00217544
        3027     1.05667     1.10351  0.00217477
        3028     1.05443     1.10349  0.00217412
        3029     1.05211     1.10347  0.00217347
        3030     1.04972     1.10346  0.00217282
        3031     1.04729     1.10344  0.00217218
        3032     1.04482     1.10342  0.00217155
        3033     1.04235      1.1034  0.00217093
        3034      1.0399     1.10338  0.00217032
        3035      1.0375     1.10335  0.00216971
        3036     1.03517     1.10333  0.00216911
        3037     1.03295     1.10331  0.00216852
        3038     1.03088     1.10329  0.00216794
        3039     1.02897     1.10326  0.00216736
        3040     1.02725     1.10324  0.00216679
        3041     1.02576     1.10321  0.00216623
        3042      1.0245     1.10318  0.00216567
        3043      1.0235     1.10316  0.00216512
        3044     1.02276     1.10313  0.00216457
        3045     1.02229     1.10311  0.00216402
        3046     1.02209     1.10308  0.00216347
        3047     1.02216     1.10305  0.00216293
        3048     1.02247     1.10303  0.00216238
        3049     1.02302       1.103  0.00216183
        3050     1.02379     1.10297  0.00216128
        3051     1.02475     1.10295  0.00216072
        3052     1.02587     1.10292  0.00216016
        3053     1.02714      1.1029  0.00215959
        3054     1.02852     1.10287  0.00215902
        3055        1.03     1.10285  0.00215845
        3056     1.03154     1.10283  0.00215787
        3057     1.03313      1.1028  0.00215728
        3058     1.03474     1.10278  0.00215669
        3059     1.03636     1.10276   0.0021561
        3060     1.03796     1.10274   0.0021555
        3061     1.03955     1.10272  0.00215489
        3062      1.0411      1.1027  0.00215428
        3063     1.04261     1.10268  0.00215367
        3064     1.04407     1.10266  0.00215305
        3065     1.04548     1.10264  0.00215243
        3066     1.04684     1.10262   0.0021518
        3067     1.04813      1.1026  0.00215117
        3068     1.04937     1.10259  0.00215054
        3069     1.05054     1.10257  0.00214991
        3070     1.05165     1.10255  0.00214927
        3071      1.0527     1.10254  0.00214863
        3072     1.05368     1.10252  0.00214799
        3073     1.05459     1.10251  0.00214735
        3074     1.05543     1.10249  0.00214671
        3075     1.05619     1.10248  0.00214606
        3076     1.05688     1.10246  0.00214542
        3077     1.05747     1.10245  0.00214477
        3078     1.05798     1.10243  0.00214412
        3079      1.0584     1.10242  0.00214347
        3080     1.05872      1.1024  0.00214282
        3081     1.05895     1.10239  0.00214217
        3082     1.05908     1.10237  0.00214152
        3083     1.05911     1.10236  0.00214088
        3084     1.05905     1.10235  0.00214023
        3085     1.05889     1.10233  0.00213958
        3086     1.05866     1.10232  0.00213893
        3087     1.05835      1.1023  0.00213829
        3088     1.05799     1.10229  0.00213764
        3089     1.05758     1.10228    0.002137
        3090     1.05715     1.10226  0.00213636
        3091     1.05672     1.10225  0.00213572
        3092     1.05631     1.10223  0.00213508
        3093     1.05595     1.10222  0.00213444
        3094     1.05566      1.1022  0.00213381
        3095     1.05547     1.10219  0.00213317
        3096      1.0554     1.10217  0.00213253
        3097     1.05548     1.10216   0.0021319
