#     TEMP:   ACTUAL_TE:    TE_AVE:      ERROR:
         553    -3.81911    -3.82045 0.000386045
         554     -3.8194    -3.82045 0.000385353
         555    -3.81969    -3.82045 0.000384661
         556    -3.81983    -3.82045  0.00038397
         557    -3.82027    -3.82045 0.000383281
         558     -3.8207    -3.82045 0.000382595
         559    -3.82127    -3.82045 0.000381913
         560    -3.82168    -3.82045 0.000381237
         561    -3.82163    -3.82045 0.000380564
         562     -3.8211    -3.82045 0.000379888
         563    -3.82132    -3.82045 0.000379217
         564    -3.82168    -3.82046  0.00037855
         565    -3.82187    -3.82046 0.000377889
         566    -3.82189    -3.82046  0.00037723
         567     -3.8222    -3.82046 0.000376577
         568     -3.8222    -3.82047 0.000375926
         569    -3.82293    -3.82047  0.00037529
         570     -3.8229    -3.82048 0.000374656
         571    -3.82315    -3.82048 0.000374029
         572    -3.82384    -3.82049 0.000373421
         573    -3.82362    -3.82049  0.00037281
         574    -3.82368     -3.8205 0.000372202
         575    -3.82359     -3.8205 0.000371593
         576    -3.82378    -3.82051 0.000370991
         577    -3.82382    -3.82051 0.000370393
         578    -3.82386    -3.82052 0.000369797
         579    -3.82449    -3.82053 0.000369222
         580    -3.82482    -3.82053  0.00036866
         581     -3.8253    -3.82054 0.000368117
         582    -3.82533    -3.82055 0.000367576
         583    -3.82581    -3.82056 0.000367056
         584    -3.82615    -3.82057 0.000366552
         585    -3.82633    -3.82058 0.000366058
         586    -3.82621    -3.82059  0.00036556
         587    -3.82641     -3.8206 0.000365071
         588     -3.8266    -3.82061 0.000364593
         589    -3.82695    -3.82062 0.000364132
         590    -3.82714    -3.82063 0.000363683
         591    -3.82688    -3.82064 0.000363222
         592    -3.82738    -3.82065 0.000362786
         593    -3.82741    -3.82066 0.000362353
         594    -3.82774    -3.82068 0.000361939
         595    -3.82821    -3.82069 0.000361552
         596    -3.82791     -3.8207 0.000361148
         597     -3.8282    -3.82071 0.000360762
         598    -3.82772    -3.82073 0.000360348
         599    -3.82797    -3.82074  0.00035995
         600    -3.82759    -3.82075 0.000359531
         601    -3.82765    -3.82076 0.000359116
         602    -3.82783    -3.82077 0.000358712
         603     -3.8283    -3.82078 0.000358334
         604    -3.82828     -3.8208 0.000357955
         605     -3.8278    -3.82081 0.000357551
         606    -3.82744    -3.82082 0.000357128
         607    -3.82676    -3.82083 0.000356674
         608    -3.82637    -3.82084 0.000356204
         609    -3.82641    -3.82085 0.000355736
         610    -3.82675    -3.82086 0.000355285
         611    -3.82617    -3.82087  0.00035481
         612    -3.82573    -3.82087 0.000354319
         613    -3.82514    -3.82088 0.000353809
         614     -3.8241    -3.82089 0.000353272
         615    -3.82396    -3.82089 0.000352733
         616    -3.82382     -3.8209 0.000352192
         617    -3.82355     -3.8209 0.000351648
         618    -3.82343     -3.8209 0.000351103
         619    -3.82303    -3.82091 0.000350552
         620    -3.82324    -3.82091 0.000350007
         621    -3.82256    -3.82091 0.000349453
         622    -3.82235    -3.82092 0.000348899
         623    -3.82231    -3.82092 0.000348346
         624    -3.82199    -3.82092 0.000347792
         625    -3.82169    -3.82092 0.000347238
         626    -3.82185    -3.82092 0.000346686
         627    -3.82174    -3.82092 0.000346136
         628    -3.82165    -3.82093 0.000345587
         629    -3.82172    -3.82093 0.000345039
         630    -3.82181    -3.82093 0.000344495
         631    -3.82191    -3.82093 0.000343952
         632    -3.82248    -3.82093 0.000343417
         633    -3.82216    -3.82093  0.00034288
         634     -3.8223    -3.82094 0.000342346
         635    -3.82184    -3.82094  0.00034181
         636    -3.82168    -3.82094 0.000341274
         637    -3.82198    -3.82094 0.000340742
         638    -3.82213    -3.82094 0.000340213
         639    -3.82244    -3.82094 0.000339689
         640    -3.82244    -3.82095 0.000339166
         641    -3.82259    -3.82095 0.000338647
         642    -3.82259    -3.82095 0.000338129
         643    -3.82289    -3.82096 0.000337617
         644    -3.82289    -3.82096 0.000337106
         645    -3.82274    -3.82096 0.000336595
         646    -3.82304    -3.82096 0.000336089
         647    -3.82244    -3.82097 0.000335577
         648    -3.82214    -3.82097 0.000335064
         649     -3.8226    -3.82097 0.000334557
         650    -3.82217    -3.82097 0.000334048
         651    -3.82234    -3.82097 0.000333541
         652    -3.82252    -3.82098 0.000333038
         653    -3.82271    -3.82098 0.000332539
         654    -3.82291    -3.82098 0.000332043
         655    -3.82281    -3.82099 0.000331548
         656    -3.82273    -3.82099 0.000331053
         657    -3.82234    -3.82099 0.000330556
         658    -3.82197    -3.82099 0.000330057
