#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2487     1.67782     1.34823   0.0185293
        2488     1.67592     1.34836   0.0185223
        2489       1.675     1.34849   0.0185153
        2490     1.67396     1.34862   0.0185084
        2491     1.67361     1.34875   0.0185014
        2492     1.67163     1.34888   0.0184944
        2493     1.66957     1.34901   0.0184874
        2494     1.66705     1.34914   0.0184805
        2495     1.66345     1.34926   0.0184735
        2496     1.65914     1.34939   0.0184665
        2497     1.65426     1.34951   0.0184595
        2498     1.64753     1.34963   0.0184525
        2499     1.63986     1.34975   0.0184455
        2500     1.63123     1.34986   0.0184385
        2501     1.62066     1.34997   0.0184314
        2502     1.60891     1.35007   0.0184243
        2503     1.59505     1.35017   0.0184172
        2504     1.58062     1.35026   0.0184101
        2505     1.56617     1.35035    0.018403
        2506     1.55134     1.35043   0.0183958
        2507     1.53409      1.3505   0.0183886
        2508     1.51816     1.35057   0.0183814
        2509     1.50105     1.35063   0.0183742
        2510     1.48364     1.35068   0.0183669
        2511     1.46583     1.35073   0.0183597
        2512     1.44824     1.35076   0.0183524
        2513     1.43102      1.3508   0.0183451
        2514      1.4143     1.35082   0.0183378
        2515     1.39749     1.35084   0.0183306
        2516     1.38119     1.35085   0.0183233
        2517     1.36549     1.35086    0.018316
        2518     1.35025     1.35086   0.0183087
        2519      1.3365     1.35085   0.0183014
        2520     1.32239     1.35084   0.0182942
        2521      1.3099     1.35082   0.0182869
        2522      1.2988      1.3508   0.0182797
        2523     1.28792     1.35078   0.0182725
        2524     1.27774     1.35075   0.0182653
        2525     1.26897     1.35072   0.0182581
        2526     1.26111     1.35068   0.0182509
        2527      1.2541     1.35064   0.0182437
        2528      1.2479      1.3506   0.0182365
        2529     1.24148     1.35056   0.0182293
        2530     1.23692     1.35052   0.0182222
        2531     1.23221     1.35047   0.0182151
        2532     1.22823     1.35042   0.0182079
        2533     1.22514     1.35037   0.0182008
        2534      1.2209     1.35032   0.0181937
        2535     1.21711     1.35027   0.0181866
        2536     1.21393     1.35021   0.0181795
        2537     1.21129     1.35016   0.0181724
        2538     1.20814      1.3501   0.0181653
        2539     1.20539     1.35005   0.0181583
        2540     1.20275     1.34999   0.0181512
        2541     1.19922     1.34993   0.0181442
        2542     1.19576     1.34987   0.0181371
        2543     1.19234     1.34981   0.0181301
        2544     1.18825     1.34974   0.0181231
        2545     1.18375     1.34968   0.0181161
        2546     1.17936     1.34961   0.0181091
        2547     1.17486     1.34954   0.0181021
        2548     1.17053     1.34947   0.0180952
        2549     1.16692      1.3494   0.0180882
        2550     1.16333     1.34933   0.0180812
        2551     1.15912     1.34925   0.0180743
        2552     1.15552     1.34918   0.0180674
        2553     1.15115      1.3491   0.0180605
        2554     1.14773     1.34902   0.0180536
        2555     1.14459     1.34894   0.0180467
        2556     1.14248     1.34886   0.0180398
        2557     1.13949     1.34878   0.0180329
        2558     1.13662     1.34869   0.0180261
        2559      1.1346     1.34861   0.0180192
        2560     1.13294     1.34853   0.0180124
        2561     1.13091     1.34844   0.0180056
        2562     1.12923     1.34836   0.0179987
        2563     1.12835     1.34827   0.0179919
        2564     1.12752     1.34818   0.0179851
        2565     1.12694      1.3481   0.0179783
        2566     1.12655     1.34801   0.0179715
        2567     1.12704     1.34793   0.0179647
        2568     1.12835     1.34784   0.0179579
        2569     1.12873     1.34775   0.0179511
        2570     1.12958     1.34767   0.0179443
        2571     1.13012     1.34759   0.0179376
        2572     1.13006      1.3475   0.0179308
        2573     1.13007     1.34742    0.017924
        2574     1.12988     1.34733   0.0179173
        2575      1.1297     1.34725   0.0179105
        2576     1.12855     1.34716   0.0179037
        2577     1.12714     1.34708    0.017897
        2578     1.12596     1.34699   0.0178903
        2579     1.12358      1.3469   0.0178835
        2580     1.12172     1.34682   0.0178768
        2581     1.12091     1.34673   0.0178701
        2582     1.11878     1.34664   0.0178634
        2583     1.11708     1.34655   0.0178567
        2584     1.11565     1.34646     0.01785
        2585     1.11384     1.34637   0.0178433
        2586     1.11102     1.34628   0.0178367
        2587     1.10944     1.34619     0.01783
        2588      1.1087      1.3461   0.0178234
        2589      1.1089     1.34601   0.0178167
        2590     1.10869     1.34592   0.0178101
        2591     1.10913     1.34582   0.0178034
        2592     1.11052     1.34573   0.0177968
        2593     1.11249     1.34564   0.0177902
        2594     1.11608     1.34555   0.0177835
        2595     1.12039     1.34547   0.0177769
        2596     1.12525     1.34538   0.0177702
        2597     1.13145      1.3453   0.0177636
        2598     1.13855     1.34522   0.0177569
        2599     1.14732     1.34515   0.0177503
        2600     1.15705     1.34507   0.0177436
        2601     1.16801       1.345   0.0177369
        2602       1.179     1.34494   0.0177302
        2603     1.19289     1.34488   0.0177235
        2604     1.20772     1.34483   0.0177167
        2605     1.22369     1.34478     0.01771
        2606     1.24073     1.34474   0.0177032
        2607     1.25924     1.34471   0.0176965
        2608     1.27745     1.34468   0.0176897
        2609      1.2974     1.34467   0.0176829
        2610     1.31752     1.34466   0.0176762
        2611     1.33791     1.34465   0.0176694
        2612     1.35891     1.34466   0.0176626
        2613     1.37988     1.34467   0.0176559
        2614     1.40044     1.34469   0.0176491
        2615      1.4214     1.34472   0.0176424
        2616     1.44214     1.34476   0.0176357
        2617     1.46278     1.34481    0.017629
        2618     1.48345     1.34486   0.0176224
        2619     1.50334     1.34492   0.0176158
        2620     1.52214     1.34499   0.0176092
        2621     1.54126     1.34506   0.0176026
        2622     1.55946     1.34514   0.0175961
        2623     1.57629     1.34523   0.0175896
        2624     1.59247     1.34533   0.0175831
        2625     1.60805     1.34543   0.0175767
        2626      1.6238     1.34553   0.0175704
        2627     1.63858     1.34564    0.017564
        2628     1.65243     1.34576   0.0175577
        2629     1.66663     1.34588   0.0175515
        2630     1.67906     1.34601   0.0175453
        2631     1.69265     1.34614   0.0175391
        2632     1.70598     1.34628    0.017533
        2633     1.71811     1.34642   0.0175269
        2634      1.7307     1.34656   0.0175208
        2635     1.74304     1.34671   0.0175148
        2636     1.75557     1.34687   0.0175089
        2637     1.76703     1.34703   0.0175029
        2638      1.7788     1.34719   0.0174971
        2639     1.78961     1.34736   0.0174912
        2640      1.8001     1.34753   0.0174855
        2641      1.8097     1.34771   0.0174797
        2642     1.81927     1.34789    0.017474
        2643     1.82703     1.34807   0.0174683
        2644     1.83434     1.34825   0.0174627
        2645     1.84014     1.34844   0.0174571
        2646     1.84533     1.34862   0.0174515
        2647      1.8491     1.34881   0.0174459
        2648      1.8514       1.349   0.0174404
        2649     1.85194     1.34919   0.0174348
        2650     1.85237     1.34938   0.0174293
        2651     1.85076     1.34957   0.0174237
        2652      1.8483     1.34976   0.0174182
        2653     1.84479     1.34995   0.0174126
        2654     1.84025     1.35013    0.017407
        2655     1.83376     1.35031   0.0174014
        2656     1.82539     1.35049   0.0173958
        2657     1.81641     1.35067   0.0173901
        2658     1.80667     1.35084   0.0173844
        2659     1.79555     1.35101   0.0173787
        2660     1.78361     1.35117   0.0173729
        2661     1.77146     1.35133   0.0173671
        2662     1.75895     1.35148   0.0173613
        2663     1.74546     1.35163   0.0173554
        2664     1.73086     1.35177   0.0173494
        2665     1.71693     1.35191   0.0173435
        2666     1.70305     1.35204   0.0173375
        2667     1.68882     1.35217   0.0173314
        2668     1.67431     1.35229   0.0173254
        2669     1.66032      1.3524   0.0173192
        2670     1.64596     1.35251   0.0173131
        2671     1.63222     1.35262   0.0173069
        2672      1.6182     1.35272   0.0173008
        2673     1.60489     1.35281   0.0172945
        2674     1.59161      1.3529   0.0172883
        2675     1.57885     1.35298    0.017282
        2676     1.56616     1.35306   0.0172758
        2677     1.55403     1.35314   0.0172695
        2678     1.54223     1.35321   0.0172632
        2679     1.53055     1.35328   0.0172569
        2680     1.51946     1.35334   0.0172505
        2681     1.50802      1.3534   0.0172442
        2682      1.4977     1.35345   0.0172378
        2683     1.48754      1.3535   0.0172315
        2684     1.47806     1.35355   0.0172251
        2685     1.46806     1.35359   0.0172188
        2686     1.45879     1.35363   0.0172124
        2687     1.45098     1.35366    0.017206
        2688       1.443      1.3537   0.0171997
        2689     1.43607     1.35373   0.0171933
        2690        1.43     1.35376   0.0171869
        2691     1.42457     1.35378   0.0171806
        2692     1.41886     1.35381   0.0171742
        2693     1.41386     1.35383   0.0171678
        2694     1.41032     1.35385   0.0171615
        2695     1.40732     1.35387   0.0171551
        2696      1.4051     1.35389   0.0171488
        2697      1.4037     1.35391   0.0171424
        2698     1.40289     1.35393   0.0171361
        2699     1.40316     1.35394   0.0171297
        2700     1.40403     1.35396   0.0171234
        2701     1.40649     1.35398   0.0171171
        2702     1.40932       1.354   0.0171108
        2703     1.41324     1.35402   0.0171044
        2704     1.41802     1.35405   0.0170981
        2705     1.42244     1.35407   0.0170918
        2706     1.42914      1.3541   0.0170855
        2707     1.43619     1.35413   0.0170792
        2708      1.4443     1.35416    0.017073
        2709     1.45249      1.3542   0.0170667
        2710     1.46267     1.35424   0.0170605
        2711     1.47316     1.35428   0.0170542
        2712     1.48418     1.35433    0.017048
        2713     1.49619     1.35438   0.0170418
        2714     1.50822     1.35444   0.0170356
        2715     1.52243      1.3545   0.0170294
        2716     1.53662     1.35457   0.0170233
        2717     1.55173     1.35464   0.0170172
        2718     1.56656     1.35472   0.0170111
        2719     1.58275      1.3548   0.0170051
        2720     1.59956     1.35489   0.0169991
        2721     1.61648     1.35499   0.0169931
        2722     1.63443     1.35509   0.0169871
        2723      1.6517      1.3552   0.0169813
        2724     1.67039     1.35532   0.0169754
        2725     1.68925     1.35544   0.0169696
        2726     1.70919     1.35557   0.0169639
        2727     1.72871     1.35571   0.0169582
        2728     1.74893     1.35585   0.0169526
        2729      1.7693       1.356   0.0169471
        2730      1.7895     1.35616   0.0169416
        2731     1.80919     1.35633   0.0169362
        2732     1.82852      1.3565   0.0169309
        2733     1.84859     1.35668   0.0169257
        2734      1.8686     1.35687   0.0169205
        2735     1.88747     1.35706   0.0169155
        2736     1.90583     1.35726   0.0169105
        2737     1.92308     1.35747   0.0169055
        2738     1.94084     1.35768   0.0169007
        2739     1.95683      1.3579    0.016896
        2740     1.97315     1.35813   0.0168913
        2741     1.98755     1.35835   0.0168867
        2742     2.00093     1.35859   0.0168822
        2743     2.01324     1.35883   0.0168777
        2744     2.02493     1.35907   0.0168733
        2745     2.03428     1.35932   0.0168689
        2746     2.04393     1.35957   0.0168646
        2747      2.0517     1.35982   0.0168604
        2748      2.0593     1.36007   0.0168562
        2749     2.06554     1.36033    0.016852
        2750     2.06999     1.36059   0.0168478
        2751     2.07363     1.36085   0.0168437
        2752     2.07677     1.36111   0.0168396
        2753     2.07849     1.36137   0.0168355
        2754     2.07934     1.36163   0.0168314
        2755     2.07937     1.36189   0.0168273
        2756     2.07865     1.36215   0.0168232
        2757     2.07675     1.36241   0.0168191
        2758     2.07493     1.36267    0.016815
        2759     2.07181     1.36292   0.0168108
        2760     2.06911     1.36318   0.0168067
        2761     2.06617     1.36343   0.0168025
        2762     2.06255     1.36369   0.0167984
        2763      2.0573     1.36394   0.0167942
        2764     2.05289     1.36419   0.0167899
        2765     2.04788     1.36443   0.0167857
        2766     2.04229     1.36468   0.0167814
        2767     2.03639     1.36492   0.0167771
        2768     2.02971     1.36516   0.0167728
        2769     2.02297      1.3654   0.0167684
        2770     2.01619     1.36563    0.016764
        2771     2.00913     1.36587   0.0167595
        2772     2.00131      1.3661    0.016755
        2773     1.99369     1.36632   0.0167505
        2774     1.98629     1.36655    0.016746
        2775     1.97813     1.36677   0.0167414
        2776     1.96946     1.36698   0.0167368
        2777     1.96053      1.3672   0.0167321
        2778     1.95159     1.36741   0.0167274
        2779     1.94241     1.36761   0.0167227
        2780     1.93372     1.36782   0.0167179
        2781     1.92385     1.36802   0.0167131
        2782     1.91306     1.36821   0.0167082
        2783      1.9033     1.36841   0.0167033
        2784     1.89292     1.36859   0.0166984
        2785     1.88268     1.36878   0.0166934
        2786     1.87284     1.36896   0.0166884
        2787     1.86223     1.36914   0.0166834
        2788     1.85164     1.36931   0.0166783
        2789     1.84109     1.36948   0.0166731
        2790     1.83064     1.36964    0.016668
        2791     1.82032     1.36981   0.0166628
        2792     1.81067     1.36996   0.0166576
        2793     1.80077     1.37012   0.0166523
        2794     1.79091     1.37027   0.0166471
        2795     1.78161     1.37042   0.0166417
        2796     1.77244     1.37056   0.0166364
        2797     1.76466      1.3707   0.0166311
        2798     1.75686     1.37084   0.0166257
        2799     1.74981     1.37097   0.0166203
        2800      1.7426     1.37111   0.0166149
        2801     1.73646     1.37124   0.0166095
        2802     1.73097     1.37137    0.016604
        2803      1.7264     1.37149   0.0165986
        2804      1.7228     1.37162   0.0165932
        2805     1.72044     1.37174   0.0165877
        2806     1.71769     1.37187   0.0165823
        2807     1.71651     1.37199   0.0165768
        2808     1.71574     1.37211   0.0165714
        2809     1.71589     1.37223   0.0165659
        2810     1.71676     1.37236   0.0165605
        2811     1.71862     1.37248    0.016555
        2812     1.72151      1.3726   0.0165496
        2813     1.72616     1.37273   0.0165442
        2814     1.73092     1.37286   0.0165388
        2815     1.73773     1.37299   0.0165334
        2816     1.74491     1.37312   0.0165281
        2817     1.75391     1.37325   0.0165228
        2818     1.76305     1.37339   0.0165175
        2819       1.774     1.37353   0.0165123
        2820     1.78505     1.37368    0.016507
        2821     1.79811     1.37383   0.0165019
        2822     1.81217     1.37398   0.0164968
        2823     1.82719     1.37415   0.0164917
        2824     1.84334     1.37431   0.0164867
        2825     1.85983     1.37448   0.0164818
        2826     1.87707     1.37466   0.0164769
        2827     1.89449     1.37484   0.0164721
        2828     1.91297     1.37504   0.0164674
        2829     1.93262     1.37523   0.0164627
        2830     1.95165     1.37544   0.0164582
        2831     1.97091     1.37565   0.0164537
        2832     1.99123     1.37586   0.0164493
        2833     2.01151     1.37609    0.016445
        2834      2.0309     1.37632   0.0164409
        2835     2.04974     1.37656   0.0164368
        2836     2.06886      1.3768   0.0164328
        2837     2.08694     1.37705   0.0164289
        2838      2.1048     1.37731   0.0164251
        2839     2.12161     1.37757   0.0164214
        2840     2.13628     1.37784   0.0164178
        2841     2.15039     1.37811   0.0164143
        2842     2.16362     1.37839   0.0164108
        2843     2.17588     1.37867   0.0164075
        2844     2.18686     1.37895   0.0164042
        2845     2.19628     1.37924   0.0164009
        2846     2.20456     1.37953   0.0163977
        2847     2.21122     1.37982   0.0163945
        2848     2.21695     1.38011   0.0163914
        2849     2.22106     1.38041   0.0163883
        2850     2.22402      1.3807   0.0163853
        2851     2.22564       1.381   0.0163822
        2852     2.22595      1.3813   0.0163791
        2853     2.22501     1.38159    0.016376
        2854     2.22142     1.38189    0.016373
        2855     2.21815     1.38218   0.0163698
        2856     2.21334     1.38247   0.0163667
        2857     2.20753     1.38276   0.0163635
        2858     2.20202     1.38305   0.0163603
        2859      2.1942     1.38333    0.016357
        2860     2.18632     1.38361   0.0163537
        2861     2.17794     1.38389   0.0163504
        2862     2.16888     1.38416    0.016347
        2863     2.15892     1.38443   0.0163435
        2864     2.14786      1.3847     0.01634
        2865     2.13667     1.38496   0.0163364
        2866     2.12463     1.38522   0.0163327
        2867     2.11199     1.38547    0.016329
        2868     2.09872     1.38572   0.0163252
        2869     2.08457     1.38597   0.0163213
        2870     2.07073      1.3862   0.0163173
        2871     2.05526     1.38644   0.0163133
        2872     2.04006     1.38667   0.0163092
        2873     2.02347     1.38689   0.0163051
        2874     2.00598      1.3871   0.0163008
        2875      1.9881     1.38731   0.0162965
        2876     1.96991     1.38751   0.0162921
        2877     1.95124     1.38771   0.0162876
        2878      1.9315      1.3879    0.016283
        2879     1.91201     1.38808   0.0162784
        2880     1.89271     1.38826   0.0162737
        2881     1.87305     1.38842   0.0162689
        2882     1.85443     1.38859   0.0162641
        2883     1.83588     1.38874   0.0162592
        2884     1.81832     1.38889   0.0162542
        2885     1.80126     1.38903   0.0162492
        2886     1.78588     1.38917   0.0162442
        2887     1.77095      1.3893   0.0162391
        2888     1.75881     1.38943   0.0162339
        2889     1.74748     1.38955   0.0162288
        2890     1.73854     1.38968   0.0162236
        2891     1.73116     1.38979   0.0162185
        2892     1.72588     1.38991   0.0162133
        2893     1.72326     1.39003   0.0162081
        2894     1.72259     1.39014   0.0162029
        2895     1.72456     1.39026   0.0161977
        2896     1.72889     1.39037   0.0161925
        2897       1.735     1.39049   0.0161874
        2898     1.74226     1.39061   0.0161822
        2899     1.75172     1.39074   0.0161771
        2900     1.76171     1.39087   0.0161721
        2901      1.7744       1.391    0.016167
        2902     1.78661     1.39113    0.016162
        2903     1.80044     1.39127   0.0161571
        2904     1.81385     1.39142   0.0161522
        2905     1.82769     1.39157   0.0161473
        2906     1.84134     1.39173   0.0161425
        2907     1.85368     1.39188   0.0161377
        2908     1.86531     1.39205    0.016133
        2909     1.87561     1.39221   0.0161283
        2910     1.88401     1.39238   0.0161236
        2911     1.88947     1.39255    0.016119
        2912     1.89319     1.39273   0.0161144
        2913     1.89377      1.3929   0.0161098
        2914     1.89155     1.39307   0.0161052
        2915     1.88575     1.39324   0.0161005
        2916     1.87783      1.3934   0.0160959
        2917     1.86761     1.39357   0.0160912
        2918     1.85452     1.39372   0.0160864
        2919     1.83948     1.39388   0.0160816
        2920     1.82249     1.39402   0.0160768
        2921     1.80265     1.39416   0.0160719
        2922     1.78193      1.3943   0.0160669
        2923     1.75945     1.39442   0.0160619
        2924     1.73675     1.39454   0.0160569
        2925      1.7122     1.39465   0.0160517
        2926     1.68802     1.39475   0.0160466
        2927     1.66377     1.39484   0.0160414
        2928     1.63993     1.39492   0.0160361
        2929       1.616       1.395   0.0160308
        2930     1.59287     1.39507   0.0160255
        2931     1.56974     1.39513   0.0160201
        2932     1.54769     1.39518   0.0160147
        2933     1.52683     1.39522   0.0160093
        2934     1.50673     1.39526   0.0160039
        2935     1.48768     1.39529   0.0159985
        2936     1.47043     1.39532   0.0159931
        2937     1.45401     1.39534   0.0159876
        2938     1.43723     1.39535   0.0159822
        2939     1.42269     1.39536   0.0159768
        2940     1.40894     1.39537   0.0159713
        2941     1.39665     1.39537   0.0159659
        2942     1.38432     1.39536   0.0159605
        2943     1.37408     1.39535   0.0159551
        2944      1.3637     1.39534   0.0159496
        2945     1.35408     1.39533   0.0159442
        2946      1.3459     1.39531   0.0159388
        2947     1.33764     1.39529   0.0159334
        2948      1.3302     1.39527    0.015928
        2949     1.32329     1.39525   0.0159227
        2950     1.31756     1.39522   0.0159173
        2951     1.31152     1.39519   0.0159119
        2952     1.30557     1.39516   0.0159066
        2953     1.30063     1.39513   0.0159012
        2954     1.29545      1.3951   0.0158959
        2955      1.2907     1.39506   0.0158905
        2956     1.28656     1.39502   0.0158852
        2957       1.283     1.39499   0.0158799
        2958     1.27807     1.39495   0.0158745
        2959     1.27269     1.39491   0.0158692
        2960     1.26853     1.39486   0.0158639
        2961     1.26341     1.39482   0.0158586
        2962     1.25827     1.39477   0.0158533
        2963     1.25432     1.39472   0.0158481
        2964     1.24893     1.39468   0.0158428
        2965      1.2445     1.39463   0.0158375
        2966     1.23912     1.39457   0.0158323
        2967     1.23451     1.39452    0.015827
        2968     1.22974     1.39446   0.0158218
        2969     1.22508     1.39441   0.0158166
        2970     1.22176     1.39435   0.0158113
        2971     1.21767     1.39429   0.0158061
        2972     1.21381     1.39423   0.0158009
        2973     1.21094     1.39417   0.0157957
        2974     1.20816      1.3941   0.0157906
        2975     1.20597     1.39404   0.0157854
        2976     1.20323     1.39398   0.0157802
        2977     1.20093     1.39391    0.015775
        2978     1.19912     1.39385   0.0157699
        2979     1.19854     1.39378   0.0157647
        2980     1.19851     1.39371   0.0157596
        2981     1.19832     1.39365   0.0157544
        2982      1.1992     1.39358   0.0157493
        2983     1.20068     1.39352   0.0157441
        2984     1.20301     1.39346    0.015739
        2985     1.20595     1.39339   0.0157338
        2986     1.20901     1.39333   0.0157287
        2987     1.21315     1.39327   0.0157235
        2988     1.21667     1.39321   0.0157184
        2989     1.22147     1.39315   0.0157132
        2990     1.22729      1.3931   0.0157081
        2991     1.23216     1.39304   0.0157029
        2992     1.23895     1.39299   0.0156977
        2993     1.24641     1.39294   0.0156926
        2994     1.25499      1.3929   0.0156874
        2995     1.26295     1.39286   0.0156822
        2996     1.27072     1.39281    0.015677
        2997     1.27923     1.39278   0.0156718
        2998     1.28771     1.39274   0.0156667
        2999     1.29586     1.39271   0.0156615
        3000     1.30389     1.39268   0.0156563
        3001     1.31224     1.39265   0.0156511
        3002     1.32158     1.39263   0.0156459
        3003     1.32996     1.39261   0.0156407
        3004     1.33879     1.39259   0.0156355
        3005     1.34756     1.39258   0.0156303
        3006     1.35554     1.39256   0.0156251
        3007     1.36415     1.39255   0.0156199
        3008     1.37412     1.39255   0.0156147
        3009     1.38279     1.39254   0.0156095
        3010      1.3909     1.39254   0.0156043
        3011     1.39991     1.39255   0.0155992
        3012     1.40815     1.39255    0.015594
        3013     1.41639     1.39256   0.0155888
        3014     1.42417     1.39257   0.0155836
        3015     1.43297     1.39258   0.0155785
        3016     1.44165      1.3926   0.0155733
        3017        1.45     1.39262   0.0155682
        3018     1.45879     1.39264    0.015563
        3019     1.46782     1.39266   0.0155579
        3020     1.47739     1.39269   0.0155528
        3021     1.48728     1.39272   0.0155476
        3022     1.49776     1.39276   0.0155425
        3023     1.50789      1.3928   0.0155374
        3024     1.51866     1.39284   0.0155324
        3025     1.52959     1.39288   0.0155273
        3026      1.5416     1.39293   0.0155222
        3027     1.55323     1.39299   0.0155172
        3028      1.5654     1.39304   0.0155122
        3029     1.57853      1.3931   0.0155072
        3030     1.59134     1.39317   0.0155022
        3031     1.60445     1.39324   0.0154972
        3032     1.61728     1.39331   0.0154923
        3033     1.62921     1.39339   0.0154874
        3034     1.64134     1.39347   0.0154825
        3035     1.65279     1.39356   0.0154776
        3036     1.66247     1.39365   0.0154728
        3037     1.67312     1.39374    0.015468
        3038     1.68318     1.39383   0.0154632
        3039     1.69228     1.39393   0.0154584
        3040     1.69888     1.39403   0.0154536
        3041     1.70601     1.39414   0.0154489
        3042     1.71121     1.39424   0.0154442
        3043     1.71491     1.39434   0.0154395
        3044     1.71783     1.39445   0.0154348
        3045     1.71803     1.39456   0.0154301
        3046     1.71845     1.39466   0.0154254
        3047     1.71673     1.39477   0.0154207
        3048     1.71439     1.39487    0.015416
        3049     1.71153     1.39498   0.0154112
        3050       1.708     1.39508   0.0154065
        3051     1.70416     1.39518   0.0154018
        3052     1.69917     1.39528   0.0153971
        3053     1.69241     1.39538   0.0153924
        3054     1.68618     1.39547   0.0153876
        3055     1.67961     1.39557   0.0153829
        3056     1.67258     1.39566   0.0153781
        3057     1.66565     1.39575   0.0153733
        3058     1.65915     1.39583   0.0153685
        3059     1.65195     1.39592   0.0153637
        3060     1.64483       1.396   0.0153589
        3061     1.63785     1.39608   0.0153541
        3062     1.63177     1.39615   0.0153493
        3063     1.62494     1.39623   0.0153445
        3064     1.61834      1.3963   0.0153396
        3065     1.61152     1.39637   0.0153348
        3066      1.6057     1.39644   0.0153299
        3067      1.6004     1.39651   0.0153251
        3068     1.59492     1.39657   0.0153202
        3069        1.59     1.39663   0.0153154
        3070      1.5854     1.39669   0.0153105
        3071      1.5809     1.39675   0.0153056
        3072       1.577     1.39681   0.0153008
        3073     1.57371     1.39687   0.0152959
        3074     1.57106     1.39693    0.015291
        3075     1.56713     1.39698   0.0152861
        3076     1.56533     1.39704   0.0152813
        3077     1.56326     1.39709   0.0152764
        3078     1.56238     1.39715   0.0152715
        3079     1.56151      1.3972   0.0152667
        3080     1.56137     1.39725   0.0152618
        3081     1.56148     1.39731   0.0152569
        3082     1.56209     1.39736   0.0152521
        3083     1.56292     1.39741   0.0152472
        3084     1.56421     1.39747   0.0152424
        3085     1.56686     1.39752   0.0152375
        3086     1.56939     1.39758   0.0152327
        3087     1.57196     1.39763   0.0152279
        3088     1.57452     1.39769    0.015223
        3089     1.57767     1.39775   0.0152182
        3090      1.5811     1.39781   0.0152134
        3091     1.58443     1.39787   0.0152086
        3092     1.58637     1.39793   0.0152038
        3093     1.58799     1.39799    0.015199
        3094     1.59039     1.39805   0.0151942
        3095       1.592     1.39812   0.0151895
        3096     1.59321     1.39818   0.0151847
        3097     1.59273     1.39824   0.0151799
        3098     1.59168      1.3983   0.0151751
        3099     1.59003     1.39837   0.0151704
        3100     1.58774     1.39843   0.0151656
        3101     1.58456     1.39849   0.0151608
        3102     1.58101     1.39855   0.0151561
        3103     1.57593      1.3986   0.0151513
        3104     1.56987     1.39866   0.0151465
        3105     1.56292     1.39871   0.0151417
        3106     1.55545     1.39876   0.0151369
        3107     1.54758     1.39881   0.0151321
        3108      1.5404     1.39886   0.0151273
        3109      1.5331      1.3989   0.0151225
        3110     1.52534     1.39894   0.0151177
        3111     1.51772     1.39898   0.0151129
        3112     1.51038     1.39901   0.0151081
        3113     1.50344     1.39905   0.0151033
        3114     1.49721     1.39908   0.0150985
        3115     1.49084     1.39911   0.0150936
        3116     1.48583     1.39914   0.0150888
        3117     1.48175     1.39916    0.015084
        3118     1.47766     1.39919   0.0150792
        3119      1.4743     1.39921   0.0150744
        3120     1.47264     1.39924   0.0150696
        3121     1.47047     1.39926   0.0150647
        3122     1.46945     1.39928   0.0150599
        3123     1.46978      1.3993   0.0150551
        3124     1.46995     1.39933   0.0150503
        3125     1.46965     1.39935   0.0150455
        3126     1.47072     1.39937   0.0150407
        3127     1.47141     1.39939   0.0150359
        3128     1.47283     1.39942   0.0150312
        3129      1.4744     1.39944   0.0150264
        3130     1.47603     1.39947   0.0150216
        3131     1.47811     1.39949   0.0150168
        3132     1.48053     1.39952    0.015012
        3133     1.48201     1.39954   0.0150073
        3134     1.48247     1.39957   0.0150025
        3135     1.48228      1.3996   0.0149977
        3136     1.48307     1.39962    0.014993
        3137     1.48259     1.39965   0.0149882
        3138     1.48198     1.39968   0.0149835
        3139     1.47974      1.3997   0.0149787
        3140     1.47728     1.39973    0.014974
        3141     1.47478     1.39975   0.0149692
        3142     1.47006     1.39977   0.0149645
        3143     1.46526     1.39979   0.0149597
        3144     1.45965     1.39981    0.014955
        3145     1.45395     1.39983   0.0149502
        3146     1.44673     1.39984   0.0149455
        3147     1.43776     1.39986   0.0149408
        3148     1.42924     1.39987    0.014936
        3149     1.42073     1.39987   0.0149313
        3150     1.41009     1.39988   0.0149265
        3151     1.40002     1.39988   0.0149218
        3152      1.3889     1.39987   0.0149171
        3153     1.37751     1.39986   0.0149123
        3154     1.36518     1.39985   0.0149076
        3155     1.35246     1.39984   0.0149029
        3156      1.3399     1.39982   0.0148982
        3157      1.3271      1.3998   0.0148935
        3158     1.31388     1.39977   0.0148888
        3159     1.30056     1.39974   0.0148841
        3160     1.28816      1.3997   0.0148794
        3161     1.27506     1.39966   0.0148748
        3162     1.26207     1.39962   0.0148701
        3163     1.24924     1.39957   0.0148655
        3164     1.23664     1.39952   0.0148609
        3165     1.22386     1.39947   0.0148563
        3166     1.21214     1.39941   0.0148517
        3167     1.20084     1.39934   0.0148472
        3168     1.18975     1.39928   0.0148426
        3169     1.17846     1.39921   0.0148381
        3170     1.16796     1.39913   0.0148336
        3171     1.15831     1.39906   0.0148291
        3172     1.14929     1.39898   0.0148247
        3173     1.14094      1.3989   0.0148202
        3174     1.13305     1.39881   0.0148158
        3175     1.12588     1.39873   0.0148114
        3176     1.11969     1.39864    0.014807
        3177     1.11401     1.39855   0.0148026
        3178     1.10907     1.39846   0.0147982
        3179     1.10489     1.39837   0.0147938
        3180     1.10216     1.39827   0.0147895
        3181     1.09918     1.39818   0.0147851
        3182     1.09738     1.39809   0.0147808
        3183     1.09624     1.39799   0.0147764
        3184     1.09573      1.3979   0.0147721
        3185     1.09532      1.3978   0.0147678
        3186     1.09592     1.39771   0.0147634
        3187      1.0965     1.39761   0.0147591
        3188     1.09773     1.39752   0.0147548
