#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        4366     1.02691     1.40661   0.0110691
        4367     1.03334     1.40652   0.0110669
        4368     1.04233     1.40644   0.0110647
        4369     1.05238     1.40636   0.0110624
        4370     1.06393     1.40628   0.0110602
        4371      1.0769     1.40621   0.0110579
        4372      1.0905     1.40613   0.0110556
        4373     1.10537     1.40606   0.0110533
        4374        1.12       1.406    0.011051
        4375     1.13668     1.40594   0.0110486
        4376     1.15365     1.40588   0.0110462
        4377     1.17104     1.40583   0.0110438
        4378     1.18924     1.40578   0.0110414
        4379     1.20789     1.40573    0.011039
        4380      1.2269     1.40569   0.0110366
        4381     1.24689     1.40565   0.0110341
        4382     1.26608     1.40562   0.0110316
        4383     1.28557      1.4056   0.0110291
        4384     1.30527     1.40557   0.0110267
        4385     1.32534     1.40555   0.0110242
        4386      1.3445     1.40554   0.0110217
        4387     1.36316     1.40553   0.0110191
        4388      1.3815     1.40553   0.0110166
        4389     1.40092     1.40552   0.0110141
        4390     1.41922     1.40553   0.0110116
        4391      1.4366     1.40553   0.0110091
        4392     1.45304     1.40555   0.0110066
        4393     1.46975     1.40556   0.0110041
        4394     1.48624     1.40558   0.0110016
        4395     1.50203      1.4056   0.0109991
        4396     1.51668     1.40563   0.0109967
        4397     1.53163     1.40565   0.0109942
        4398     1.54501     1.40569   0.0109918
        4399       1.559     1.40572   0.0109893
        4400     1.57294     1.40576   0.0109869
        4401     1.58613      1.4058   0.0109845
        4402     1.59912     1.40584    0.010982
        4403     1.61217     1.40589   0.0109797
        4404     1.62485     1.40594   0.0109773
        4405     1.63792     1.40599   0.0109749
        4406     1.65046     1.40605   0.0109726
        4407     1.66322     1.40611   0.0109702
        4408     1.67575     1.40617   0.0109679
        4409      1.6888     1.40623   0.0109656
        4410     1.70215      1.4063   0.0109633
        4411     1.71604     1.40637   0.0109611
        4412     1.72975     1.40644   0.0109588
        4413     1.74281     1.40652   0.0109566
        4414     1.75617      1.4066   0.0109544
        4415     1.76907     1.40668   0.0109522
        4416     1.78272     1.40677   0.0109501
        4417     1.79561     1.40685    0.010948
        4418     1.80915     1.40694   0.0109459
        4419     1.82259     1.40704   0.0109438
        4420     1.83513     1.40714   0.0109417
        4421     1.84767     1.40723   0.0109397
        4422     1.86016     1.40734   0.0109377
        4423     1.87179     1.40744   0.0109358
        4424     1.88273     1.40755   0.0109338
        4425     1.89384     1.40766   0.0109319
        4426     1.90337     1.40777     0.01093
        4427     1.91316     1.40789   0.0109281
        4428     1.92142       1.408   0.0109263
        4429     1.92975     1.40812   0.0109244
        4430     1.93663     1.40824   0.0109226
        4431     1.94174     1.40836   0.0109208
        4432     1.94642     1.40848    0.010919
        4433     1.94966      1.4086   0.0109173
        4434     1.95233     1.40873   0.0109155
        4435     1.95344     1.40885   0.0109137
        4436     1.95315     1.40897   0.0109119
        4437     1.95072     1.40909   0.0109102
        4438     1.94731     1.40921   0.0109084
        4439     1.94267     1.40933   0.0109066
        4440     1.93703     1.40945   0.0109048
        4441      1.9292     1.40957   0.0109029
        4442     1.91968     1.40969   0.0109011
        4443     1.90875      1.4098   0.0108992
        4444     1.89766     1.40991   0.0108973
        4445     1.88405     1.41001   0.0108954
        4446     1.86968     1.41012   0.0108934
        4447     1.85319     1.41022   0.0108914
        4448     1.83611     1.41031   0.0108894
        4449     1.81807      1.4104   0.0108874
        4450     1.79868     1.41049   0.0108853
        4451      1.7795     1.41057   0.0108831
        4452     1.75946     1.41065    0.010881
        4453     1.73892     1.41073   0.0108788
        4454       1.718      1.4108   0.0108765
        4455      1.6973     1.41086   0.0108743
        4456     1.67576     1.41092    0.010872
        4457      1.6547     1.41097   0.0108697
        4458     1.63448     1.41102   0.0108674
        4459     1.61403     1.41107    0.010865
        4460     1.59345     1.41111   0.0108627
        4461     1.57286     1.41115   0.0108603
        4462     1.55308     1.41118   0.0108579
        4463      1.5335     1.41121   0.0108555
        4464     1.51467     1.41123   0.0108531
        4465     1.49741     1.41125   0.0108507
        4466     1.48058     1.41126   0.0108483
        4467     1.46569     1.41128   0.0108459
        4468     1.45135     1.41129   0.0108434
        4469     1.43759     1.41129    0.010841
        4470     1.42467     1.41129   0.0108386
        4471     1.41336     1.41129   0.0108362
        4472     1.40317     1.41129   0.0108337
        4473     1.39434     1.41129   0.0108313
        4474     1.38637     1.41128   0.0108289
        4475     1.38021     1.41128   0.0108265
        4476     1.37485     1.41127   0.0108241
        4477     1.37072     1.41126   0.0108217
        4478     1.36682     1.41125   0.0108192
        4479     1.36404     1.41124   0.0108168
        4480     1.36206     1.41123   0.0108144
        4481     1.36058     1.41122    0.010812
        4482     1.35975     1.41121   0.0108096
        4483     1.35995     1.41119   0.0108072
        4484      1.3599     1.41118   0.0108048
        4485     1.36143     1.41117   0.0108024
        4486     1.36203     1.41116      0.0108
        4487     1.36306     1.41115   0.0107976
        4488     1.36417     1.41114   0.0107952
        4489     1.36504     1.41113   0.0107928
        4490     1.36581     1.41112   0.0107904
        4491     1.36714     1.41111    0.010788
        4492     1.36797      1.4111   0.0107856
        4493     1.36751     1.41109   0.0107832
        4494     1.36716     1.41108   0.0107808
        4495     1.36661     1.41107   0.0107784
        4496     1.36535     1.41106    0.010776
        4497     1.36454     1.41105   0.0107736
        4498     1.36295     1.41104   0.0107712
        4499     1.35986     1.41103   0.0107689
        4500     1.35647     1.41102   0.0107665
        4501     1.35277       1.411   0.0107641
        4502     1.34856     1.41099   0.0107617
        4503      1.3441     1.41097   0.0107593
        4504     1.33918     1.41096   0.0107569
        4505     1.33409     1.41094   0.0107546
        4506     1.32865     1.41092   0.0107522
        4507     1.32218      1.4109   0.0107498
        4508     1.31546     1.41088   0.0107475
        4509     1.30929     1.41086   0.0107451
        4510     1.30254     1.41083   0.0107428
        4511     1.29502     1.41081   0.0107404
        4512     1.28803     1.41078   0.0107381
        4513     1.28138     1.41075   0.0107357
        4514     1.27515     1.41072   0.0107334
        4515     1.26892     1.41069    0.010731
        4516     1.26349     1.41066   0.0107287
        4517     1.25796     1.41063   0.0107264
        4518     1.25312     1.41059   0.0107241
        4519     1.24901     1.41055   0.0107218
        4520     1.24498     1.41052   0.0107195
        4521     1.24227     1.41048   0.0107172
        4522     1.24044     1.41044   0.0107148
        4523     1.23832     1.41041   0.0107125
        4524     1.23788     1.41037   0.0107102
        4525     1.23745     1.41033   0.0107079
        4526     1.23753     1.41029   0.0107057
        4527     1.23837     1.41025   0.0107034
        4528     1.24071     1.41022   0.0107011
        4529     1.24358     1.41018   0.0106988
        4530     1.24624     1.41014   0.0106965
        4531     1.25086     1.41011   0.0106942
        4532     1.25598     1.41007   0.0106918
        4533     1.26205     1.41004   0.0106895
        4534     1.26808     1.41001   0.0106872
        4535     1.27526     1.40998   0.0106849
        4536     1.28233     1.40995   0.0106826
        4537     1.29118     1.40993   0.0106803
        4538      1.3001      1.4099   0.0106779
        4539     1.30951     1.40988   0.0106756
        4540     1.31864     1.40986   0.0106733
        4541     1.32865     1.40984   0.0106709
        4542     1.33901     1.40983   0.0106686
        4543     1.35063     1.40981   0.0106663
        4544     1.36104      1.4098   0.0106639
        4545     1.37212     1.40979   0.0106616
        4546      1.3831     1.40979   0.0106592
        4547     1.39489     1.40978   0.0106569
        4548     1.40672     1.40978   0.0106546
        4549     1.41877     1.40979   0.0106522
        4550     1.43053     1.40979   0.0106499
        4551     1.44122      1.4098   0.0106475
        4552      1.4525     1.40981   0.0106452
        4553     1.46383     1.40982   0.0106429
        4554     1.47374     1.40983   0.0106405
        4555     1.48414     1.40985   0.0106382
        4556     1.49427     1.40987   0.0106359
        4557     1.50436     1.40989   0.0106336
        4558     1.51344     1.40991   0.0106313
        4559     1.52268     1.40994    0.010629
        4560     1.53136     1.40996   0.0106267
        4561     1.53997     1.40999   0.0106244
        4562     1.54873     1.41002   0.0106221
        4563      1.5567     1.41005   0.0106198
        4564     1.56508     1.41009   0.0106175
        4565     1.57267     1.41012   0.0106153
        4566     1.57998     1.41016    0.010613
        4567       1.587      1.4102   0.0106108
        4568     1.59352     1.41024   0.0106085
        4569     1.60025     1.41028   0.0106063
        4570     1.60599     1.41032    0.010604
        4571     1.61219     1.41037   0.0106018
        4572     1.61718     1.41041   0.0105996
        4573     1.62336     1.41046   0.0105974
        4574     1.62831     1.41051   0.0105952
        4575     1.63372     1.41056    0.010593
        4576     1.63887     1.41061   0.0105908
        4577     1.64206     1.41066   0.0105886
        4578     1.64617     1.41071   0.0105864
        4579     1.64951     1.41076   0.0105842
        4580     1.65305     1.41081    0.010582
        4581     1.65583     1.41087   0.0105798
        4582      1.6588     1.41092   0.0105777
        4583     1.66244     1.41097   0.0105755
        4584     1.66437     1.41103   0.0105733
        4585     1.66603     1.41109   0.0105712
        4586     1.66767     1.41114    0.010569
        4587      1.6693      1.4112   0.0105669
        4588     1.67095     1.41125   0.0105647
        4589      1.6714     1.41131   0.0105626
        4590     1.67213     1.41137   0.0105604
        4591      1.6729     1.41143   0.0105583
        4592     1.67348     1.41148   0.0105561
        4593     1.67388     1.41154    0.010554
        4594     1.67314      1.4116   0.0105518
        4595     1.67295     1.41165   0.0105497
        4596     1.67187     1.41171   0.0105476
        4597     1.67133     1.41177   0.0105454
        4598     1.67039     1.41182   0.0105433
        4599     1.66905     1.41188   0.0105411
        4600     1.66801     1.41193    0.010539
        4601     1.66583     1.41199   0.0105368
        4602     1.66396     1.41204   0.0105347
        4603      1.6619      1.4121   0.0105325
        4604     1.65917     1.41215   0.0105304
        4605     1.65674      1.4122   0.0105282
        4606     1.65483     1.41226   0.0105261
        4607     1.65247     1.41231   0.0105239
        4608     1.65039     1.41236   0.0105218
        4609     1.64689     1.41241   0.0105196
        4610     1.64438     1.41246   0.0105175
        4611     1.64093     1.41251   0.0105153
        4612     1.63725     1.41256   0.0105131
        4613     1.63334     1.41261    0.010511
        4614      1.6292     1.41266   0.0105088
        4615     1.62458      1.4127   0.0105066
        4616     1.61971     1.41275   0.0105044
        4617     1.61509     1.41279   0.0105022
        4618      1.6095     1.41283      0.0105
        4619     1.60415     1.41287   0.0104979
        4620     1.59832     1.41291   0.0104957
        4621     1.59345     1.41295   0.0104935
        4622      1.5869     1.41299   0.0104913
        4623     1.58107     1.41303   0.0104891
        4624     1.57382     1.41306   0.0104868
        4625     1.56754      1.4131   0.0104846
        4626     1.56081     1.41313   0.0104824
        4627     1.55385     1.41316   0.0104802
        4628     1.54692     1.41319    0.010478
        4629     1.54048     1.41321   0.0104757
        4630     1.53357     1.41324   0.0104735
        4631     1.52475     1.41326   0.0104713
        4632     1.51615     1.41329    0.010469
        4633      1.5085     1.41331   0.0104668
        4634     1.50009     1.41333   0.0104646
        4635     1.49186     1.41334   0.0104623
        4636     1.48258     1.41336   0.0104601
        4637     1.47319     1.41337   0.0104578
        4638     1.46341     1.41338   0.0104556
        4639     1.45346     1.41339   0.0104533
        4640     1.44259      1.4134   0.0104511
        4641     1.43125      1.4134   0.0104488
        4642     1.41941      1.4134   0.0104466
        4643     1.40729      1.4134   0.0104443
        4644     1.39462      1.4134   0.0104421
        4645      1.3814     1.41339   0.0104398
        4646     1.36737     1.41338   0.0104376
        4647     1.35324     1.41337   0.0104353
        4648     1.33832     1.41335   0.0104331
        4649     1.32356     1.41333   0.0104309
        4650     1.30731     1.41331   0.0104287
        4651     1.29105     1.41328   0.0104265
        4652     1.27432     1.41325   0.0104243
        4653     1.25669     1.41322   0.0104221
        4654     1.23726     1.41318   0.0104199
        4655     1.21898     1.41314   0.0104177
        4656     1.20094     1.41309   0.0104156
        4657     1.18227     1.41304   0.0104135
        4658     1.16353     1.41299   0.0104114
        4659     1.14479     1.41293   0.0104093
        4660     1.12543     1.41287   0.0104073
        4661     1.10697     1.41281   0.0104052
        4662     1.08807     1.41274   0.0104032
        4663     1.07026     1.41266   0.0104013
        4664     1.05316     1.41259   0.0103993
        4665     1.03708      1.4125   0.0103974
        4666     1.02116     1.41242   0.0103955
        4667     1.00621     1.41233   0.0103937
        4668    0.990861     1.41224   0.0103918
        4669    0.977128     1.41215     0.01039
        4670    0.964118     1.41205   0.0103882
        4671    0.952626     1.41196   0.0103865
        4672    0.941994     1.41186   0.0103847
        4673    0.933242     1.41175    0.010383
        4674    0.924978     1.41165   0.0103813
        4675    0.917971     1.41154   0.0103796
        4676    0.912501     1.41144    0.010378
        4677    0.908121     1.41133   0.0103763
        4678    0.904366     1.41122   0.0103746
        4679    0.902458     1.41111    0.010373
        4680    0.902647       1.411   0.0103714
        4681    0.903483     1.41089   0.0103697
        4682    0.906162     1.41079   0.0103681
        4683    0.910421     1.41068   0.0103664
        4684    0.915024     1.41057   0.0103647
        4685    0.921139     1.41047    0.010363
        4686    0.928723     1.41037   0.0103613
        4687    0.937484     1.41027   0.0103596
        4688     0.94688     1.41017   0.0103579
        4689    0.957565     1.41007   0.0103561
        4690    0.969467     1.40998   0.0103543
        4691    0.981786     1.40989   0.0103525
        4692    0.995647      1.4098   0.0103507
        4693     1.00953     1.40971   0.0103488
        4694     1.02382     1.40963    0.010347
        4695     1.03967     1.40955   0.0103451
        4696     1.05577     1.40948   0.0103431
        4697     1.07206      1.4094   0.0103412
        4698     1.08918     1.40934   0.0103392
        4699     1.10563     1.40927   0.0103372
        4700     1.12254     1.40921   0.0103352
        4701     1.13938     1.40915   0.0103331
        4702     1.15729      1.4091   0.0103311
        4703     1.17477     1.40905    0.010329
        4704     1.19203       1.409   0.0103269
        4705     1.20998     1.40896   0.0103248
        4706     1.22714     1.40892   0.0103227
        4707     1.24539     1.40889   0.0103205
        4708     1.26252     1.40886   0.0103184
        4709     1.27969     1.40883   0.0103162
        4710     1.29614      1.4088   0.0103141
        4711     1.31302     1.40878   0.0103119
        4712     1.32909     1.40877   0.0103097
        4713     1.34428     1.40875   0.0103076
        4714      1.3588     1.40874   0.0103054
        4715     1.37354     1.40874   0.0103032
        4716     1.38822     1.40873    0.010301
        4717     1.40158     1.40873   0.0102988
        4718       1.415     1.40873   0.0102967
        4719     1.42797     1.40874   0.0102945
        4720     1.43899     1.40874   0.0102923
        4721     1.44901     1.40875   0.0102901
        4722     1.46014     1.40876   0.0102879
        4723      1.4695     1.40877   0.0102858
        4724      1.4778     1.40879   0.0102836
        4725     1.48505      1.4088   0.0102814
        4726     1.49246     1.40882   0.0102793
        4727     1.49838     1.40884   0.0102771
        4728      1.5038     1.40886    0.010275
        4729     1.50853     1.40888   0.0102728
        4730     1.51287      1.4089   0.0102707
        4731     1.51687     1.40893   0.0102685
        4732     1.51963     1.40895   0.0102664
        4733     1.52194     1.40897   0.0102642
        4734     1.52412       1.409   0.0102621
        4735     1.52623     1.40902     0.01026
        4736     1.52834     1.40905   0.0102578
        4737     1.52955     1.40907   0.0102557
        4738     1.53089      1.4091   0.0102536
        4739     1.53217     1.40913   0.0102514
        4740     1.53442     1.40915   0.0102493
        4741     1.53573     1.40918   0.0102472
        4742     1.53641     1.40921    0.010245
        4743      1.5377     1.40923   0.0102429
        4744     1.53937     1.40926   0.0102408
        4745     1.54123     1.40929   0.0102387
        4746     1.54378     1.40932   0.0102366
        4747     1.54583     1.40935   0.0102344
        4748     1.54789     1.40937   0.0102323
        4749     1.55069      1.4094   0.0102302
        4750      1.5533     1.40943   0.0102281
        4751     1.55667     1.40947    0.010226
        4752     1.56012      1.4095   0.0102239
        4753      1.5646     1.40953   0.0102218
        4754     1.56893     1.40956   0.0102197
        4755     1.57336      1.4096   0.0102176
        4756     1.57838     1.40963   0.0102155
        4757     1.58398     1.40967   0.0102134
        4758     1.58968     1.40971   0.0102114
        4759     1.59597     1.40975   0.0102093
        4760     1.60309     1.40979   0.0102072
        4761     1.61029     1.40983   0.0102052
        4762     1.61805     1.40987   0.0102031
        4763     1.62488     1.40992   0.0102011
        4764     1.63292     1.40997   0.0101991
        4765      1.6414     1.41001    0.010197
        4766     1.64931     1.41006    0.010195
        4767     1.65682     1.41012    0.010193
        4768      1.6653     1.41017    0.010191
        4769     1.67274     1.41022    0.010189
        4770     1.68074     1.41028    0.010187
        4771     1.68893     1.41034   0.0101851
        4772     1.69601      1.4104   0.0101831
        4773     1.70258     1.41046   0.0101812
        4774     1.70901     1.41052   0.0101792
        4775     1.71468     1.41059   0.0101773
        4776     1.71875     1.41065   0.0101754
        4777     1.72279     1.41072   0.0101734
        4778     1.72524     1.41078   0.0101715
        4779     1.72549     1.41085   0.0101696
        4780     1.72467     1.41091   0.0101677
        4781     1.72316     1.41098   0.0101658
        4782     1.72042     1.41104   0.0101639
        4783     1.71616     1.41111   0.0101619
        4784     1.70938     1.41117     0.01016
        4785     1.70127     1.41123   0.0101581
        4786     1.69162     1.41129   0.0101561
        4787     1.68163     1.41135   0.0101541
        4788      1.6685      1.4114   0.0101522
        4789     1.65565     1.41145   0.0101502
        4790     1.64078      1.4115   0.0101482
        4791     1.62496     1.41154   0.0101461
        4792     1.60687     1.41158   0.0101441
        4793     1.58882     1.41162   0.0101421
        4794     1.57025     1.41165     0.01014
        4795     1.55036     1.41168   0.0101379
        4796     1.53098     1.41171   0.0101358
        4797     1.51085     1.41173   0.0101338
        4798      1.4899     1.41174   0.0101317
        4799     1.46901     1.41176   0.0101296
        4800     1.44835     1.41176   0.0101274
        4801     1.42831     1.41177   0.0101253
        4802      1.4088     1.41177   0.0101232
        4803     1.39042     1.41176   0.0101211
        4804     1.37259     1.41175    0.010119
        4805     1.35613     1.41174   0.0101169
        4806     1.34043     1.41173   0.0101148
        4807     1.32676     1.41171   0.0101127
        4808     1.31401     1.41169   0.0101107
        4809     1.30151     1.41167   0.0101086
        4810     1.29027     1.41164   0.0101065
        4811     1.28083     1.41161   0.0101044
        4812     1.27223     1.41159   0.0101024
        4813     1.26498     1.41156   0.0101003
        4814     1.25813     1.41152   0.0100983
        4815     1.25384     1.41149   0.0100962
        4816     1.25113     1.41146   0.0100942
        4817     1.24976     1.41142   0.0100922
        4818     1.24922     1.41139   0.0100901
        4819     1.24974     1.41136   0.0100881
        4820       1.252     1.41132    0.010086
        4821      1.2555     1.41129    0.010084
        4822     1.25947     1.41126    0.010082
        4823      1.2646     1.41123   0.0100799
        4824     1.27159      1.4112   0.0100779
        4825     1.27942     1.41117   0.0100758
        4826     1.28854     1.41115   0.0100738
        4827     1.29844     1.41112   0.0100717
        4828     1.30906      1.4111   0.0100696
        4829     1.32038     1.41108   0.0100676
        4830     1.33356     1.41107   0.0100655
        4831     1.34711     1.41106   0.0100634
        4832     1.36052     1.41104   0.0100613
        4833     1.37639     1.41104   0.0100593
        4834     1.39252     1.41103   0.0100572
        4835     1.40909     1.41103   0.0100551
        4836     1.42631     1.41104    0.010053
        4837     1.44365     1.41104   0.0100509
        4838     1.46128     1.41105   0.0100489
        4839      1.4806     1.41107   0.0100468
        4840     1.50011     1.41109   0.0100448
        4841     1.51972     1.41111   0.0100427
        4842     1.53961     1.41114   0.0100407
        4843     1.56017     1.41117   0.0100386
        4844     1.58013      1.4112   0.0100366
        4845     1.60035     1.41124   0.0100346
        4846     1.62072     1.41128   0.0100327
        4847     1.64066     1.41133   0.0100307
        4848     1.66031     1.41138   0.0100288
        4849     1.68003     1.41144   0.0100268
        4850     1.69873      1.4115   0.0100249
        4851     1.71631     1.41156   0.0100231
        4852     1.73407     1.41163   0.0100212
        4853     1.75022      1.4117   0.0100194
        4854     1.76585     1.41177   0.0100176
        4855     1.77987     1.41184   0.0100158
        4856      1.7934     1.41192   0.0100141
        4857     1.80464       1.412   0.0100123
        4858     1.81496     1.41209   0.0100106
        4859     1.82332     1.41217   0.0100089
        4860     1.83112     1.41226   0.0100072
        4861     1.83687     1.41235   0.0100056
        4862     1.84101     1.41243   0.0100039
        4863     1.84356     1.41252   0.0100022
        4864      1.8445     1.41261   0.0100006
        4865     1.84389      1.4127   0.0099989
        4866     1.84127     1.41279  0.00999723
        4867     1.83742     1.41287  0.00999556
        4868     1.83219     1.41296  0.00999388
        4869     1.82614     1.41305  0.00999219
        4870      1.8189     1.41313  0.00999048
        4871     1.80984     1.41321  0.00998876
        4872     1.80053     1.41329  0.00998703
        4873     1.79039     1.41337  0.00998528
        4874     1.77929     1.41344  0.00998351
        4875     1.76689     1.41352  0.00998173
        4876     1.75502     1.41359  0.00997993
        4877     1.74237     1.41365  0.00997811
        4878     1.73004     1.41372  0.00997627
        4879     1.71842     1.41378  0.00997442
        4880     1.70547     1.41384  0.00997256
        4881      1.6923      1.4139  0.00997068
        4882     1.67998     1.41395  0.00996879
        4883      1.6689       1.414  0.00996688
        4884     1.65748     1.41405  0.00996497
        4885     1.64753      1.4141  0.00996304
        4886     1.63891     1.41415  0.00996111
        4887     1.63075     1.41419  0.00995917
        4888     1.62364     1.41423  0.00995722
        4889     1.61813     1.41428  0.00995527
        4890     1.61285     1.41432  0.00995332
        4891     1.60786     1.41436  0.00995136
        4892     1.60585      1.4144  0.00994941
        4893      1.6047     1.41443  0.00994745
        4894      1.6054     1.41447  0.00994549
        4895     1.60772     1.41451  0.00994354
        4896     1.61092     1.41455  0.00994159
        4897     1.61427     1.41459  0.00993964
        4898     1.61989     1.41464   0.0099377
        4899     1.62725     1.41468  0.00993577
        4900     1.63605     1.41472  0.00993384
        4901      1.6457     1.41477  0.00993193
        4902     1.65586     1.41482  0.00993002
        4903     1.66713     1.41487  0.00992813
        4904     1.67864     1.41493  0.00992625
        4905     1.69096     1.41498  0.00992439
        4906     1.70415     1.41504  0.00992254
        4907     1.71683      1.4151  0.00992071
        4908     1.73048     1.41517   0.0099189
        4909     1.74419     1.41523   0.0099171
        4910     1.75557      1.4153  0.00991533
        4911     1.76732     1.41537  0.00991357
        4912     1.77826     1.41545  0.00991182
        4913      1.7887     1.41552   0.0099101
        4914     1.79702      1.4156  0.00990838
        4915     1.80524     1.41568  0.00990668
        4916     1.81153     1.41576    0.009905
        4917      1.8153     1.41584  0.00990332
        4918     1.81842     1.41592  0.00990164
        4919      1.8201     1.41601  0.00989997
        4920     1.81985     1.41609   0.0098983
        4921     1.81815     1.41617  0.00989662
        4922     1.81455     1.41625  0.00989494
        4923     1.80937     1.41633  0.00989325
        4924     1.80219     1.41641  0.00989156
        4925     1.79408     1.41649  0.00988984
        4926     1.78466     1.41656  0.00988812
        4927     1.77382     1.41663  0.00988638
        4928      1.7624      1.4167  0.00988462
        4929     1.75005     1.41677  0.00988285
        4930     1.73715     1.41684  0.00988106
        4931      1.7231      1.4169  0.00987925
        4932      1.7085     1.41696  0.00987742
        4933     1.69348     1.41701  0.00987558
        4934      1.6791     1.41707  0.00987372
        4935      1.6633     1.41712  0.00987184
        4936     1.64715     1.41716  0.00986995
        4937     1.63145     1.41721  0.00986805
        4938     1.61581     1.41725  0.00986613
        4939     1.60054     1.41728  0.00986421
        4940      1.5857     1.41732  0.00986227
        4941     1.57087     1.41735  0.00986032
        4942     1.55586     1.41738  0.00985837
        4943     1.54119      1.4174   0.0098564
        4944     1.52786     1.41742  0.00985444
        4945     1.51518     1.41744  0.00985246
        4946     1.50293     1.41746  0.00985049
        4947     1.49017     1.41748  0.00984851
        4948     1.47761     1.41749  0.00984652
        4949     1.46599      1.4175  0.00984454
        4950     1.45457     1.41751  0.00984255
        4951     1.44358     1.41751  0.00984056
        4952     1.43323     1.41751  0.00983858
        4953     1.42279     1.41752  0.00983659
        4954     1.41295     1.41751  0.00983461
        4955     1.40389     1.41751  0.00983262
        4956     1.39559     1.41751  0.00983064
        4957     1.38656      1.4175  0.00982866
        4958     1.37748     1.41749  0.00982668
        4959      1.3683     1.41748   0.0098247
        4960      1.3597     1.41747  0.00982273
        4961     1.35164     1.41746  0.00982076
        4962     1.34239     1.41744  0.00981879
        4963     1.33386     1.41743  0.00981683
        4964     1.32482     1.41741  0.00981487
        4965     1.31667     1.41739  0.00981291
        4966     1.30774     1.41737  0.00981096
        4967     1.29825     1.41734  0.00980901
        4968     1.28917     1.41732  0.00980707
        4969     1.28098     1.41729  0.00980514
        4970     1.27179     1.41726  0.00980321
        4971      1.2616     1.41723  0.00980129
        4972     1.25286     1.41719  0.00979937
        4973     1.24392     1.41716  0.00979746
        4974     1.23553     1.41712  0.00979556
        4975     1.22702     1.41708  0.00979367
        4976     1.21818     1.41705  0.00979178
        4977     1.21004       1.417   0.0097899
        4978     1.20143     1.41696  0.00978803
        4979     1.19289     1.41692  0.00978617
        4980     1.18517     1.41687  0.00978431
        4981     1.17786     1.41682  0.00978247
        4982     1.17098     1.41677  0.00978063
        4983     1.16483     1.41672  0.00977879
        4984     1.15921     1.41667  0.00977697
        4985     1.15389     1.41662  0.00977515
        4986     1.14892     1.41656  0.00977334
        4987       1.146     1.41651  0.00977153
        4988     1.14324     1.41645  0.00976972
        4989     1.14067      1.4164  0.00976792
        4990     1.13853     1.41634  0.00976612
        4991     1.13685     1.41629  0.00976433
        4992     1.13611     1.41623  0.00976253
        4993     1.13633     1.41617  0.00976074
        4994      1.1368     1.41612  0.00975894
        4995     1.13776     1.41606  0.00975715
        4996     1.14066     1.41601  0.00975535
        4997     1.14383     1.41595  0.00975355
        4998     1.14846      1.4159  0.00975175
        4999     1.15336     1.41585  0.00974994
        5000     1.15829      1.4158  0.00974812
        5001     1.16493     1.41575   0.0097463
        5002     1.17088      1.4157  0.00974448
        5003     1.17879     1.41565  0.00974264
        5004     1.18793      1.4156   0.0097408
        5005     1.19735     1.41556  0.00973895
        5006     1.20775     1.41552   0.0097371
        5007     1.21818     1.41548  0.00973523
        5008     1.22936     1.41544  0.00973336
        5009     1.24198     1.41541  0.00973148
        5010     1.25533     1.41538  0.00972959
        5011     1.26866     1.41535  0.00972769
        5012     1.28341     1.41532  0.00972579
        5013     1.29836      1.4153  0.00972387
        5014     1.31371     1.41528  0.00972195
        5015      1.3297     1.41526  0.00972003
        5016     1.34579     1.41525   0.0097181
        5017     1.36317     1.41523  0.00971617
        5018     1.38059     1.41523  0.00971424
        5019     1.39873     1.41522   0.0097123
        5020     1.41707     1.41523  0.00971037
        5021     1.43652     1.41523  0.00970844
        5022     1.45558     1.41524  0.00970651
        5023     1.47588     1.41525  0.00970458
        5024     1.49616     1.41527  0.00970266
        5025     1.51685     1.41529  0.00970075
        5026     1.53667     1.41531  0.00969885
        5027     1.55628     1.41534  0.00969696
        5028     1.57683     1.41537  0.00969509
        5029     1.59729     1.41541  0.00969323
        5030      1.6171     1.41545  0.00969138
        5031     1.63622     1.41549  0.00968956
        5032     1.65673     1.41554  0.00968775
        5033     1.67497     1.41559  0.00968596
        5034     1.69402     1.41564   0.0096842
        5035      1.7126      1.4157  0.00968245
        5036     1.73018     1.41577  0.00968073
        5037     1.74745     1.41583  0.00967903
        5038     1.76313      1.4159  0.00967736
        5039     1.77936     1.41597  0.00967571
        5040     1.79489     1.41605  0.00967408
        5041     1.80944     1.41613  0.00967247
        5042     1.82297     1.41621  0.00967089
        5043     1.83617     1.41629  0.00966933
        5044      1.8483     1.41638  0.00966779
        5045     1.85981     1.41646  0.00966628
        5046      1.8702     1.41655  0.00966478
        5047     1.87945     1.41665   0.0096633
        5048     1.88804     1.41674  0.00966184
        5049     1.89548     1.41683  0.00966039
        5050     1.90177     1.41693  0.00965895
        5051     1.90689     1.41703  0.00965753
        5052     1.91232     1.41712  0.00965611
        5053     1.91637     1.41722  0.00965471
        5054     1.92002     1.41732  0.00965331
        5055     1.92232     1.41742  0.00965192
        5056     1.92354     1.41752  0.00965053
        5057     1.92394     1.41762  0.00964914
        5058     1.92404     1.41772  0.00964775
        5059     1.92312     1.41782  0.00964636
        5060     1.92124     1.41792  0.00964497
        5061      1.9189     1.41802  0.00964357
        5062     1.91637     1.41812  0.00964217
        5063     1.91321     1.41822  0.00964076
        5064     1.90921     1.41832  0.00963934
        5065      1.9044     1.41841  0.00963792
        5066     1.89834     1.41851  0.00963648
