#   N_BLOCK:  ACCEPTANCE:
          37    0.435781
          38    0.435703
          39    0.435624
          40    0.435547
          41    0.435469
          42    0.435388
          43     0.43531
          44    0.435229
          45    0.435152
          46    0.435076
          47    0.435001
          48    0.434922
          49    0.434844
          50    0.434766
          51    0.434691
          52    0.434612
          53    0.434535
          54    0.434458
          55     0.43438
          56    0.434307
          57     0.43423
          58    0.434156
          59     0.43408
          60    0.434003
          61    0.433931
          62    0.433854
          63    0.433774
          64    0.433698
          65    0.433623
          66    0.433551
          67    0.433477
          68    0.433401
          69    0.433324
          70    0.433249
          71    0.433178
          72    0.433102
          73    0.433026
          74    0.432954
          75     0.43288
          76    0.432808
          77    0.432734
          78    0.432664
          79    0.432589
          80    0.432512
          81    0.432439
          82    0.432364
          83    0.432291
          84    0.432215
          85    0.432143
          86    0.432069
          87    0.431994
          88    0.431919
          89    0.431845
          90    0.431773
          91    0.431701
          92    0.431628
          93    0.431554
          94    0.431483
          95    0.431408
          96    0.431334
          97    0.431261
          98    0.431189
          99    0.431117
         100    0.431043
           1    0.430836
           2    0.430754
           3    0.430671
           4    0.430586
           5    0.430503
           6    0.430416
           7    0.430337
           8    0.430253
           9    0.430173
          10    0.430088
          11    0.430006
          12    0.429922
          13     0.42984
          14    0.429757
          15    0.429675
          16    0.429593
          17    0.429513
          18    0.429432
          19    0.429349
          20    0.429268
          21    0.429189
          22    0.429105
          23    0.429024
          24    0.428943
          25    0.428864
          26    0.428785
          27    0.428703
          28    0.428623
          29    0.428542
          30    0.428464
          31     0.42838
          32      0.4283
          33    0.428218
          34     0.42814
          35    0.428062
          36    0.427982
          37      0.4279
          38    0.427821
          39     0.42774
          40    0.427664
          41    0.427588
          42    0.427507
          43    0.427425
          44    0.427344
          45    0.427263
          46    0.427182
          47    0.427101
          48    0.427025
          49    0.426947
          50    0.426871
          51    0.426793
          52    0.426716
          53    0.426635
          54     0.42656
          55    0.426482
          56    0.426401
          57     0.42632
          58    0.426242
          59    0.426165
          60    0.426089
          61     0.42601
          62    0.425932
          63    0.425855
          64    0.425778
          65    0.425699
          66    0.425624
          67    0.425548
          68     0.42547
          69    0.425396
          70    0.425319
          71    0.425243
          72    0.425166
          73    0.425091
          74    0.425017
          75    0.424939
          76    0.424863
          77    0.424788
          78    0.424713
          79    0.424635
          80    0.424559
          81    0.424482
          82    0.424407
          83    0.424331
          84    0.424255
          85     0.42418
          86    0.424104
          87    0.424027
          88     0.42395
          89    0.423874
          90    0.423798
          91    0.423722
          92    0.423646
          93     0.42357
          94    0.423496
          95     0.42342
          96    0.423343
          97    0.423268
          98    0.423194
          99    0.423121
         100    0.423049
           1    0.422837
           2     0.42275
           3    0.422664
           4    0.422582
           5    0.422501
           6    0.422417
           7    0.422336
           8     0.42225
           9    0.422165
          10    0.422079
          11    0.421995
          12    0.421909
          13    0.421829
          14    0.421742
          15    0.421659
          16    0.421571
          17    0.421488
          18    0.421407
          19     0.42132
          20    0.421238
          21    0.421153
          22    0.421071
          23    0.420987
          24    0.420902
          25     0.42082
          26    0.420738
          27    0.420657
          28    0.420575
          29    0.420491
          30    0.420407
          31    0.420322
          32    0.420242
          33    0.420157
          34    0.420073
          35    0.419996
          36    0.419912
          37    0.419834
          38    0.419751
          39    0.419672
          40     0.41959
          41    0.419506
          42    0.419425
          43    0.419344
          44    0.419261
          45     0.41918
          46    0.419099
          47     0.41902
          48    0.418939
          49    0.418859
          50    0.418776
          51      0.4187
          52    0.418621
          53    0.418543
          54    0.418464
          55    0.418383
          56    0.418302
          57    0.418222
          58    0.418142
          59    0.418063
          60    0.417984
          61    0.417903
          62    0.417822
          63     0.41774
          64    0.417662
          65    0.417582
          66    0.417504
          67    0.417424
          68    0.417344
          69    0.417268
          70    0.417188
          71    0.417111
          72    0.417032
          73    0.416952
          74    0.416873
          75    0.416796
          76    0.416716
          77    0.416638
          78    0.416561
          79     0.41648
          80    0.416399
          81    0.416321
          82    0.416242
          83    0.416164
          84    0.416086
          85    0.416008
          86    0.415928
          87    0.415849
          88     0.41577
          89    0.415691
          90    0.415615
          91    0.415533
          92    0.415455
          93    0.415379
          94    0.415301
          95    0.415224
          96    0.415148
          97    0.415069
          98    0.414988
          99     0.41491
         100    0.414832
           1    0.414613
           2    0.414524
           3    0.414438
           4    0.414351
           5    0.414264
           6    0.414174
           7    0.414085
           8    0.414001
           9    0.413917
          10    0.413828
          11    0.413741
          12    0.413655
          13     0.41357
          14    0.413484
          15    0.413397
          16     0.41331
          17    0.413223
          18    0.413138
          19    0.413049
          20     0.41296
          21    0.412875
          22    0.412789
          23    0.412703
          24     0.41262
          25    0.412532
          26    0.412445
          27    0.412359
          28    0.412277
          29    0.412197
          30    0.412114
          31    0.412028
          32    0.411944
          33     0.41186
          34    0.411776
          35    0.411694
          36     0.41161
          37    0.411526
          38    0.411445
          39     0.41136
          40    0.411276
          41    0.411195
          42    0.411111
          43    0.411029
          44    0.410948
          45    0.410863
          46    0.410781
          47    0.410699
          48    0.410619
          49    0.410536
          50     0.41045
          51    0.410369
          52    0.410287
          53    0.410204
          54    0.410125
          55    0.410042
          56    0.409962
          57    0.409881
          58    0.409799
          59    0.409716
          60    0.409635
          61    0.409552
          62     0.40947
          63    0.409391
          64    0.409309
          65     0.40923
          66    0.409149
          67    0.409067
          68    0.408986
          69    0.408904
          70    0.408825
          71    0.408743
          72     0.40866
          73    0.408578
          74      0.4085
          75    0.408419
          76    0.408337
          77    0.408257
          78    0.408175
          79    0.408095
          80    0.408014
          81    0.407932
          82    0.407852
          83    0.407774
          84    0.407696
          85    0.407618
          86    0.407539
          87     0.40746
          88     0.40738
          89      0.4073
          90    0.407219
          91     0.40714
          92    0.407061
          93    0.406981
          94    0.406899
          95    0.406818
          96    0.406742
          97    0.406662
          98    0.406579
          99    0.406501
         100    0.406422
           1    0.406197
           2    0.406107
           3    0.406019
           4    0.405931
           5    0.405841
           6    0.405754
           7    0.405663
           8    0.405576
           9    0.405487
          10    0.405398
          11     0.40531
          12    0.405222
          13    0.405135
          14    0.405048
          15    0.404961
          16    0.404873
          17    0.404786
          18    0.404699
          19    0.404615
          20    0.404528
          21    0.404441
          22    0.404356
          23    0.404268
          24    0.404181
          25    0.404092
          26    0.404006
          27    0.403918
          28    0.403833
          29     0.40375
          30    0.403665
          31    0.403577
          32    0.403491
          33    0.403404
          34    0.403318
          35    0.403233
          36    0.403145
          37    0.403058
          38    0.402972
          39    0.402884
          40      0.4028
          41    0.402716
          42    0.402632
          43    0.402546
          44    0.402462
          45    0.402375
          46    0.402289
          47    0.402205
          48     0.40212
          49    0.402035
          50    0.401951
          51    0.401865
          52    0.401781
          53    0.401696
          54     0.40161
          55    0.401527
          56    0.401446
          57     0.40136
          58    0.401273
          59     0.40119
          60    0.401106
          61    0.401022
          62    0.400938
          63    0.400855
          64     0.40077
          65    0.400683
          66    0.400597
          67    0.400513
          68    0.400431
          69    0.400347
          70    0.400265
          71     0.40018
          72    0.400096
          73    0.400015
          74    0.399933
          75    0.399852
          76    0.399771
          77    0.399688
          78    0.399607
          79    0.399524
          80    0.399445
          81    0.399361
          82     0.39928
          83    0.399199
          84    0.399114
          85     0.39903
          86    0.398949
          87    0.398865
          88    0.398783
          89    0.398703
          90    0.398621
          91    0.398536
          92    0.398454
          93    0.398372
          94    0.398291
          95     0.39821
          96    0.398128
          97    0.398048
          98    0.397963
          99    0.397884
         100    0.397803
           1    0.397572
           2    0.397479
           3    0.397389
           4    0.397298
           5    0.397209
           6    0.397121
           7     0.39703
           8    0.396942
           9    0.396852
          10    0.396764
          11    0.396674
          12    0.396585
          13    0.396493
          14    0.396404
          15    0.396314
          16    0.396223
          17    0.396131
          18    0.396045
          19    0.395956
          20    0.395866
          21    0.395778
          22     0.39569
          23    0.395604
          24    0.395514
          25    0.395426
          26    0.395333
          27    0.395246
          28    0.395158
          29    0.395066
          30    0.394981
          31    0.394894
          32    0.394809
          33    0.394723
          34    0.394634
          35    0.394548
          36    0.394462
          37    0.394373
          38    0.394286
          39    0.394202
          40    0.394115
          41    0.394027
          42    0.393937
          43    0.393849
          44    0.393765
          45    0.393676
          46    0.393587
          47      0.3935
          48    0.393414
          49    0.393327
          50    0.393242
          51    0.393156
          52    0.393069
          53    0.392983
          54    0.392895
          55    0.392811
          56    0.392725
          57    0.392637
          58    0.392553
          59    0.392468
          60    0.392383
          61    0.392299
          62    0.392209
          63    0.392122
          64    0.392037
          65    0.391951
          66    0.391866
          67    0.391783
          68    0.391699
          69    0.391615
          70    0.391528
          71    0.391443
          72    0.391362
          73    0.391279
          74    0.391192
          75    0.391105
          76     0.39102
          77    0.390937
          78    0.390854
          79    0.390771
          80    0.390686
          81    0.390601
          82    0.390517
          83    0.390432
          84    0.390347
          85    0.390264
          86    0.390181
          87    0.390096
          88    0.390015
          89    0.389928
          90    0.389843
          91    0.389758
          92    0.389679
          93    0.389594
          94    0.389514
          95    0.389428
          96    0.389345
          97    0.389264
          98    0.389182
          99    0.389098
         100    0.389019
           1    0.388787
           2    0.388698
           3    0.388607
           4    0.388514
           5     0.38842
           6    0.388328
           7    0.388239
           8    0.388147
           9    0.388055
          10    0.387963
          11    0.387871
          12    0.387779
          13    0.387688
          14    0.387595
          15    0.387503
          16    0.387411
          17    0.387322
          18     0.38723
          19    0.387141
          20    0.387051
          21    0.386964
          22    0.386872
          23    0.386779
          24    0.386686
          25    0.386595
          26    0.386503
          27    0.386413
          28    0.386322
          29    0.386236
          30    0.386148
          31    0.386061
          32    0.385971
          33    0.385878
          34    0.385787
          35    0.385698
          36    0.385608
          37    0.385516
          38    0.385428
          39    0.385338
          40    0.385247
          41    0.385157
          42    0.385074
          43    0.384987
          44    0.384898
          45    0.384807
          46    0.384716
          47     0.38463
          48     0.38454
          49    0.384453
          50    0.384362
          51    0.384278
          52     0.38419
          53      0.3841
          54    0.384012
          55    0.383922
          56    0.383836
          57    0.383747
          58     0.38366
          59    0.383574
          60    0.383488
          61    0.383399
          62    0.383311
          63    0.383222
          64    0.383134
          65    0.383049
          66    0.382964
          67    0.382878
          68     0.38279
          69    0.382699
          70    0.382612
          71    0.382524
          72    0.382437
          73    0.382351
          74    0.382266
          75     0.38218
          76    0.382093
          77    0.382008
          78    0.381918
          79     0.38183
          80    0.381741
          81    0.381657
          82     0.38157
          83    0.381482
          84    0.381398
          85    0.381313
          86    0.381229
          87    0.381144
          88    0.381054
          89    0.380966
          90    0.380881
          91    0.380794
          92     0.38071
          93    0.380625
          94    0.380543
          95    0.380456
          96    0.380372
          97    0.380285
          98    0.380197
          99    0.380112
         100    0.380028
           1    0.379794
           2    0.379701
           3    0.379607
           4    0.379514
           5     0.37942
           6    0.379327
           7    0.379232
           8    0.379138
           9    0.379045
          10    0.378952
          11    0.378858
          12    0.378766
          13    0.378673
          14    0.378583
          15    0.378488
          16    0.378395
          17    0.378303
          18    0.378209
          19    0.378116
          20    0.378021
          21     0.37793
          22    0.377838
          23    0.377747
          24    0.377655
          25    0.377563
          26     0.37747
          27    0.377377
          28    0.377287
          29    0.377196
          30    0.377107
          31    0.377018
          32    0.376923
          33     0.37683
          34    0.376737
          35    0.376647
          36    0.376556
          37    0.376465
          38    0.376374
          39    0.376284
          40    0.376192
          41    0.376101
          42     0.37601
          43    0.375922
          44    0.375832
          45    0.375744
          46     0.37565
          47    0.375557
          48    0.375464
          49    0.375373
          50    0.375282
          51    0.375194
          52    0.375104
          53    0.375016
          54    0.374929
          55    0.374841
          56    0.374749
          57     0.37466
          58    0.374572
          59    0.374484
          60    0.374394
          61     0.37431
          62    0.374221
          63    0.374132
          64    0.374041
          65    0.373954
          66    0.373867
          67    0.373779
          68    0.373692
          69    0.373602
          70    0.373514
          71    0.373424
          72    0.373334
          73    0.373245
          74    0.373156
          75    0.373069
          76    0.372983
          77    0.372895
          78    0.372807
          79    0.372717
          80    0.372628
          81    0.372543
          82    0.372453
          83    0.372363
          84    0.372274
          85     0.37219
          86    0.372102
          87    0.372013
          88    0.371925
          89    0.371839
          90    0.371754
          91    0.371664
          92    0.371573
          93    0.371484
          94    0.371395
          95    0.371307
          96    0.371219
          97    0.371132
          98    0.371045
          99    0.370958
         100    0.370873
           1    0.370636
           2     0.37054
           3    0.370447
           4    0.370349
           5    0.370253
           6     0.37016
           7    0.370064
           8     0.36997
           9    0.369879
          10    0.369783
          11    0.369691
          12    0.369596
          13    0.369502
          14     0.36941
          15    0.369318
          16    0.369224
          17    0.369128
          18    0.369029
          19    0.368933
          20     0.36884
          21    0.368747
          22    0.368652
          23     0.36856
          24    0.368466
          25    0.368371
          26    0.368278
          27    0.368184
          28    0.368091
          29    0.367996
          30    0.367905
          31    0.367813
          32    0.367719
          33    0.367626
          34    0.367533
          35    0.367446
          36    0.367352
          37     0.36726
          38     0.36717
          39    0.367078
          40    0.366984
          41    0.366894
          42      0.3668
          43    0.366709
          44    0.366617
          45    0.366526
          46    0.366435
          47    0.366343
          48    0.366248
          49    0.366155
          50    0.366064
          51    0.365975
          52    0.365887
          53    0.365794
          54    0.365703
          55    0.365611
          56    0.365522
          57    0.365426
          58    0.365334
          59    0.365243
          60    0.365151
          61    0.365058
          62    0.364972
          63    0.364882
          64     0.36479
          65    0.364703
          66    0.364612
          67    0.364523
          68    0.364436
          69    0.364346
          70    0.364259
          71    0.364172
          72    0.364077
          73     0.36399
          74    0.363902
          75    0.363813
          76    0.363725
          77    0.363636
          78    0.363546
          79    0.363459
          80     0.36337
          81    0.363283
          82    0.363195
          83    0.363104
          84    0.363014
          85    0.362926
          86    0.362837
          87    0.362747
          88     0.36266
          89    0.362572
          90    0.362483
          91    0.362392
          92    0.362303
          93    0.362216
          94    0.362131
          95    0.362042
          96    0.361953
          97    0.361864
          98    0.361778
          99    0.361689
         100    0.361602
           1    0.361364
           2     0.36127
           3    0.361174
           4    0.361075
           5    0.360976
           6    0.360883
           7    0.360789
           8    0.360694
           9    0.360595
          10    0.360502
          11    0.360406
          12    0.360311
          13    0.360214
          14    0.360117
          15    0.360023
          16    0.359929
          17    0.359834
          18     0.35974
          19    0.359646
          20    0.359551
          21    0.359459
          22    0.359365
          23    0.359271
          24     0.35918
          25    0.359084
          26    0.358989
          27    0.358897
          28    0.358804
          29     0.35871
          30    0.358615
          31    0.358523
          32    0.358428
          33    0.358336
          34    0.358241
          35    0.358148
          36    0.358057
          37    0.357964
          38    0.357872
          39    0.357779
          40    0.357685
          41    0.357593
          42    0.357501
          43     0.35741
          44    0.357317
          45    0.357226
          46    0.357133
          47    0.357038
          48    0.356945
          49    0.356854
          50    0.356757
          51    0.356667
          52    0.356574
          53    0.356482
          54    0.356391
          55    0.356301
          56    0.356208
          57    0.356118
          58    0.356022
          59     0.35593
          60    0.355837
          61    0.355748
          62    0.355657
          63    0.355566
          64    0.355475
          65    0.355383
          66    0.355292
          67    0.355198
          68     0.35511
          69    0.355021
          70    0.354931
          71     0.35484
          72    0.354751
          73     0.35466
          74    0.354567
          75    0.354478
          76    0.354386
          77    0.354294
          78    0.354203
          79    0.354112
          80    0.354021
          81    0.353929
          82    0.353838
          83    0.353745
          84    0.353654
          85    0.353565
          86    0.353474
          87    0.353383
          88    0.353294
          89    0.353204
          90    0.353113
          91    0.353024
          92    0.352934
          93    0.352843
          94    0.352752
          95    0.352659
          96    0.352568
          97     0.35248
          98    0.352392
          99    0.352299
         100    0.352209
           1     0.35197
           2    0.351874
           3    0.351777
           4    0.351678
           5    0.351585
           6    0.351486
           7    0.351391
           8    0.351296
           9      0.3512
          10    0.351101
          11    0.351006
          12    0.350913
          13    0.350817
          14    0.350719
          15    0.350626
          16    0.350538
          17    0.350444
          18    0.350349
          19    0.350254
          20    0.350162
          21    0.350067
          22    0.349973
          23    0.349879
          24    0.349785
          25    0.349688
          26    0.349595
          27    0.349505
          28     0.34941
          29    0.349318
          30    0.349219
          31    0.349122
          32    0.349026
          33    0.348929
          34    0.348833
          35    0.348739
          36    0.348646
          37    0.348552
          38    0.348459
          39    0.348365
          40    0.348271
          41    0.348175
          42    0.348083
          43     0.34799
          44    0.347894
          45    0.347806
          46    0.347714
          47    0.347623
          48    0.347528
          49    0.347434
          50    0.347341
          51    0.347247
          52    0.347156
          53    0.347066
          54    0.346971
          55    0.346882
          56    0.346791
          57    0.346697
          58    0.346608
          59    0.346518
          60    0.346426
          61    0.346334
          62    0.346242
          63    0.346148
          64    0.346058
          65    0.345964
          66    0.345872
          67    0.345782
          68    0.345691
          69    0.345599
          70    0.345508
          71    0.345416
          72    0.345324
          73    0.345229
          74    0.345139
          75    0.345049
          76    0.344958
          77    0.344868
          78    0.344775
          79    0.344681
          80     0.34459
          81    0.344501
          82     0.34441
          83    0.344319
          84     0.34423
          85    0.344138
          86    0.344048
          87    0.343955
          88    0.343862
          89    0.343767
          90    0.343677
          91    0.343588
          92    0.343498
          93    0.343407
          94    0.343318
          95    0.343225
          96     0.34313
          97    0.343036
          98    0.342944
          99    0.342852
         100    0.342761
           1    0.342513
           2    0.342414
           3    0.342315
           4    0.342218
           5    0.342121
           6    0.342023
           7     0.34192
           8    0.341825
           9    0.341727
          10    0.341631
          11    0.341537
          12     0.34144
          13    0.341346
          14    0.341249
          15    0.341154
          16    0.341054
          17     0.34096
          18    0.340864
          19    0.340765
          20    0.340668
          21    0.340571
          22    0.340475
          23    0.340383
          24    0.340286
          25    0.340185
          26    0.340089
          27    0.339995
          28    0.339897
          29    0.339804
          30    0.339708
          31    0.339614
          32    0.339523
          33    0.339427
          34    0.339334
          35    0.339241
          36    0.339148
          37     0.33905
          38    0.338948
          39    0.338853
          40    0.338763
          41    0.338671
          42    0.338576
          43    0.338486
          44     0.33839
          45    0.338294
          46    0.338201
          47    0.338106
          48    0.338009
          49    0.337911
          50    0.337818
          51    0.337724
          52     0.33763
          53    0.337533
          54    0.337438
          55    0.337343
          56    0.337248
          57    0.337151
          58    0.337057
          59    0.336965
          60    0.336869
          61     0.33678
          62    0.336689
          63    0.336598
          64    0.336507
          65    0.336413
          66    0.336321
          67     0.33623
          68    0.336136
          69    0.336042
          70    0.335948
          71    0.335857
          72    0.335767
          73    0.335671
          74    0.335576
          75    0.335482
          76    0.335393
          77    0.335298
          78    0.335203
          79     0.33511
          80    0.335013
          81    0.334923
          82    0.334831
          83    0.334738
          84    0.334653
          85    0.334563
          86    0.334472
          87    0.334379
          88    0.334288
          89    0.334194
          90    0.334103
          91     0.33401
          92    0.333919
          93    0.333827
          94    0.333738
          95    0.333649
          96    0.333558
          97    0.333466
          98    0.333374
          99     0.33328
         100    0.333189
           1    0.332942
           2    0.332847
           3    0.332749
           4    0.332652
           5    0.332559
           6    0.332459
           7    0.332364
           8    0.332265
           9    0.332164
          10    0.332067
          11    0.331967
          12    0.331871
          13    0.331776
          14    0.331677
          15    0.331579
          16    0.331484
          17    0.331386
          18    0.331296
          19    0.331203
          20    0.331111
          21    0.331016
          22    0.330919
          23    0.330821
          24    0.330725
          25    0.330624
          26    0.330526
          27    0.330433
          28    0.330334
          29    0.330239
          30     0.33014
          31    0.330048
          32     0.32995
          33    0.329855
          34    0.329758
          35    0.329664
          36    0.329572
          37    0.329478
          38    0.329385
          39    0.329288
          40    0.329188
          41    0.329098
          42    0.329003
          43    0.328909
          44    0.328815
          45    0.328718
          46    0.328625
          47    0.328531
          48    0.328439
          49    0.328344
          50    0.328248
          51    0.328147
          52    0.328051
          53    0.327953
          54    0.327859
          55    0.327764
          56    0.327668
          57    0.327569
          58    0.327478
          59    0.327379
          60    0.327285
          61    0.327194
          62      0.3271
          63    0.327002
          64    0.326914
          65     0.32682
          66    0.326729
          67    0.326633
          68     0.32654
          69     0.32645
          70    0.326359
          71    0.326264
          72    0.326171
          73    0.326082
          74    0.325986
          75    0.325894
          76    0.325803
          77    0.325714
          78    0.325623
          79     0.32553
          80    0.325436
          81    0.325344
          82    0.325252
          83     0.32516
          84    0.325067
          85    0.324977
          86    0.324888
          87    0.324797
          88    0.324706
          89    0.324617
          90    0.324529
          91    0.324432
          92    0.324336
          93    0.324239
          94    0.324147
          95    0.324051
          96     0.32396
          97    0.323867
          98    0.323776
          99    0.323684
         100    0.323589
           1    0.323347
           2    0.323249
           3    0.323151
           4    0.323057
           5    0.322959
           6    0.322864
           7    0.322764
           8    0.322665
           9    0.322572
          10    0.322477
          11    0.322381
          12    0.322282
          13    0.322187
          14    0.322089
          15     0.32199
          16    0.321898
          17    0.321799
          18    0.321702
          19    0.321603
          20    0.321506
          21    0.321408
          22    0.321312
          23    0.321215
          24    0.321116
          25    0.321014
          26    0.320913
          27    0.320817
          28    0.320722
          29    0.320625
          30    0.320529
          31    0.320433
          32    0.320335
          33    0.320237
          34    0.320139
          35    0.320041
          36    0.319949
          37    0.319852
          38    0.319756
          39    0.319658
          40    0.319565
          41    0.319474
          42    0.319376
          43    0.319283
          44    0.319189
          45    0.319094
          46    0.318999
          47    0.318904
          48    0.318807
          49     0.31871
          50    0.318617
          51    0.318523
          52    0.318431
          53    0.318342
          54    0.318254
          55    0.318161
          56    0.318064
          57     0.31797
          58    0.317882
          59    0.317788
          60    0.317696
          61      0.3176
          62    0.317505
          63     0.31741
          64    0.317315
          65    0.317224
          66    0.317129
          67    0.317042
          68    0.316949
          69    0.316854
          70    0.316758
          71    0.316665
          72    0.316577
          73    0.316483
          74    0.316389
          75    0.316292
          76    0.316195
          77    0.316103
          78    0.316008
          79    0.315914
          80     0.31582
          81     0.31573
          82    0.315642
          83     0.31555
          84    0.315454
          85    0.315368
          86    0.315274
          87    0.315181
          88     0.31509
          89    0.314996
          90    0.314915
          91    0.314824
          92    0.314732
          93    0.314638
          94    0.314542
          95     0.31445
          96    0.314357
          97    0.314263
          98     0.31417
          99    0.314075
         100     0.31398
