#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         393    -5.60449    -5.59407  0.00937298
         394    -5.63005    -5.59416  0.00934963
         395    -5.61214    -5.59421  0.00932607
         396    -5.60287    -5.59423  0.00930255
         397    -5.51569    -5.59403  0.00928122
         398    -5.51216    -5.59383  0.00926018
         399    -5.44306    -5.59345  0.00924468
         400    -5.51811    -5.59326  0.00922348
         401    -5.58412    -5.59324  0.00920051
         402    -5.54479    -5.59312  0.00917841
         403    -5.57096    -5.59306   0.0091558
         404    -5.43614    -5.59267  0.00914137
         405    -5.38197    -5.59215  0.00913359
         406    -5.39432    -5.59167  0.00912409
         407     -5.4301    -5.59127   0.0091103
         408     -5.3824    -5.59076  0.00910234
         409     -5.4747    -5.59047  0.00908451
         410    -5.42264    -5.59006  0.00907157
         411    -5.36361    -5.58951  0.00906622
         412    -5.36427    -5.58897  0.00906068
         413    -5.42642    -5.58857  0.00904728
         414    -5.41683    -5.58816  0.00903494
         415    -5.47873    -5.58789  0.00901701
         416    -5.39162    -5.58742  0.00900767
         417    -5.35719    -5.58687  0.00900298
         418    -5.32354    -5.58624  0.00900345
         419     -5.3806    -5.58575  0.00899533
         420    -5.41204    -5.58534  0.00898342
         421     -5.3829    -5.58485  0.00897494
         422    -5.39213     -5.5844  0.00896528
         423    -5.35515    -5.58386  0.00896045
         424    -5.42589    -5.58348  0.00894706
         425    -5.50002    -5.58329  0.00892816
         426    -5.39892    -5.58285  0.00891769
         427     -5.3575    -5.58233  0.00891241
         428    -5.37204    -5.58184  0.00890512
         429    -5.38691    -5.58138  0.00889594
         430    -5.36048    -5.58087  0.00889008
         431    -5.40283    -5.58045  0.00887904
         432    -5.40095    -5.58004  0.00886821
         433    -5.50342    -5.57986  0.00884949
         434    -5.50845     -5.5797  0.00883063
         435    -5.39417    -5.57927  0.00882062
         436    -5.37589     -5.5788  0.00881272
         437    -5.31489     -5.5782  0.00881322
         438    -5.37284    -5.57773  0.00880556
         439    -5.36586    -5.57725  0.00879872
         440    -5.35159    -5.57674  0.00879365
         441    -5.32687    -5.57617  0.00879195
         442    -5.24398    -5.57542  0.00880412
         443    -5.25101    -5.57469  0.00881465
         444     -5.3336    -5.57414  0.00881151
         445    -5.28966     -5.5735  0.00881486
         446    -5.30457     -5.5729   0.0088157
         447    -5.33376    -5.57236   0.0088122
         448    -5.43129    -5.57205  0.00879815
         449    -5.41691     -5.5717  0.00878534
         450    -5.43203    -5.57139   0.0087713
         451    -5.43274    -5.57109  0.00875724
         452    -5.47723    -5.57088  0.00874032
         453    -5.49037     -5.5707  0.00872283
         454     -5.4305    -5.57039  0.00870909
         455     -5.4615    -5.57015  0.00869323
         456    -5.45474     -5.5699  0.00867785
