# VELOCITY:     ACTUAL_POFV:     AVE_POFV:        ERROR:
    0.710479   0.0474753   0.0859409  0.00987598
    0.767317   0.0304866    0.127166   0.0271367
    0.824155   0.0479407      0.1268   0.0223824
    0.880994   0.0977432    0.146349   0.0261787
    0.937832     0.10007    0.164169   0.0357896
     0.99467   0.0833144    0.216731   0.0281138
     1.05151    0.104725    0.204563    0.023265
     1.10835    0.177567    0.202368   0.0232698
     1.16519     0.16244    0.207854   0.0210684
     1.22202    0.206192    0.209682   0.0111267
     1.27886    0.267863    0.336582   0.0330128
      1.3357    0.239238    0.358791   0.0247448
     1.39254    0.315105    0.283987   0.0146031
     1.44938    0.353039    0.316435   0.0353534
     1.50621    0.324647    0.329534    0.033348
     1.56305    0.299048    0.360154    0.042393
     1.61989    0.360021    0.488284   0.0705411
     1.67673    0.368631    0.384423   0.0359067
     1.73357     0.52409    0.438548   0.0191479
     1.79041    0.429139    0.343398   0.0364075
     1.84724    0.460091    0.370892   0.0494623
     1.90408    0.468935    0.378572   0.0318712
     1.96092    0.361184    0.382927   0.0437681
     2.01776    0.337447    0.400381   0.0476796
      2.0746    0.346988    0.418068   0.0370261
     2.13144    0.550154    0.436919   0.0516286
