# VELOCITY:     ACTUAL_POFV:     AVE_POFV:        ERROR:
     2.18827     0.58227    0.532933   0.0396736
     2.24511    0.294393    0.464613   0.0694889
     2.30195    0.299048    0.384623   0.0321671
     2.35879     0.41471    0.372189   0.0455549
     2.41563    0.431699    0.330731    0.035606
     2.47247    0.291368    0.442836   0.0679925
      2.5293    0.726325    0.362015   0.0703734
     2.58614    0.604611    0.396724   0.0478612
     2.64298    0.350479    0.344428   0.0453363
     2.69982    0.481269    0.329667   0.0320967
     2.75666    0.276706     0.28545    0.034516
      2.8135    0.438448    0.345027   0.0306777
     2.87033    0.492905    0.360952   0.0605687
     2.92717    0.205493    0.311781   0.0270313
     2.98401    0.184083    0.229696   0.0302001
     3.04085    0.156855    0.235082   0.0430542
     3.09769    0.512686    0.251705   0.0470443
     3.15453    0.277172    0.226804    0.033377
     3.21136     0.19665    0.307658   0.0727354
      3.2682    0.392834    0.226771   0.0408002
     3.32504    0.242031    0.188538   0.0223881
     3.38188    0.119386    0.188272    0.027555
     3.43872    0.109147    0.185114    0.035901
     3.49556   0.0670239     0.21324   0.0450289
     3.55239     0.10263     0.15476   0.0357174
     3.60923    0.142658     0.13192   0.0224633
     3.66607    0.171749    0.114433   0.0205024
     3.72291   0.0605077   0.0761333   0.0129299
     3.77975    0.217595    0.164867   0.0444572
     3.83659    0.202003     0.12567   0.0224749
     3.89342    0.128928   0.0769312   0.0108589
     3.95026   0.0386318   0.0651289   0.0154625
      4.0071    0.274146    0.112471   0.0348242
     4.06394     0.17268   0.0916592   0.0188323
     4.12078   0.0600422   0.0685532   0.0121971
     4.17761   0.0230395   0.0754351   0.0298444
     4.23445   0.0249012   0.0439512   0.0083446
     4.29129   0.0230395   0.0416572  0.00958995
     4.34813   0.0237376   0.0404271    0.012123
     4.40497   0.0460789   0.0710134    0.011875
     4.46181   0.0400282    0.064198    0.014372
     4.51864   0.0488716     0.10775   0.0232841
     4.57548   0.0430535   0.0337447  0.00796281
     4.63232  0.00930887   0.0303203  0.00977824
     4.68916           0  0.00784605  0.00298501
       4.746  0.00581805    0.035407   0.0205699
     4.80284   0.0144288   0.0401611   0.0143185
     4.85967    0.305564    0.124406   0.0337986
     4.91651           0     0.02284   0.0145559
     4.97335           0  0.00797903  0.00412376
     5.03019           0  0.00585129  0.00377439
     5.08703           0 0.000864395  0.00073098
     5.14387           0   0.0012301  0.00110336
      5.2007           0  6.6492e-05 3.97365e-05
     5.25754           0 9.97379e-05 6.40733e-05
     5.31438           0 9.97379e-05 6.40733e-05
     5.37122           0 0.000132984 9.23394e-05
     5.42806           0   0.0255662   0.0169176
      5.4849           0  0.00329135  0.00197831
     5.54173           0   0.0020945  0.00128847
     5.59857           0  0.00146282  0.00088551
     5.65541           0 0.000565182 0.000523257
   0.0284191           0           0           0
   0.0852574           0  0.00174541  0.00163269
    0.142096           0  0.00584714   0.0044745
    0.198934  0.00255994   0.0221086   0.0131461
    0.255772   0.0095416   0.0417445   0.0183598
    0.312611   0.0416572   0.0243776  0.00755481
    0.369449   0.0411918   0.0212359  0.00481489
    0.426287   0.0609731   0.0261812  0.00556574
    0.483126   0.0758673   0.0381082  0.00792982
    0.539964   0.0474753   0.0434899   0.0082856
    0.596802   0.0495698   0.0736856  0.00800779
     0.65364    0.149175   0.0982086   0.0126217
    0.710479    0.108681   0.0887834  0.00904131
    0.767317   0.0642312    0.119299   0.0248588
    0.824155   0.0695838    0.119648   0.0206958
    0.880994    0.087038    0.138935   0.0239331
    0.937832   0.0812199      0.1538   0.0327835
     0.99467    0.119154    0.204533   0.0271166
     1.05151    0.188737    0.202584   0.0204408
     1.10835    0.277404    0.211748   0.0221709
     1.16519    0.196185    0.206395   0.0184853
     1.22202    0.205726    0.209188  0.00974687
     1.27886     0.20177    0.319731   0.0329073
      1.3357     0.21457    0.340763   0.0274439
     1.39254    0.273448     0.28267    0.012837
     1.44938    0.293695    0.313593   0.0310483
     1.50621    0.266467    0.321651   0.0300969
     1.56305    0.197348    0.339803   0.0416933
     1.61989    0.264605    0.460324    0.067036
     1.67673    0.299746    0.373839   0.0329416
     1.73357    0.233187    0.412878   0.0292796
     1.79041    0.236911    0.330087   0.0342034
     1.84724    0.469633    0.383235    0.044793
     1.90408    0.343032    0.374129   0.0281952
     1.96092     0.38306    0.382944   0.0382971
     2.01776    0.600422    0.425386   0.0478292
      2.0746    0.365606     0.41151   0.0329735
     2.13144    0.516177    0.446826   0.0461158
     2.18827    0.404238    0.516846   0.0378356
     2.24511    0.327207    0.447437   0.0628896
     2.30195    0.388645    0.385126   0.0281502
     2.35879     0.29928    0.363075    0.040762
     2.41563    0.529209    0.355541   0.0388489
     2.47247    0.371424     0.43391   0.0600766
      2.5293    0.482898    0.377126   0.0631781
     2.58614    0.524322    0.412674   0.0444568
     2.64298    0.276241    0.335905   0.0404625
     2.69982    0.316502    0.328021   0.0281268
     2.75666    0.297884    0.287004   0.0302365
      2.8135    0.384456    0.349955    0.027236
     2.87033    0.658137      0.3981   0.0633738
     2.92717    0.207588    0.298757   0.0266056
     2.98401    0.267863    0.234467   0.0267992
     3.04085    0.316036    0.245202   0.0388434
     3.09769    0.321854    0.260474    0.041973
     3.15453    0.292997    0.235078    0.030213
     3.21136    0.264605    0.302277   0.0638422
      3.2682    0.332327    0.239965   0.0377734
     3.32504    0.217362    0.192141   0.0198774
     3.38188    0.314174     0.20401   0.0282497
     3.43872     0.13684    0.179079   0.0319165
     3.49556    0.295557    0.223529   0.0405589
     3.55239    0.158484    0.155225   0.0312557
     3.60923    0.249012    0.146557   0.0239538
     3.66607    0.191763    0.124099   0.0200895
     3.72291     0.12055   0.0816854   0.0124488
     3.77975    0.143589    0.162207   0.0389795
     3.83659   0.0826163    0.120288   0.0202997
     3.89342   0.0863398   0.0781073  0.00956498
     3.95026    0.144753   0.0750819   0.0164235
      4.0071    0.234118    0.127677   0.0336275
     4.06394    0.254132    0.111968   0.0251483
     4.12078    0.114034   0.0742383    0.011924
     4.17761   0.0868052   0.0768564   0.0261476
     4.23445   0.0344428   0.0427626  0.00738568
     4.29129   0.0337447   0.0406681  0.00844206
     4.34813   0.0286248   0.0389518    0.010697
     4.40497  0.00325811    0.062544   0.0130664
     4.46181 0.000930887   0.0562896     0.01459
     4.51864 0.000698166   0.0943687   0.0239116
     4.57548 0.000698166   0.0296139  0.00796719
     4.63232 0.000465444   0.0265885  0.00924069
     4.68916 0.000698166  0.00695257  0.00274234
       4.746 0.000698166   0.0310684   0.0184505
     4.80284 0.000465444   0.0351992   0.0133608
     4.85967    0.266234    0.142135    0.033906
     4.91651   0.0609731   0.0276066   0.0134944
     4.97335 0.000698166  0.00706893  0.00370736
     5.03019 0.000698166  0.00520715   0.0033571
     5.08703 0.000698166 0.000843617 0.000639902
     5.14387  0.00116361  0.00122179 0.000965471
      5.2007  0.00116361 0.000203632 0.000132911
     5.25754  0.00977432  0.00130906  0.00113261
     5.31438   0.0139633  0.00183268  0.00162199
     5.37122  0.00418899 0.000639985 0.000481089
     5.42806           0   0.0223704   0.0151017
      5.4849           0  0.00287993  0.00177328
     5.54173           0  0.00183268   0.0011537
     5.59857           0  0.00127997 0.000793476
     5.65541           0 0.000494534 0.000462594
   0.0284191           0           0           0
   0.0852574    0.016756  0.00341325  0.00213982
    0.142096   0.0179196  0.00718852  0.00417355
    0.198934   0.0195486   0.0218241   0.0116885
    0.255772   0.0202468   0.0393558   0.0164745
    0.312611   0.0255994   0.0245134  0.00671661
    0.369449   0.0304866   0.0222637  0.00438825
    0.426287   0.0095416   0.0243324  0.00524543
    0.483126  0.00977432     0.03496  0.00764818
    0.539964    0.010007   0.0397696  0.00815756
    0.596802   0.0295557   0.0687822   0.0084875
     0.65364   0.0404936   0.0917958   0.0127447
    0.710479   0.0565514   0.0852021   0.0087172
    0.767317    0.117757    0.119128   0.0220973
    0.824155    0.131721     0.12099   0.0184397
    0.880994    0.113568    0.136116   0.0214392
    0.937832    0.113103    0.149278   0.0294511
     0.99467    0.174774    0.201227   0.0243044
     1.05151     0.19665    0.201925   0.0181802
     1.10835    0.263674    0.217517   0.0204444
     1.16519    0.232024    0.209243   0.0166492
     1.22202    0.216897    0.210044  0.00870144
     1.27886    0.177799    0.303961   0.0328128
      1.3357    0.181988    0.323121   0.0295253
     1.39254     0.17873    0.271121   0.0157721
     1.44938    0.274379    0.309236   0.0279025
     1.50621    0.224809    0.310891   0.0286117
     1.56305    0.237376    0.328422   0.0385828
     1.61989    0.247616     0.43669   0.0636175
     1.67673    0.324182    0.368321   0.0297399
     1.73357    0.294626    0.399739    0.028824
     1.79041    0.302306       0.327    0.030542
     1.84724    0.449386    0.390585   0.0404146
     1.90408    0.541544    0.392731   0.0305892
     1.96092    0.615084    0.408737   0.0418356
     2.01776    0.414943    0.424226   0.0425289
      2.0746    0.563187    0.428363   0.0333396
     2.13144    0.485923     0.45117   0.0411959
     2.18827    0.323251    0.495336   0.0392731
     2.24511    0.309055    0.432061   0.0577509
     2.30195    0.473822    0.394981   0.0266918
     2.35879      0.2916    0.355134   0.0369984
     2.41563      0.2411    0.342825   0.0365542
     2.47247    0.219689    0.410108    0.057925
      2.5293    0.196417    0.357047   0.0592631
     2.58614    0.265768    0.396351    0.042408
     2.64298    0.344661    0.336878   0.0359784
     2.69982    0.355832    0.331111   0.0251708
     2.75666    0.476614    0.308072   0.0334201
      2.8135    0.361882    0.351281    0.024242
     2.87033    0.478476    0.407031    0.056958
     2.92717    0.360021    0.305564   0.0245048
     2.98401    0.252503    0.236471   0.0238963
     3.04085    0.416805    0.264269   0.0389269
     3.09769    0.251805    0.259511   0.0373204
     3.15453    0.168491     0.22768   0.0277471
     3.21136    0.183385    0.289066   0.0580993
      3.2682    0.158484    0.230912   0.0346444
     3.32504     0.25739    0.199391   0.0189449
     3.38188    0.301608    0.214854   0.0271124
     3.43872    0.329767    0.195823   0.0324661
     3.49556    0.376777    0.240557   0.0394651
     3.55239    0.208984    0.161199   0.0283479
     3.60923    0.258321    0.158975   0.0242989
     3.66607    0.166396    0.128799   0.0183988
     3.72291    0.218293    0.096864   0.0180898
     3.77975    0.166862    0.162724   0.0346519
     3.83659     0.15476    0.124118   0.0184019
     3.89342    0.108448   0.0814785  0.00907688
     3.95026   0.0821508   0.0758673   0.0146175
      4.0071    0.155924    0.130816   0.0300372
     4.06394   0.0793581    0.108345   0.0226135
     4.12078    0.108216   0.0780135   0.0111808
     4.17761    0.124273    0.082125   0.0237672
     4.23445   0.0740055   0.0462341  0.00733565
     4.29129   0.0465444   0.0413211  0.00752926
     4.34813    0.084478   0.0440103   0.0106374
     4.40497   0.0626022   0.0625505   0.0116146
     4.46181   0.0325811   0.0536553   0.0132046
     4.51864   0.0418899   0.0885377   0.0219542
     4.57548   0.0972777   0.0371321   0.0100198
     4.63232   0.0260648   0.0265303  0.00821413
     4.68916   0.0134979  0.00767982  0.00253223
       4.746   0.0127997   0.0290385   0.0165118
     4.80284  0.00581805   0.0319346   0.0122686
     4.85967   0.0358392    0.130324   0.0321299
     4.91651   0.0947178   0.0350634   0.0139034
     4.97335   0.0674893   0.0137823  0.00713594
     5.03019   0.0232722  0.00721438  0.00353357
     5.08703   0.0200141  0.00297367  0.00208723
     5.14387   0.0158251  0.00284438  0.00175407
      5.2007   0.0882016  0.00998118  0.00921912
     5.25754   0.0418899  0.00581805   0.0043687
     5.31438  0.00674893  0.00237893  0.00153099
     5.37122  0.00628349  0.00126704 0.000729645
     5.42806  0.00628349    0.020583   0.0135291
      5.4849  0.00628349  0.00325811  0.00161607
     5.54173  0.00698166  0.00240479  0.00115871
     5.59857    0.010007  0.00224964  0.00115467
     5.65541  0.00628349  0.00113775 0.000732694
   0.0284191           0           0           0
   0.0852574           0  0.00307193  0.00195287
    0.142096  0.00395627  0.00686529  0.00376869
    0.198934  0.00488716   0.0201304   0.0106417
    0.255772  0.00442172   0.0358624   0.0151929
    0.312611  0.00511988    0.022574  0.00631873
    0.369449  0.00558532   0.0205959  0.00425458
    0.426287   0.0311847   0.0250176  0.00476543
    0.483126   0.0160578   0.0330698   0.0071131
    0.539964   0.0127997   0.0370726  0.00777486
    0.596802   0.0158251   0.0634865  0.00914279
     0.65364    0.014196   0.0840359   0.0136295
    0.710479   0.0114034   0.0778222   0.0105151
    0.767317   0.0137306    0.108588   0.0222597
    0.824155   0.0153596    0.110427   0.0193865
    0.880994   0.0316502     0.12567   0.0216916
    0.937832   0.0651621    0.140867   0.0276811
     0.99467   0.0882016    0.189924   0.0243607
     1.05151   0.0998377    0.191716   0.0190136
     1.10835   0.0626022    0.202026   0.0235488
     1.16519   0.0565514    0.193974   0.0208413
     1.22202   0.0521297    0.194253   0.0169045
     1.27886   0.0712129    0.280686   0.0368735
      1.3357   0.0842453    0.299234   0.0349237
     1.39254   0.0958814    0.253597   0.0218604
     1.44938    0.136142    0.291926   0.0300046
     1.50621    0.111939    0.290995   0.0319268
     1.56305    0.108681    0.306448   0.0405014
     1.61989   0.0935542    0.402376   0.0658627
     1.67673    0.103096    0.341799   0.0367357
     1.73357    0.147313    0.374496   0.0353049
     1.79041    0.154295     0.30973   0.0320004
     1.84724    0.134979    0.365024   0.0437152
     1.90408    0.154527    0.368911   0.0356172
     1.96092    0.217362      0.3896   0.0418007
     2.01776      0.2155    0.403353   0.0430947
      2.0746    0.240867    0.409614   0.0348816
     2.13144    0.271819    0.433235   0.0407941
     2.18827    0.350479     0.48085   0.0379233
     2.24511    0.375148     0.42637   0.0522555
     2.30195    0.374217    0.392904   0.0241032
     2.35879    0.408194     0.36044   0.0336769
     2.41563    0.376544    0.346197   0.0330539
     2.47247    0.372588    0.406356   0.0522539
      2.5293    0.338843    0.355227   0.0533648
     2.58614    0.341868    0.390903   0.0385156
     2.64298    0.358392    0.339029   0.0324448
     2.69982    0.363977    0.334398   0.0228672
     2.75666    0.480338    0.325299   0.0342311
      2.8135    0.705147    0.386667   0.0400376
     2.87033    0.930655    0.459393   0.0713825
     2.92717     1.07238    0.382246   0.0760164
     2.98401     1.22644    0.335469   0.0963481
     3.04085    0.841289    0.321971   0.0649921
     3.09769    0.634865    0.297046    0.048951
     3.15453    0.599026    0.264814   0.0431822
     3.21136    0.452644    0.305424   0.0545435
      3.2682    0.466607    0.254481   0.0383687
     3.32504    0.447059    0.224158   0.0290305
     3.38188    0.381664    0.231535   0.0290834
     3.43872    0.327905    0.209031    0.031793
     3.49556    0.271354    0.243636   0.0356385
     3.55239    0.222017     0.16728   0.0261574
     3.60923    0.226671    0.165744   0.0227926
     3.66607    0.182221    0.134141   0.0173172
     3.72291    0.164534    0.103631   0.0175008
     3.77975     0.16244    0.162696   0.0311867
     3.83659    0.171516    0.128858   0.0171613
     3.89342     0.14196   0.0875267   0.0099829
     3.95026    0.120084    0.080289   0.0138083
      4.0071   0.0944851    0.127182   0.0272523
     4.06394   0.0900634    0.106517    0.020426
     4.12078   0.0754019   0.0777524   0.0100658
     4.17761   0.0628349   0.0801959   0.0214686
     4.23445   0.0523624   0.0468469  0.00662763
     4.29129   0.0523624   0.0424252  0.00685681
     4.34813   0.0458462   0.0441939  0.00957528
     4.40497   0.0288575   0.0591812   0.0109309
     4.46181   0.0109379   0.0493836   0.0125561
     4.51864   0.0109379   0.0807778   0.0210857
     4.57548   0.0160578   0.0350246  0.00923681
     4.63232   0.0134979    0.025227  0.00749539
     4.68916   0.0211777  0.00902961  0.00261412
       4.746   0.0132651   0.0274612   0.0149357
     4.80284   0.0127997   0.0300211     0.01119
     4.85967   0.0118688    0.118479   0.0310237
     4.91651   0.0160578   0.0331629   0.0126423
     4.97335   0.0325811   0.0156622  0.00666536
     5.03019   0.0179196   0.0082849  0.00333844
     5.08703   0.0200141  0.00467771  0.00247834
     5.14387  0.00837799  0.00339774  0.00166366
      5.2007  0.00349083  0.00933215  0.00832002
     5.25754           0  0.00523624  0.00397038
     5.31438 0.000232722  0.00216431  0.00139286
     5.37122           0  0.00114034 0.000667591
     5.42806 0.000232722   0.0185479   0.0123283
      5.4849 0.000232722  0.00295557  0.00148251
     5.54173           0  0.00216431  0.00106751
     5.59857 0.000232722  0.00204795  0.00105667
     5.65541 0.000232722  0.00104725  0.00066499
